name,ra,dec,sloan_g_mag,sloan_r_mag,sloan_i_mag,sloan_z_mag,galah_g_mag,galah_r_mag,galah_i_mag,Bmag,Vmag,Rmag,Imag,Jmag,Hmag,Kmag,class_green13,origin,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra_x,ra_error,dec_x,dec_error,parallax,Posparallax,distance,dist_mod,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,Mg,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,rv_nb_transits,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val,angDist
J034912.76+230822.3,57.303193,23.139548,16.33,15.46,15.13,,,,,,,,,,,,,Lamost_DR2,57.303195527824,23.1395671500809,0.002,0.001,90.0,64917335465012608,57.30319957436,0.0463,23.13956224667,0.0248,7.0E-4,7.0E-4,1428571.4285714286,25.774509799928715,0.0508,0.864,0.1,-1.139,0.066,false,11786.0,5.33784,15.509953,-10.264556799928716,4737.13,14.1047,16.1626,10107.5,14.1895,14.75031,1.41229,,,0,4612.02,0.223,0.102,,,0.069446
J034915.57+350233.6,57.314894,35.042671,15.75,14.83,14.47,,,,,,,,,,,,,Lamost_DR2,57.3149035394595,35.0426757324141,0.001,0.001,90.0,219648136509983616,57.31490520521,0.0284,35.04267111461,0.0145,0.1033,0.1033,9680.54211035818,14.929498392401896,0.0338,0.317,0.08,-1.073,0.043,false,21396.5,5.17765,14.862508,-0.06699039240189641,8294.26,14.3625,15.554444,18923.7,15.2881,14.069404,1.485041,,,0,4449.0,0.31,0.147,,,0.032875
J035020.92+465736.2,57.58718,46.960069,12.82,11.86,11.39,,,,,,,,,,,,,Lamost_DR2,57.5872099756334,46.9600744929832,0.001,0.001,90.0,245319946314530304,57.58720822765,0.0292,46.96007954757,0.0181,1.1191,1.1191,893.5751943526047,9.755655521300346,0.0357,-0.277,0.069,1.174,0.058,false,362694.0,68.6802,11.789514,2.0338584786996545,130976.0,122.86,12.558413,333571.0,189.362,10.953949,1.604464,11.12,0.77,12,4274.74,,,7.35,16.264,0.076259
J035047.80+394834.1,57.699194,39.809475,14.64,13.12,12.44,,,,,,,,,,,,,Lamost_DR2,57.699214896971,39.8094830512961,0.001,0.001,90.0,224033195038521728,57.69920387446,0.0326,39.80947231698,0.0197,0.701,0.701,1426.5335235378031,10.771409910166707,0.0375,-1.967,0.075,-2.493,0.055,false,114498.0,61.6472,13.041375,2.2699650898332937,30888.4,58.7264,14.126901,125493.0,138.782,12.015373,2.111527,-72.72,0.39,13,4100.75,1.8118,0.888,7.52,14.425,0.064651
J035207.72+314214.3,58.032186,31.703974,17.01,14.69,13.6,,,,,,,,,,,,,Lamost_DR2,58.0322031044751,31.7039882425765,0.002,0.001,90.0,168708759226404736,58.03220351,0.0457,31.70398447177,0.0247,0.1049,0.1049,9532.888465204958,14.89612255903221,0.0546,0.08,0.099,-0.876,0.066,false,37584.7,45.4299,14.250837,-0.6452855590322102,5565.6,51.5281,15.987608,50554.6,198.529,13.002518,2.98509,-27.89,0.58,25,3572.0,,,,,0.073303
J035223.85+202237.1,58.099405,20.376988,15.66,14.45,13.96,,,,,,,,,,,,,Lamost_DR2,58.0994161881689,20.3770061566316,0.001,0.001,90.0,51532018347626496,58.09941863934,0.0318,20.37700372336,0.0135,-0.006,0.006,166666.66666666666,21.10924374808178,0.034,0.534,0.06,-0.565,0.038,false,31795.4,12.7228,14.432454,-6.676789748081781,10156.7,25.7413,15.334505,32028.9,37.826,13.498065,1.83644,,,0,4063.0,,,,,0.075485
J035227.88+285759.7,58.116189,28.966598,14.15,13.39,12.85,,,,,,,,,,,,,Lamost_DR2,58.1161857424193,28.9665950966324,0.001,0.001,90.0,167043033470113280,58.11618740741,0.0327,28.96659203131,0.0132,0.1304,0.1304,7668.711656441718,14.423612043020494,0.0361,0.338,0.051,-0.712,0.038,false,106177.0,27.1588,13.123289,-1.3003230430204944,38546.3,58.8487,13.886432,98037.4,126.708,12.283441,1.602991,-18.17,2.23,10,4200.44,0.567,0.2885,,,0.014646
J035252.72+035420.4,58.21967,3.90569,14.62,13.76,13.42,,,,,,,,,,,,,Lamost_DR2,58.2199878745067,3.9056572319607,0.001,0.001,90.0,3272273533431674624,58.2200111453,0.0304,3.90563852926,0.0141,0.6489,0.6489,1541.0695022345508,10.939111129206232,0.0361,5.392,0.048,-4.344,0.037,false,57955.1,12.0382,13.780636,2.8415248707937675,23251.3,33.6928,14.435269,50190.9,55.5203,13.010357,1.424913,,,0,4591.51,,,4.1,6.74,1.147769
J035300.56+520441.8,58.252342,52.078287,13.43,11.17,9.81,,,,,,,,,,,,,Lamost_DR2,58.2523513951144,52.0782897850331,0.002,0.002,90.0,251920314615512832,58.25235517416,0.0548,52.07828973635,0.0377,0.5277,0.5277,1895.0161076369152,11.38806452911438,0.0667,0.539,0.144,-0.011,0.134,false,1063700.0,2479.96,10.621317,-0.7667475291143813,141504.0,1546.35,12.474465,1459720.0,9064.33,9.351246,3.12322,,,0,3366.33,1.4073,0.77,58.74,399.268,0.023078
J035416.24+113620.8,58.567696,11.605784,17.29,14.98,14.34,,,,,,,,,,,,,Lamost_DR2,58.5677312476358,11.6057816560659,0.002,0.001,90.0,36741456649738880,58.56773224183,0.0503,11.60577581361,0.0256,-0.0212,0.0212,47169.811320754714,18.368320695356243,0.0576,0.226,0.1,-1.357,0.064,false,23614.5,72.1769,14.755421,-3.6128996953562424,4917.8,86.4023,16.121962,28964.5,227.116,13.607254,2.514708,,,0,3764.57,,,,,0.124583
J035440.26+225950.2,58.667763,22.997301,15.38,14.52,14.14,,,,,,,,,,,,,Lamost_DR2,58.6677704635897,22.9973167171748,0.001,0.001,90.0,65595631060997120,58.66777125337,0.0357,22.9973131147,0.0151,0.1374,0.1374,7278.02037845706,14.310066336382341,0.039,0.169,0.074,-0.837,0.04,false,28895.5,7.35086,14.53629,0.22622366361765778,11489.2,19.8961,15.200666,25232.4,20.0474,13.757024,1.443643,,,0,4508.31,0.563,0.309,,,0.061752
J035453.62+474115.1,58.723454,47.687545,14.24,12.7,12.11,,,,,,,,,,,,,Lamost_DR2,58.7234590392592,47.6875400437644,0.001,0.001,90.0,246864107316839296,58.7234597119,0.0342,47.68753954188,0.0203,0.2929,0.2929,3414.134516899966,12.666403141592006,0.044,0.105,0.077,-0.117,0.061,false,143521.0,33.9956,12.796074,0.12967085840799442,41383.3,59.5276,13.809325,151986.0,93.084,11.807408,2.001917,-38.04,0.43,13,4167.34,1.1927,0.58,19.14,99.541,0.021622
J035455.14+311304.6,58.729787,31.217945,16.3,15.26,14.76,,,,,,,,,,,,,Lamost_DR2,58.7297653313465,31.2179418052435,0.001,0.001,90.0,168642376212225792,58.72977493676,0.0348,31.21794963664,0.0173,0.5452,0.5452,1834.189288334556,11.317220764186821,0.0381,1.908,0.083,1.819,0.05,true,15017.4,3.87548,15.24688,3.9296592358131797,5292.19,10.3325,16.0423,14296.6,11.45,14.373835,1.668465,,,0,4227.0,,,3.18,2.909,0.067696
J035528.68+270601.5,58.869503,27.100419,13.87,13.15,12.84,,,,,,,,,,,,,Lamost_DR2,58.869486290338,27.1004361118676,0.001,0.0,90.0,70547556554621568,58.86951227957,0.0344,27.10040115761,0.012,1.0738,1.0738,931.2721177127956,9.845383001863905,0.0371,5.373,0.058,-8.118,0.031,false,105913.0,29.3068,13.125989,3.280605998136096,45079.2,56.5259,13.716448,87029.7,96.7301,12.412751,1.303697,2.61,2.37,10,4973.5,,,2.7,4.029,0.081624
J035548.34+170257.2,58.951428,17.049245,17.84,16.66,16.16,,,,,,,,,,,,,Lamost_DR2,58.9514781729393,17.0492469830978,0.003,0.002,90.0,43539256008663808,58.95143375907,0.0978,17.04926169686,0.0433,1.4182,1.4182,705.1191651389086,9.241312594807408,0.1079,-9.862,0.163,3.417,0.104,false,4056.04,2.95837,16.66811,7.426797405192591,1384.38,10.6851,17.49825,3995.25,13.3137,15.75806,1.740189,,,0,4022.25,0.825,0.4022,0.75,0.131,0.172832
J035627.44+410934.0,59.11434,41.159457,16.18,14.78,14.04,,,,,,,,,,,,,Lamost_DR2,59.1143619839846,41.1594703151506,0.001,0.001,90.0,230213893496198528,59.114366722,0.0295,41.15946795207,0.016,0.2594,0.2594,3855.0501156515033,12.930150141259695,0.035,0.829,0.082,-0.549,0.046,false,27019.7,7.82075,14.609165,1.679014858740306,7049.49,15.1774,15.730994,30206.0,23.6295,13.561687,2.169308,,,0,3667.58,1.7578,0.85,,,0.076473
J035717.64+361953.1,59.323538,36.331427,15.51,14.61,14.2,,,,,,,,,,,,,Lamost_DR2,59.323538362486,36.3314279791352,0.001,0.001,90.0,220166934199613440,59.32354426644,0.0276,36.33142488336,0.0144,0.1272,0.1272,7861.635220125786,14.477564443438023,0.0335,1.105,0.078,-0.719,0.043,false,26875.2,6.08232,14.614985,0.1374205565619775,10424.1,17.6844,15.306295,23908.0,19.7377,13.81556,1.490735,,,0,4464.0,0.5903,0.2777,,,0.003678
J035730.00+270237.5,59.375018,27.043756,12.03,11.21,10.87,,,,,,,,,,,,,Lamost_DR2,59.3750351546545,27.0437498781431,0.002,0.001,90.0,163608846339701120,59.37507382317,0.0961,27.04372500865,0.027,0.5481,0.5481,1824.4845831052726,11.305700989639,0.1142,7.999,0.11,-5.776,0.062,false,584111.0,673.673,11.272127,-0.0335739896390006,228347.0,221.327,11.9549,497386.0,349.509,10.520185,1.434714,19.54,0.27,11,4511.67,0.2673,0.1305,,,0.059255
J035749.75+444620.9,59.457314,44.772484,15.29,13.92,13.2,,,,,,,,,,,,,Lamost_DR2,59.4573553356468,44.7724526521963,0.001,0.001,90.0,243938135075844608,59.45736885248,0.0231,44.77244461395,0.0127,0.3513,0.3513,2846.5698832906346,12.271609251039873,0.0262,2.229,0.058,-1.867,0.037,false,56720.2,14.7511,13.804021,1.5324117489601274,16016.9,34.2393,14.83994,60630.4,42.4186,12.805194,2.034746,-50.13,1.28,14,4203.56,1.7113,0.8382,9.76,26.804,0.154582
J035809.91+183826.5,59.541313,18.640699,15.16,14.28,13.93,,,,,,,,,,,,,Lamost_DR2,59.5412710788529,18.6407212129625,0.002,0.001,90.0,49999367857569920,59.5413470817,0.0541,18.64066603252,0.0256,0.9028,0.9028,1107.6650420912715,10.222042247971377,0.0596,16.726,0.112,-12.816,0.065,false,35372.2,9.20315,14.31671,4.094667752028624,14166.7,24.0361,14.973215,30665.8,34.4927,13.545286,1.427929,,,0,4788.33,,,2.05,1.995,0.16384
J035814.83+185008.3,59.561813,18.835645,15.23,14.17,13.7,,,,,,,,,,,,,Lamost_DR2,59.5618106326611,18.8356436047513,0.002,0.001,90.0,50010947089387520,59.56182151955,0.0411,18.83563889025,0.0185,0.1867,0.1867,5356.186395286556,13.644278410254607,0.0496,2.393,0.097,-1.095,0.045,true,40665.9,11.2231,14.16529,0.5210115897453935,14374.6,21.617,14.957401,38393.9,38.3716,13.301264,1.656138,,,0,4233.61,0.678,0.326,,,0.009502
J035827.40+115420.0,59.614186,11.905573,,,13.3086,,,,,,,,,,,,,Lamost_DR2,59.6133790806614,11.9057855199991,0.001,0.001,90.0,3304877008133247488,59.61340922876,0.0367,11.90572202627,0.0187,1.4625,1.4625,683.7606837606838,9.17452062622891,0.039,6.852,0.073,-14.747,0.046,false,2225710.0,1400.71,9.819692,0.64517137377109,778532.0,798.213,10.623197,2082090.0,1990.13,8.96567,1.657527,-34.3,0.37,11,4300.84,0.8125,0.4103,13.68,57.674,2.943585
J035834.59+511933.4,59.644142,51.325971,14.88,12.88,11.9,,,,,,,,,,,,,Lamost_DR2,59.644146809401,51.3259612633079,0.001,0.001,90.0,250877668353328512,59.64414779088,0.0299,51.32595714102,0.019,0.3488,0.3488,2866.97247706422,12.287117618697351,0.0384,0.142,0.092,-0.957,0.058,false,160015.0,48.2917,12.677964,0.3908463813026479,30546.0,80.6591,14.139001,203172.0,203.498,11.492261,2.64674,-4.06,0.61,14,3827.82,1.935,0.9645,22.42,97.235,0.036684
J035838.77+265122.3,59.661564,26.856197,15.37,14.32,13.86,,,,,,,,,,,,,Lamost_DR2,59.6616047521252,26.8561657779901,0.001,0.001,90.0,163555279507749120,59.66160735487,0.0351,26.85616166727,0.0159,0.0222,0.0222,45045.045045045044,18.268235127746806,0.0384,0.539,0.065,-0.955,0.044,false,35402.2,10.4488,14.31579,-3.952445127746806,12559.7,22.6321,15.103938,33314.5,23.8846,13.455338,1.648601,,,0,4292.0,,,,,0.172523
J035845.47+151658.8,59.689491,15.28302,18.77,17.67,17.24,,,,,,,,,,,,,Lamost_DR2,59.6894827586662,15.283010750254,0.005,0.003,90.0,40116441951238528,59.68948760018,0.1333,15.28300864645,0.0879,0.0167,0.0167,59880.239520958086,18.88641764426208,0.1461,1.085,0.312,-0.489,0.217,false,1556.36,1.69181,17.70809,-1.1783276442620831,566.047,7.25272,18.469257,1474.47,9.46698,16.840332,1.628925,,,0,,,,,,0.043908
J035927.14+491029.0,59.863103,49.174729,15.53,12.86,11.77,,,,,,,,,,,,,Lamost_DR2,59.8631081773968,49.1747391925741,0.002,0.002,90.0,247106996306360832,59.86311221877,0.0548,49.17473807835,0.0312,0.1159,0.1159,8628.127696289905,14.67958282018202,0.0667,0.614,0.15,-0.259,0.1,false,224569.0,477.269,12.309991,-2.36959182018202,24527.7,213.252,14.377245,333009.0,2158.16,10.955779,3.421466,-8.2,0.23,17,3837.21,2.167,1.1895,,,0.038664
J035936.81+082900.7,59.903388,8.483544,12.19,11.28,10.85,,,,,,,,,,,,,Lamost_DR2,59.9033727042639,8.4835299787548,0.002,0.001,90.0,3301340188464342400,59.90339361443,0.048,8.48350100857,0.0288,0.5568,0.5568,1795.977011494253,11.271503866987473,0.0586,4.803,0.117,-6.729,0.064,false,555751.0,809.141,11.326165,0.05466113301252662,212899.0,418.616,12.030953,482709.0,604.643,10.552706,1.478248,46.63,0.28,10,4404.33,0.278,0.155,16.71,94.643,0.074256
J040021.56+584403.4,60.089835,58.734286,14.53,12.07,10.28,,,,,,,,,,,,,Lamost_DR2,60.0898248611168,58.7342782534612,0.002,0.002,90.0,470057477335168128,60.08983771658,0.0721,58.73426733413,0.057,0.4832,0.4832,2069.5364238410593,11.579365371934621,0.0881,1.55,0.129,-2.536,0.123,false,1662200.0,10088.5,10.136658,-1.4427073719346204,143396.0,3542.15,12.460047,2390980.0,44083.9,8.815479,3.644568,,,0,3296.75,0.641,0.383,,,0.033713
J040027.34+595759.8,60.113938,59.966635,13.83,12.86,11.94,,,,,,,,,,,,,Lamost_DR2,60.1139262172069,59.9666340497101,0.001,0.001,90.0,473565503541761792,60.11393808418,0.0258,59.96662422075,0.0195,0.3361,0.3361,2975.304968759298,12.367657437652614,0.0307,1.379,0.046,-2.283,0.044,false,246053.0,61.0928,12.210794,-0.15686343765261412,65076.3,130.188,13.317831,272114.0,218.94,11.175042,2.142789,8.27,0.92,11,4044.22,1.2967,0.649,24.08,139.739,0.021504
J040030.35+584828.8,60.126463,58.808008,14.48,13.48,13.2,,,,,,,,,,,,,Lamost_DR2,60.1264471982301,58.8080159678859,0.0,0.0,90.0,470433819547472768,60.12649226099,0.0177,58.80801286947,0.0126,0.936,0.936,1068.3760683760684,10.143620756309474,0.0205,5.421,0.032,-0.72,0.029,false,62884.3,10.9541,13.692011,3.548390243690527,26207.4,31.8499,14.305328,53349.5,35.0703,12.944093,1.361236,,,0,4758.77,,,2.68,3.328,0.041119
J040122.98+255734.4,60.345784,25.95958,14.72,13.86,13.54,,,,,,,,,,,,,Lamost_DR2,60.3457949140808,25.9595811502022,0.001,0.001,90.0,67179511920122368,60.34579996359,0.0437,25.95958189581,0.0143,0.1369,0.1369,7304.601899196494,14.31798275933005,0.0467,1.054,0.079,0.173,0.034,false,52401.7,11.9223,13.890003,-0.42797975933005006,21133.6,33.4964,14.538956,44854.3,43.8207,13.132409,1.406547,,,0,4700.27,0.176,0.0953,,,0.035568
J040123.37+474724.4,60.3474,47.790138,16.13,14.01,12.79,,,,,,,,,,,,,Lamost_DR2,60.3473822973269,47.7901551538136,0.002,0.001,90.0,246728317630578560,60.34738212115,0.0409,47.79015379957,0.0235,-0.0241,0.0241,41493.775933609955,18.089914787125657,0.05,-0.027,0.103,-0.315,0.077,false,73892.1,348.436,13.516871,-4.573043787125657,11564.5,225.355,15.193569,100205.0,1243.04,12.259692,2.933877,-104.96,0.58,14,3833.9,,,,,0.075145
J040130.96+291354.5,60.379024,29.231815,15.82,14.15,13.34,,,,,,,,,,,,,Lamost_DR2,60.3790546150388,29.2318017651019,0.001,0.001,90.0,167277504324476544,60.37906924721,0.0396,29.23179705073,0.0196,0.5504,0.5504,1816.860465116279,11.296607873862726,0.0458,2.966,0.084,-1.095,0.049,false,53646.4,13.7623,13.864515,2.567907126137275,11605.8,26.4561,15.189697,64919.0,50.2872,12.730989,2.458708,63.95,1.02,21,3698.0,2.373,1.1813,9.22,14.314,0.107333
J040133.44+471630.4,60.38937,47.275127,13.28,12.13,11.57,,,,,,,,,,,,,Lamost_DR2,60.3893421075727,47.2751277747231,0.001,0.001,90.0,245946289985307904,60.38939093007,0.0302,47.27511490205,0.0176,0.9462,0.9462,1056.859015007398,10.120085281437268,0.0379,7.694,0.073,-2.99,0.058,false,276111.0,69.2532,12.085656,1.9655707185627325,86994.2,73.2848,13.002663,277737.0,158.57,11.152835,1.849828,-11.55,0.4,12,4176.58,1.355,0.67,8.16,18.258,0.068185
J040133.70+180855.9,60.390456,18.148889,13.4924,12.461,11.821,,,,,,,,,,,,,Lamost_DR2,60.3904451589818,18.1488867091139,0.001,0.001,90.0,49726551534822272,60.39044219037,0.044,18.14887322777,0.0188,0.2863,0.2863,3492.8396786587496,12.715893259892006,0.0471,-0.655,0.091,-3.131,0.043,true,244821.0,46.3108,12.216244,-0.49964925989200637,77479.5,91.7184,13.128421,245140.0,194.085,11.288383,1.840038,-13.01,1.62,15,4193.0,0.6867,0.3217,25.08,175.17,0.037992
J040149.31+463801.6,60.455488,46.633795,16.31,14.9,14.22,,,,,,,,,,,,,Lamost_DR2,60.4554935679329,46.6338185899312,0.001,0.001,90.0,245775728244238976,60.45549620877,0.0315,46.63381669006,0.0162,0.0642,0.0642,15576.323987538943,15.96232485965573,0.0361,0.421,0.077,-0.441,0.051,false,22861.1,6.5218,14.790624,-1.171700859655731,6285.7,15.5327,15.855504,24891.0,21.56,13.771814,2.08369,,,0,3936.04,1.0105,0.51,,,0.086032
J040150.54+453446.3,60.460597,45.579533,14.55,13.35,12.75,,,,,,,,,,,,,Lamost_DR2,60.4606065554008,45.5795564342127,0.001,0.001,90.0,245487033420661120,60.4605920993,0.0206,45.57953632717,0.0107,0.4741,0.4741,2109.259649862898,11.620650223405217,0.0235,-2.35,0.044,-4.67,0.036,false,98865.2,35.5247,13.200757,1.580106776594782,30715.2,46.1639,14.133003,100530.0,108.379,12.256179,1.876824,-113.66,0.73,14,4174.83,1.345,0.6727,9.76,26.065,0.087732
J040224.14+352412.4,60.600598,35.403447,15.2,14.14,13.7,,,,,,,,,,,,,Lamost_DR2,60.6005996673952,35.4034478581583,0.001,0.001,90.0,219109685049935232,60.60060522278,0.0228,35.40344652056,0.0119,0.1386,0.1386,7215.007215007215,14.29118384862106,0.0251,1.052,0.052,-0.311,0.034,false,41700.4,9.54012,14.138016,-0.15316784862105948,14786.6,21.9316,14.926714,39135.1,36.4492,13.280502,1.646212,,,0,4330.01,0.3923,0.171,,,0.005786
J040229.81+404241.7,60.624238,40.711597,19.0,15.39,14.57,,,,,,,,,,,,,Lamost_DR2,60.6242576365632,40.7116199226288,0.003,0.002,90.0,230263165361129216,60.624259336,0.0869,40.71161904257,0.046,0.3122,0.3122,3203.074951953876,12.527835506368007,0.1029,0.299,0.203,-0.204,0.141,false,15995.1,382.584,15.178397,2.6505614936319937,947.487,108.585,17.909954,26216.1,1872.62,13.715502,4.194452,,,0,3287.0,2.8385,1.439,,,0.098392
J040230.58+091104.1,60.627452,9.184481,14.94,14.0,13.54,,,,,,,,,,,,,Lamost_DR2,60.6274601804977,9.1844730368724,0.002,0.001,90.0,3301816208279819520,60.62747789806,0.0517,9.18443022749,0.0267,0.4936,0.4936,2025.9319286871962,11.533124244874074,0.0644,4.062,0.118,-9.943,0.059,false,48142.2,13.2567,13.982051,2.4489267551259264,17923.4,28.4116,14.717837,44028.4,47.3864,13.152588,1.565249,,,0,4298.76,,,5.97,10.965,0.040829
J040233.35+452144.9,60.638995,45.362476,14.87,13.32,12.72,,,,,,,,,,,,,Lamost_DR2,60.638973327213,45.3625247789508,0.001,0.001,90.0,233470853098776192,60.63900736075,0.0195,45.36250122332,0.0103,0.1973,0.1973,5068.423720223011,13.524364573739046,0.0241,5.554,0.047,-5.471,0.034,false,82191.3,23.4312,13.401301,-0.12306357373904575,23260.3,31.0843,14.434851,88083.5,89.2085,12.399683,2.035168,-91.34,2.18,13,4055.77,0.9243,0.4673,,,0.183962
J040246.13+343436.5,60.692246,34.576823,13.8,12.6,12.06,,,,,,,,,,,,,Lamost_DR2,60.6922601468311,34.576826359394,0.001,0.001,90.0,218999729588741760,60.69225812966,0.0377,34.57681778929,0.0187,0.2789,0.2789,3585.5145213338114,12.772757428669749,0.0443,-0.386,0.091,-1.99,0.056,false,179103.0,38.1011,12.555608,-0.2171494286697495,58066.4,65.2656,13.441575,177326.0,86.8431,11.639992,1.801583,-108.65,0.55,11,4190.09,0.736,0.3622,22.07,135.327,0.043642
J040401.78+271545.4,61.007434,27.262629,17.99,13.93,12.82,,,,,,,,,,,,,Lamost_DR2,61.007460924419,27.262601442569,0.002,0.001,90.0,163477484762516992,61.00745944832,0.066,27.26259271357,0.0312,0.1927,0.1927,5189.413596263622,13.575591426722735,0.0731,-0.305,0.129,-2.027,0.076,true,106872.0,2139.75,13.116202,-0.4593894267227352,12621.2,1181.66,15.098633,159450.0,9249.01,11.755362,3.343271,-69.14,0.69,24,4258.07,1.6367,0.941,,,0.131399
J040416.50+341648.9,61.068754,34.280254,14.03,12.69,12.01,,,,,,,,,,,,,Lamost_DR2,61.0687501072927,34.2802609499218,0.002,0.001,90.0,170938637528778240,61.06875140182,0.0443,34.28025852909,0.0193,0.1551,0.1551,6447.453255963895,14.046941010931974,0.0527,0.248,0.124,-0.562,0.055,true,186769.0,80.9441,12.510103,-1.536838010931973,51879.9,147.415,13.56389,199190.0,193.342,11.513749,2.050141,-47.95,0.91,17,4050.15,,,,,0.027569
J040444.10+465405.9,61.183791,46.901653,15.55,13.92,13.1,,,,,,,,,,,,,Lamost_DR2,61.1837991024404,46.9016706504757,0.001,0.001,90.0,245711990930889088,61.18379531378,0.0274,46.90167166545,0.0131,0.2014,0.2014,4965.24329692155,13.479702668912005,0.0323,-0.601,0.069,0.236,0.05,false,61940.0,15.1529,13.708439,0.22873633108799574,14597.1,29.0553,14.940721,72465.6,76.6611,12.61159,2.32913,-64.16,1.15,21,4055.89,1.653,0.7885,,,0.066594
J040512.15+391815.9,61.300629,39.304428,13.96,12.49,10.81,,,,,,,,,,,,,Lamost_DR2,61.3006091711829,39.3044193980735,0.003,0.002,90.0,226582584546439808,61.30061514915,0.0772,39.30441006557,0.0389,0.3152,0.3152,3172.58883248731,12.507068955912413,0.0882,1.074,0.191,-2.168,0.139,false,842827.0,3022.53,10.87402,-1.6330489559124128,90515.1,845.305,12.959586,1130260.0,6726.94,9.628969,3.330617,,,0,3302.25,0.437,0.263,,,0.063324
J040520.38+255259.6,61.334917,25.883247,14.83,14.04,13.73,,,,,,,,,,,,,Lamost_DR2,61.3349364844879,25.8832568406787,0.001,0.0,90.0,162465560406263680,61.33493881305,0.0358,25.88325353403,0.0122,0.1103,0.1103,9066.183136899366,14.787122437799049,0.0384,0.487,0.063,-0.768,0.028,false,43924.0,7.44365,14.081612,-0.7055104377990489,18262.3,25.23,14.697502,36611.5,28.3519,13.352877,1.344626,,,0,4829.83,0.2007,0.127,,,0.072371
J040550.59+253900.2,61.460809,25.650079,13.76,12.75,12.31,,,,,,,,,,,,,Lamost_DR2,61.4608170023229,25.6500769766816,0.002,0.001,90.0,162423847684044416,61.46082306554,0.0481,25.65007801718,0.0191,0.1903,0.1903,5254.860746190226,13.602806058564898,0.0512,1.269,0.101,0.242,0.047,true,146222.0,27.0836,12.775835,-0.8269710585648973,53455.2,54.0522,13.531412,133936.0,100.628,11.944675,1.586737,-23.66,0.83,21,4366.21,0.3473,0.167,,,0.026972
J040607.29+462518.5,61.530393,46.421808,16.8777,15.2837,14.4959,,,,,,,,,,,,,Lamost_DR2,61.5304024166258,46.4218276941016,0.001,0.001,90.0,245628256247854080,61.53041939253,0.0346,46.42181695828,0.0153,0.0428,0.0428,23364.48598130841,16.842781154934137,0.0408,2.718,0.087,-2.493,0.06,true,17287.8,5.96829,15.094014,-1.7487671549341375,4162.81,11.555,16.302921,20052.9,23.4676,14.006477,2.296444,,,0,4075.32,,,,,0.074651
J040648.85+162818.3,61.703542,16.471775,15.16,13.44,12.41,,,,,,,,,,,,,Lamost_DR2,61.703533920653,16.4717801368461,0.003,0.002,90.0,45546070886222592,61.70354168736,0.0694,16.47176858997,0.0454,-0.1109,0.1109,9017.132551848512,14.7753422692542,0.0754,1.73,0.166,-2.682,0.124,false,143450.0,1347.96,12.796617,-1.9787252692542001,26362.9,1064.5,14.298903,180880.0,5324.08,11.618442,2.680462,79.06,1.36,6,3423.79,,,,,0.033465
J040700.14+261152.7,61.750603,26.197981,12.1,11.1,10.64,,,,,,,,,,,,,Lamost_DR2,61.7505700682902,26.1979674869307,0.002,0.001,90.0,162570151449192192,61.75059400584,0.0507,26.19789933788,0.0209,1.2666,1.2666,789.5152376440866,9.4868025815435,0.0613,4.989,0.1,-15.828,0.045,false,719072.0,367.647,11.046434,1.5596314184564992,255034.0,205.231,11.834892,657891.0,328.107,10.216535,1.618358,5.08,0.17,25,4244.63,0.833,0.4215,9.35,25.568,0.116971
J040835.55+094828.2,62.148154,9.807843,12.69,11.37,10.75,,,,,,,,,,,,,Lamost_DR2,62.1481510121711,9.8078432627868,0.002,0.001,90.0,3300397357242794624,62.14819019635,0.0548,9.80780183648,0.0301,-0.036,0.036,27777.77777777778,17.218487496163565,0.0603,8.968,0.127,-9.622,0.07,false,563373.0,915.59,11.311375,-5.907112496163565,169216.0,631.71,12.280282,567447.0,1474.72,10.377108,1.903174,,,0,3993.53,,,,,0.010641
J040853.65+371045.6,62.223548,37.179345,14.55,13.02,12.02,,,,,,,,,,,,,Lamost_DR2,62.223549834304,37.1793409989612,0.002,0.001,90.0,225417480181585408,62.2235522729,0.0422,37.17932929985,0.0181,0.191,0.191,5235.602094240838,13.594833163761361,0.0524,0.451,0.123,-2.717,0.056,false,160814.0,399.153,12.672558,-0.9222751637613609,33230.3,303.279,14.047553,198338.0,1476.96,11.518404,2.529149,-61.31,0.48,14,3664.5,,,,,0.015335
J040905.32+040342.8,62.272208,4.061889,12.91,11.93,11.43,,,,,,,,,,,,,Lamost_DR2,62.2722197832546,4.0618931418507,0.001,0.001,90.0,3260504395326463232,62.27225688288,0.0341,4.06180569625,0.0202,0.7548,0.7548,1324.8542660307367,10.61084054253553,0.0448,8.595,0.08,-20.31,0.044,false,379708.0,134.495,11.73974,1.1288994574644686,138299.0,112.379,12.499342,347467.0,187.148,10.909636,1.589706,133.35,0.45,12,4525.0,0.711,0.3498,9.41,33.456,0.044863
