name,ra,dec,sloan_g_mag,sloan_r_mag,sloan_i_mag,sloan_z_mag,galah_g_mag,galah_r_mag,galah_i_mag,Bmag,Vmag,Rmag,Imag,Jmag,Hmag,Kmag,class_green13,origin,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra_x,ra_error,dec_x,dec_error,parallax,Posparallax,distance,dist_mod,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,Mg,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,rv_nb_transits,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val,angDist
SDSSJ152434.12+444956.2,231.1420833,44.83227778,,19.32,8.62,,,,,,,,,,,,d,Green2013,231.1422057750032,44.8323058464059,0.008,0.006,0.0,1394796745409803136,231.14216617445,0.2019,44.83218195556,0.2467,1.1336,1.1336,882.1453775582216,9.72770081380298,0.2798,-6.523,0.381,-28.775,0.506,false,331.267,0.968562,19.387922,9.66022118619702,106.603,8.07219,20.28196,339.738,7.09145,18.43406,1.8479,,,0,,,,,,0.328601
SDSSJ152453.84+414703.0,231.2241667,41.78416667,,20.37,8.5,,,,,,,,,,,,n,Green2013,231.2243680167393,41.7841899888648,0.026,0.019,0.0,1390849704825909120,231.22412270131,0.5167,41.78414913646,0.6028,0.7074,0.7074,1413.627367825841,10.751674722606337,0.7046,-42.485,1.248,-9.488,1.699,false,124.26,0.859946,20.452541,9.700866277393663,53.6616,6.27141,21.02723,110.124,7.84011,19.657219,1.37001,,,0,,,,,,0.546891
SDSSJ152500.47+395856.3,231.2516667,39.98230556,,17.38,8.24,,,,,,,,,,,,d,Green2013,231.2519953916151,39.9823281010674,0.003,0.002,0.0,1388969265063607680,231.25161157139,0.0626,39.982380997,0.0705,1.2204,1.2204,819.403474270731,9.567489005148154,0.0823,-68.307,0.129,12.285,0.167,false,1983.97,1.84039,17.444529,7.877039994851845,718.749,6.31892,18.209946,1822.94,7.93375,16.609987,1.599958,,,0,,,,,,0.910311
SDSSJ152504.52+322511.3,231.26875,32.41980556,,19.98,8.5,,,,,,,,,,,,d,Green2013,231.2688836852015,32.4198224312282,0.014,0.011,0.0,1277635328975128064,231.26869703717,0.3168,32.41969866778,0.3768,0.4212,0.4212,2374.1690408357076,11.877558187432754,0.4885,-36.594,0.738,-28.745,0.88,false,180.402,0.901001,20.047764,8.170205812567247,85.432,7.93887,20.522337,200.863,11.3873,19.00467,1.517668,,,0,,,,,,0.410773
SDSSJ152508.78+335013.0,231.28625,33.83694444,,19.42,8.16,,,,,,,,,,,,u,Green2013,231.2865892759961,33.8369461738197,0.009,0.007,0.0,1278620426969659264,231.28651726371,0.2162,33.83690053251,0.2583,1.2356,1.2356,809.3234056328909,9.540610501852935,0.3491,-13.893,0.471,-10.601,0.593,false,285.934,0.932018,19.5477,10.007089498147064,119.96,7.70687,20.1538,264.768,4.97699,18.704756,1.449043,,,0,,,,,,1.01454
SDSSJ152523.34+343129.4,231.3470833,34.52483333,,19.3,7.95,,,,,,,,,,,,d,Green2013,231.3472540870233,34.5248388677719,0.011,0.007,0.0,1278713915528483200,231.34717173718,0.2058,34.5248011201,0.34,0.5061,0.5061,1975.8940920766647,11.478818313456063,0.3278,-15.758,0.424,-8.767,0.703,false,327.143,1.03008,19.401524,7.922705686543935,147.92,9.47041,19.92632,295.85,6.47703,18.58424,1.342079,,,0,,,,,,0.506941
SDSSJ152525.47+450706.5,231.3558333,45.11847222,,19.55,7.58,,,,,,,,,,,,d,Green2013,231.356148434249,45.1184609533364,0.01,0.008,0.0,1394806812813329536,231.35614921058,0.2526,45.11840755853,0.2671,-0.0341,0.0341,29325.51319648094,17.336228105037513,0.314,0.127,0.527,-12.401,0.627,false,268.107,1.01976,19.617596,2.281367894962486,123.169,4.8915,20.125135,202.955,6.02066,18.99342,1.131716,,,0,,,,,,0.801567
SDSSJ152622.47+013440.5,231.5933333,1.577916667,,19.3,8.53,,,,,,,,,,,,u,Green2013,231.5936319390156,1.5779249656309,0.014,0.012,0.0,4420920755304390656,231.59363009879,0.4541,1.57795295632,0.606,1.012,1.012,988.1422924901186,9.974097437481097,0.7455,-0.427,0.784,6.501,0.912,false,317.378,2.6169,19.434422,9.460324562518904,99.3822,10.4345,20.358116,346.087,6.76704,18.413958,1.944159,,,0,,,,,,1.075108
SDSSJ152633.69+503307.2,231.64,50.552,,21.21,,,,,,,,,,,,,u,Green2013,231.6404167683909,50.5519706065001,0.013,0.009,0.0,1594782860938038528,231.64041676839,9.2848,50.5519706065,12.7042,,,,,,,,,,false,76.6103,2.18763,20.977648,,40.2479,39.0111,21.33953,123.322,19.9355,19.534323,1.805208,,,0,,,,,,0.959154
SDSSJ152702.75+434517.3,231.76125,43.75480556,,16.23,8.98,,,,,,,,,,,,d,Green2013,231.7614854417008,43.7548116556699,0.003,0.003,0.0,1394121134170224512,231.76125476462,0.0872,43.75488237655,0.0996,3.2496,3.2496,307.7301821762678,7.440850469696343,0.1122,-38.699,0.167,16.425,0.219,false,6219.9,3.86651,16.203907,8.763056530303658,1902.37,9.21167,17.15315,6428.8,11.5404,15.241595,1.911555,,,0,3809.33,0.128,0.0863,,,0.612613
SDSSJ152730.88+584109.6,231.8783333,58.686,,19.25,9.54,,,,,,,,,,,,d,Green2013,231.8786877729732,58.68598266043,0.008,0.008,90.0,1603072388336485248,231.87842895547,0.2208,58.68602117918,0.2383,1.1504,1.1504,869.2628650904032,9.695755634805963,0.2235,-31.242,0.529,8.946,0.526,false,351.481,0.973296,19.323612,9.627856365194038,123.466,10.7066,20.122519,398.529,6.84882,18.26077,1.861748,,,0,,,,,,0.666157
SDSSJ152748.12+203617.0,231.9504167,20.60472222,,20.52,,,,,,,,,,,,,n,Green2013,231.9505123555665,20.6047439530565,0.033,0.024,90.0,1210902635390093824,231.95046528598,0.7784,20.60470222802,0.6309,0.5778,0.5778,1730.7026652821046,11.191112312459108,0.8001,-10.233,2.156,-9.691,1.574,false,106.655,1.0256,20.61841,9.427297687540893,46.5736,7.68681,21.181038,87.3919,7.12289,19.908241,1.272797,,,0,,,,,,0.331691
SDSSJ152810.20+134429.2,232.0425,13.74144444,,20.74,8.63,,,,,,,,,,,,n,Green2013,232.0424521685564,13.7413358208264,0.004,0.004,90.0,1194612992668018176,232.04245216856,4.3274,13.74133582083,4.2979,,,,,,,,,,false,85.2806,1.64712,20.86124,,51.9299,9.36648,21.062845,96.6956,13.762,19.798403,1.264442,,,0,,,,,,0.425301
SDSSJ152826.69+054504.6,232.1108333,5.751277778,,17.68,7.18,,,,,,,,,,,,uG,Green2013,232.1112126984418,5.7512935487128,0.004,0.004,0.0,4428719209027996800,232.11119584409,0.1337,5.75128500728,0.1407,0.2334,0.2334,4284.490145672665,13.159495741453242,0.1647,-3.895,0.25,-1.984,0.272,false,1512.43,3.1635,17.739176,4.579680258546759,726.876,6.45508,18.197737,1165.56,8.05828,17.09558,1.102158,,,0,,,,,,1.360145
SDSSJ152902.98+552536.9,232.2620833,55.42691667,,16.95,8.11,,,,,,,,,,,,u,Green2013,232.26241422922,55.4269598692057,0.002,0.002,0.0,1601134705251117184,232.2623818888,0.0622,55.4269681051,0.0745,1.4149,1.4149,706.7637288854336,9.246371267069026,0.0759,-4.262,0.127,1.913,0.148,false,2963.08,2.24555,17.009007,7.762635732930974,1106.22,7.64441,17.741781,2661.47,5.80973,16.199114,1.542667,,,0,4420.01,0.221,0.1173,,,0.693694
SDSSJ152940.94+230231.2,232.4204167,23.042,,19.97,8.98,,,,,,,,,,,,dL,Green2013,232.4206390313153,23.0420437857752,0.012,0.011,90.0,1220827892494231424,232.42038377363,0.3715,23.04183601839,0.3243,2.3232,2.3232,430.44077134986225,8.169567004900003,0.4601,-54.556,0.78,-48.256,0.714,false,184.87,0.967256,20.0212,11.851632995099997,64.0657,5.72044,20.834824,193.978,5.89771,19.04254,1.792284,,,0,,,,,,0.753214
SDSSJ153028.07+324322.0,232.6166667,32.72277778,,16.14,8.26,,,,,,,,,,,,d,Green2013,232.616954775533,32.7228002533997,0.002,0.001,0.0,1277554141209534720,232.6169744834,0.0377,32.72269704285,0.0479,2.1624,2.1624,462.44913059563453,8.325319836546656,0.0592,3.851,0.081,-23.971,0.104,false,6209.84,3.08787,16.205664,7.880344163453342,2271.34,11.2716,16.960682,5685.36,8.94682,15.375025,1.585657,,,0,4464.31,0.355,0.1713,,,0.876227
SDSSJ153059.26+451200.5,232.7466667,45.20013889,,16.67,8.42,,,,,,,,,,,,d,Green2013,232.7468876798899,45.2001831909823,0.002,0.001,0.0,1394670408948018944,232.74690896304,0.045,45.20009491519,0.0502,2.1432,2.1432,466.5920119447555,8.344686496999238,0.0574,3.483,0.087,-20.503,0.116,false,3879.04,4.87149,16.716555,8.371868503000762,1254.36,12.2122,17.605331,3899.51,15.3435,15.784395,1.820936,,,0,4063.0,0.2895,0.1677,,,0.5828
SDSSJ153106.63+292137.8,232.7775,29.3605,,19.78,8.25,,,,,,,,,,,,n,Green2013,232.7776189196352,29.3605174795201,0.012,0.01,0.0,1273534086178145024,232.77761685312,0.2721,29.36050511295,0.3682,1.0446,1.0446,957.3042312847023,9.905249892495124,0.4082,-0.418,0.645,-2.872,0.786,false,205.291,0.75897,19.907442,10.002192107504875,104.747,5.48432,20.301039,219.27,5.36713,18.90947,1.391569,,,0,,,,,,0.37839
SDSSJ153107.09+522200.5,232.7791667,52.36680556,,18.22,7.94,,,,,,,,,,,,d,Green2013,232.7795091221334,52.3668104727243,0.005,0.004,0.0,1596123406129561344,232.77947131373,0.1185,52.36677281874,0.146,0.7104,0.7104,1407.6576576576576,10.742485236147276,0.1503,-5.362,0.232,-8.745,0.311,false,875.235,1.62879,18.333054,7.590568763852724,365.973,14.8204,18.942766,792.075,8.09976,17.515005,1.427761,,,0,,,,,,0.752911
SDSSJ153241.47+361617.4,233.1725,36.2715,,20.2,7.69,,,,,,,,,,,,d,Green2013,233.1727779990301,36.2715088478825,0.017,0.014,0.0,1375361056322421632,233.17270072491,0.4356,36.27149013547,0.4893,0.6718,0.6718,1488.5382554331647,10.863800002471773,0.5703,-14.47,0.873,-4.346,1.11,false,131.585,0.80097,20.39035,9.526549997528228,55.8498,5.2469,20.983835,108.454,4.39719,19.673801,1.310034,,,0,,,,,,0.807493
SDSSJ153303.83+395818.2,233.2658333,39.97172222,,17.73,7.96,,,,,,,,,,,,d,Green2013,233.2660210186234,39.9717605503382,0.003,0.003,0.0,1389491979762897536,233.26572374962,0.0818,39.97176245421,0.0998,0.7433,0.7433,1345.351809498184,10.644179335985253,0.107,-52.912,0.176,0.442,0.215,false,1385.14,1.75361,17.834635,7.1904556640147455,545.027,10.848,18.510344,1225.2,5.536,17.041405,1.468939,,,0,,,,,,0.535965
SDSSJ153443.83+243144.3,233.6825,24.52897222,,19.36,8.53,,,,,,,,,,,,d,Green2013,233.6826927677131,24.5289608195415,0.009,0.008,0.0,1221408572072772352,233.68244847957,0.1656,24.52898180754,0.2441,0.8635,0.8635,1158.0775911986102,10.318688290482612,0.3821,-51.617,0.529,4.875,0.56,false,326.949,0.793961,19.402164,9.083475709517387,101.353,5.28559,20.3368,339.006,5.72447,18.436401,1.900398,,,0,,,,,,0.632667
SDSSJ153507.50+130533.9,233.78125,13.09275,,18.98,9.17,,,,,,,,,,,,u,Green2013,233.7812612321955,13.0927359625398,0.009,0.007,90.0,1193670131382835968,233.78125619546,0.2405,13.09278911268,0.1787,0.3977,0.3977,2514.4581342720644,12.002222045070098,0.2548,-1.139,0.559,12.345,0.463,false,482.241,1.28762,18.980206,6.9779839549299005,125.618,6.45715,20.103762,503.668,5.64479,18.006557,2.097204,,,0,,,,,,0.06407
SDSSJ153532.91+011016.1,233.8870833,1.171138889,,19.5,9.58,,,,,,,,,,,,dE,Green2013,233.8871319906646,1.1711854854476,0.011,0.01,90.0,4417693031546403584,233.88715065922,0.3558,1.17117242429,0.3254,1.4431,1.4431,692.952671332548,9.203517866558073,0.466,4.335,0.701,-3.034,0.626,false,303.22,1.78549,19.48397,10.280452133441926,112.313,8.72222,20.225311,378.278,11.8474,18.317394,1.907917,,,0,,,,,,0.242594
SDSSJ153554.81+105323.7,233.9783333,10.88991667,,19.89,8.97,,,,,,,,,,,,d,Green2013,233.9785273500482,10.8900711005621,0.015,0.014,90.0,1166096780643912576,233.97812703635,0.4785,10.88969659323,0.3622,2.2344,2.2344,447.54744002864305,8.254195386535256,0.5605,-91.302,0.952,-86.982,0.876,false,204.279,1.28937,19.912806,11.658610613464743,67.164,6.70849,20.783546,232.082,6.12441,18.847818,1.935728,,,0,,,,,,0.882993
SDSSJ153648.18+084943.3,234.2004167,8.828694444,,18.75,8.74,,,,,,,,,,,,d,Green2013,234.2007770904184,8.8287234288466,0.007,0.007,90.0,1164456618533258240,234.20066991952,0.209,8.82874120985,0.1632,1.686,1.686,593.1198102016608,8.865712148556382,0.2559,-24.596,0.434,4.13,0.43,false,581.782,1.50056,18.776464,9.910751851443619,189.028,7.88282,19.66007,593.347,6.66122,17.828648,1.831423,,,0,,,,,,1.286273
SDSSJ153658.30+265255.4,234.2429167,26.88205556,,19.43,7.77,,,,,,,,,,,,u,Green2013,234.2428930977136,26.8820443016888,0.009,0.007,0.0,1224147906511208576,234.242874172,0.1697,26.88204830109,0.2774,0.101,0.101,9900.9900990099,14.978393131086786,0.3905,-3.921,0.437,0.929,0.579,false,285.156,0.717401,19.550657,4.572263868913215,128.332,5.3887,20.080553,265.374,5.865,18.702274,1.378279,,,0,,,,,,0.085943
SDSSJ153714.43+135100.8,234.31,13.85022222,,19.45,8.46,,,,,,,,,,,,d,Green2013,234.3101552022411,13.8502537022192,0.013,0.011,0.0,1194106976801095296,234.31009410606,0.3021,13.85017728664,0.2727,-0.1824,0.1824,5482.456140350877,13.694875830038015,0.3924,-13.778,0.721,-17.748,0.852,false,293.064,1.17713,19.520958,5.826082169961985,108.516,8.38564,20.262651,313.637,8.92548,18.520851,1.7418,,,0,,,,,,0.554196
SDSSJ153724.90+473704.9,234.35375,47.61802778,,20.19,8.56,,,,,,,,,,,,dL,Green2013,234.3537832457484,47.618044555616,0.018,0.015,0.0,1401165082398938624,234.35354424296,0.4762,47.61802309777,0.5259,0.9588,0.9588,1042.9703796412182,10.09135987319192,0.4999,-37.418,0.982,-4.984,1.164,false,144.319,0.824569,20.29006,10.198700126808081,60.3169,5.44423,20.90029,140.318,7.36395,19.394135,1.506155,,,0,,,,,,0.100776
SDSSJ153732.19+004343.0,234.38375,0.728611111,,17.62,8.9,,,,,,,,,,,,d,Green2013,234.3841400504683,0.7286006628559,0.004,0.004,90.0,4416866233161735680,234.38419432877,0.1101,0.72848523349,0.0851,2.6178,2.6178,382.00015280006113,7.910317683147682,0.138,12.606,0.247,-26.809,0.244,false,1719.84,1.82162,17.599648,9.689330316852317,472.66,8.34557,18.665016,1812.26,7.07991,16.61637,2.048647,,,0,,,,,,1.404572
SDSSJ153735.95+185547.1,234.3995833,18.92975,,20.36,,,,,,,,,,,,,n,Green2013,234.3997725382788,18.9297740746068,0.022,0.019,90.0,1209880604972470144,234.39978861599,0.8317,18.92968619028,0.68,-0.0206,0.0206,48543.68932038835,18.430663898154233,1.2416,3.532,1.405,-20.412,1.236,false,118.415,0.9971,20.504847,2.074183101845769,53.2882,5.64515,21.03481,110.076,5.09166,19.657684,1.377125,,,0,,,,,,0.650215
SDSSJ153805.52+344406.0,234.5229167,34.735,,19.58,8.5,,,,,,,,,,,,d,Green2013,234.5230547056121,34.7350519452973,0.01,0.008,0.0,1374233026111757568,234.52292704079,0.2348,34.73493808614,0.2655,1.0533,1.0533,949.397132820659,9.887239579074931,0.333,-24.367,0.522,-26.445,0.646,false,249.379,0.904222,19.696215,9.808975420925067,74.7221,5.60788,20.667767,258.524,4.31206,18.730667,1.9371,,,0,,,,,,0.449073
SDSSJ153850.59+390558.0,234.7104167,39.09944444,,19.12,8.96,,,,,,,,,,,,d,Green2013,234.7107937709437,39.0994714796022,0.008,0.007,0.0,1377419204650884608,234.71081435482,0.1939,39.09942588668,0.231,1.3518,1.3518,739.7544015386892,9.345437789462627,0.2543,3.71,0.443,-10.589,0.545,false,405.295,1.18878,19.168938,9.823500210537373,124.117,7.54615,20.116814,427.753,7.03125,18.183937,1.932877,,,0,,,,,,1.057944
SDSSJ153938.62+025309.9,234.9108333,2.886083333,,19.38,8.25,,,,,,,,,,,,d,Green2013,234.9109166991681,2.8861041173411,0.011,0.009,90.0,4424113560977478656,234.91093537682,0.3245,2.88599172438,0.2199,0.7479,0.7479,1337.0771493515176,10.63078233388282,0.394,4.333,0.698,-26.104,0.554,false,314.474,1.17037,19.444405,8.81362266611718,109.814,5.93956,20.249746,305.075,5.04584,18.550905,1.698841,,,0,,,,,,0.309051
SDSSJ154005.82+054224.5,235.0241667,5.706805556,,20.17,8.5,,,,,,,,,,,,nL,Green2013,235.0243413250683,5.7068565953763,0.02,0.02,90.0,4428144645482640256,235.02387099147,0.6402,5.70669334051,0.4301,1.2842,1.2842,778.694907335306,9.456836672097621,0.7812,-108.697,1.29,-37.917,1.262,false,140.476,0.914009,20.319359,10.862522327902377,33.719,6.24061,21.531702,132.892,6.10843,19.453175,2.078528,,,0,,,,,,0.651962
SDSSJ154014.08+175725.9,235.0583333,17.95719444,,19.25,8.5,,,,,,,,,,,,u,Green2013,235.0586644950026,17.9572052658825,0.008,0.006,90.0,1197375378193825408,235.058667049,0.2993,17.95722240737,0.2039,1.2697,1.2697,787.5876191226274,9.481494402052428,0.3786,0.564,0.519,3.981,0.396,false,340.532,0.93442,19.35797,9.876475597947573,104.331,4.0,20.305357,346.999,5.2785,18.4111,1.894257,,,0,,,,,,1.134891
SDSSJ154038.64+121559.9,235.1608333,12.26663889,,19.97,,,,,,,,,,,,,n,Green2013,235.1610213601123,12.2666622961081,0.019,0.015,90.0,1190321839303511168,235.16098379398,0.6715,12.26663741369,0.4019,0.3067,0.3067,3260.515161395501,12.566431120087572,0.7088,-8.526,1.238,-5.779,0.992,false,164.645,1.04753,20.146997,7.580565879912427,88.5771,5.73886,20.483086,149.088,6.5487,19.328312,1.154774,,,0,,,,,,0.666904
SDSSJ154048.02+133920.1,235.2,13.65558333,,19.32,8.48,,,,,,,,,,,,d,Green2013,235.2000571792266,13.655626816266,0.018,0.012,0.0,1194053792221581824,235.20005894536,0.3434,13.65554249908,0.3462,0.6402,0.6402,1562.0118712902217,10.968421650959431,0.4913,0.399,0.764,-19.583,1.17,false,337.147,1.36582,19.368816,8.400394349040567,127.707,10.1321,20.085852,341.95,7.20733,18.427015,1.658836,,,0,,,,,,0.254005
SDSSJ154104.66+271900.8,235.2691667,27.31688889,,19.22,8.5,,,,,,,,,,,,d,Green2013,235.2694339606657,27.3169576577429,0.009,0.006,0.0,1224079457615978624,235.26920650295,0.1543,27.31678794329,0.2315,0.7313,0.7313,1367.4278681799535,10.679522132878763,0.2974,-46.937,0.409,-39.418,0.583,false,361.47,0.77848,19.293186,8.613663867121236,121.135,4.83177,20.143213,355.197,4.20651,18.385748,1.757465,,,0,,,,,,0.889968
SDSSJ154156.85+514421.2,235.4866667,51.73922222,,17.47,,,,,,,,,,,,,dG,Green2013,235.4868753848029,51.7392607599307,0.003,0.002,0.0,1596553731789223808,235.48668906439,0.0654,51.73902368779,0.0776,1.1398,1.1398,877.3469029654326,9.715856736810942,0.0769,-26.797,0.129,-55.062,0.184,false,1822.21,2.13447,17.536871,7.82101426318906,753.043,9.30177,18.159338,1580.91,14.3106,16.764652,1.394686,,,0,,,,,,0.485463
SDSSJ154244.31+171557.8,235.6845833,17.26605556,,19.29,7.6,,,,,,,,,,,,u,Green2013,235.6845915041482,17.2660860882563,0.009,0.006,90.0,1197091841632850688,235.68458398361,0.3335,17.26606590375,0.2138,1.0902,1.0902,917.26288754357,9.81246911154161,0.4701,-1.668,0.591,-4.688,0.381,false,322.944,0.984897,19.415546,9.60307688845839,126.241,4.88546,20.098389,277.096,4.93345,18.655344,1.443045,,,0,,,,,,0.113463
SDSSJ154316.42+211224.3,235.8183333,21.20675,,20.12,8.48,,,,,,,,,,,,n,Green2013,235.8184201690247,21.2067850108708,0.014,0.013,90.0,1216469329617486464,235.81838069942,0.4612,21.20673028383,0.4322,-0.3582,0.3582,2791.7364600781684,12.229372092434936,0.6418,-8.546,0.903,-12.711,0.834,false,161.301,0.743516,20.169271,7.939898907565063,57.6661,5.80743,20.949087,172.734,5.00314,19.168472,1.780615,,,0,,,,,,0.317628
SDSSJ154425.06+340445.8,236.1041667,34.07938889,,19.21,7.59,,,,,,,,,,,,d,Green2013,236.1044377298996,34.079414560559,0.01,0.007,0.0,1370921056571681408,236.10439494412,0.2046,34.07936876749,0.2846,0.4866,0.4866,2055.076037813399,11.564139477026,0.3027,-8.231,0.425,-10.636,0.619,false,338.409,1.14103,19.364761,7.8006215229740015,141.462,6.29483,19.97479,311.798,7.11388,18.527237,1.447554,,,0,,,,,,0.813408
SDSSJ154426.04+023623.7,236.1083333,2.606583333,,15.68,8.06,,,,,,,,,,,,d,Green2013,236.1084607276645,2.6066206549869,0.003,0.003,90.0,4424242139413985024,236.10827257961,0.0867,2.60641515072,0.0635,2.764,2.764,361.794500723589,7.792309806489197,0.1052,-43.654,0.197,-47.73,0.169,false,9621.57,4.97047,15.73025,7.937940193510803,3407.55,8.02636,16.520285,9019.94,18.8534,14.873911,1.646374,,,0,4205.25,0.303,0.152,0.51,0.073,0.477555
SDSSJ154536.58+185012.9,236.4020833,18.83691667,,19.98,8.97,,,,,,,,,,,,n,Green2013,236.4024636654092,18.8370835737208,0.015,0.013,90.0,1197874629487056256,236.40229143289,0.5006,18.83667895834,0.4137,0.1224,0.1224,8169.934640522876,14.56109291095229,0.6805,-37.86,0.991,-93.975,0.817,false,181.832,0.806295,20.039186,5.478093089047711,67.7237,5.57849,20.774536,199.778,5.18729,19.010553,1.763983,,,0,,,,,,1.428488
SDSSJ154549.73+360956.7,236.4570833,36.16575,,20.28,8.8,,,,,,,,,,,,u,Green2013,236.4572175678306,36.165749663295,0.017,0.014,0.0,1375866110116803328,236.45721752597,0.4623,36.16572664982,0.4972,0.5941,0.5941,1683.2183134152501,11.130702238116566,0.5812,-0.008,0.888,-5.345,1.103,false,134.728,0.851157,20.364723,9.234020761883436,72.4608,7.54608,20.70113,149.374,3.8289,19.326233,1.374897,,,0,,,,,,0.390228
SDSSJ154629.51+375936.5,236.6229167,37.99347222,,19.62,8.36,,,,,,,,,,,,d,Green2013,236.623062491891,37.9934854767661,0.011,0.008,0.0,1376334295911724800,236.62282892118,0.2549,37.9933910011,0.2946,0.5277,0.5277,1895.0161076369152,11.38806452911438,0.3501,-42.752,0.52,-21.943,0.712,false,240.263,0.954954,19.736647,8.34858247088562,84.5643,5.5278,20.53342,239.789,7.47849,18.812346,1.721075,,,0,,,,,,0.416369
SDSSJ154743.11+360209.7,236.9295833,36.03602778,,20.38,8.44,,,,,,,,,,,,d,Green2013,236.9296047708701,36.0360525424357,0.021,0.014,0.0,1372879492938322176,236.92951256044,0.4362,36.03604169149,0.5781,-0.8426,0.8426,1186.802753382388,10.371892726045855,0.6291,-17.318,0.876,-2.52,1.353,false,115.699,0.872496,20.530037,10.158144273954145,62.3945,7.82763,20.863523,127.187,9.24352,19.500813,1.362711,,,0,,,,,,0.108874
SDSSJ154749.25+054650.2,236.955,5.780611111,,19.32,8.41,,,,,,,,,,,,d,Green2013,236.9551742987046,5.7806232714036,0.009,0.008,90.0,4429459111633194752,236.95514632222,0.2885,5.78053026562,0.2223,1.1092,1.1092,901.5506671474938,9.774950695470881,0.3324,-6.465,0.585,-21.601,0.531,true,335.516,1.15574,19.374083,9.599132304529117,131.234,12.3139,20.056274,358.78,11.9459,18.374847,1.681427,,,0,,,,,,0.625818
SDSSJ154809.22+322724.9,237.0383333,32.45691667,,16.51,8.51,,,,,,,,,,,,d,Green2013,237.0385695557546,32.4568833498246,0.001,0.001,0.0,1369953559354871296,237.03786547166,0.0315,32.45709724796,0.0382,3.3206,3.3206,301.15039450701676,7.393917182163715,0.0475,-137.985,0.068,49.679,0.086,false,4532.09,2.63271,16.547619,9.153701817836286,1469.0,5.92082,17.433836,4496.13,8.90227,15.629823,1.804013,,,0,4165.55,0.053,0.0393,,,0.727621
SDSSJ154839.40+291622.9,237.1641667,29.27302778,,20.27,8.36,,,,,,,,,,,,dL,Green2013,237.1641509150571,29.2730828173597,0.029,0.027,0.0,1320770377018207104,237.16411460941,0.602,29.27291845099,0.8798,2.3728,2.3728,421.4430209035739,8.123694331578466,1.1313,-7.355,1.757,-38.175,1.846,true,124.882,1.28135,20.447115,12.323420668421534,84.3156,11.6649,20.53662,131.356,6.20233,19.465794,1.070826,,,0,,,,,,0.204241
SDSSJ154839.88+411621.0,237.1658333,41.2725,,19.52,8.34,,,,,,,,,,,,d,Green2013,237.1662287602586,41.2725301118788,0.009,0.008,0.0,1384021806335165568,237.16603895834,0.2372,41.27245230831,0.3095,1.0613,1.0613,942.2406482615661,9.870809178851498,0.3151,-33.132,0.497,-18.071,0.606,false,257.33,0.892646,19.66214,9.791330821148502,91.8198,5.98517,20.444046,261.782,6.31599,18.717073,1.726973,,,0,,,,,,1.07547
SDSSJ154859.72+341821.7,237.24875,34.30602778,,17.2,9.64,,,,,,,,,,,,dE,Green2013,237.2488778568635,34.3059914885107,0.003,0.002,0.0,1370986619248298112,237.24865959929,0.0511,34.30619737091,0.0755,4.3237,4.3237,231.28339153965356,6.820722236017891,0.0806,-41.874,0.111,47.818,0.162,false,2632.09,2.11044,17.137615,10.316892763982109,711.314,6.97605,18.221235,2902.53,9.2202,16.104979,2.116257,,,0,,,,,,0.402034
SDSSJ154900.25+514156.0,237.2508333,51.69888889,,17.68,8.62,,,,,,,,,,,,d,Green2013,237.2510354610524,51.6988960923532,0.003,0.003,0.0,1404446201190776448,237.25095234875,0.09,51.69884811353,0.0961,1.4722,1.4722,679.2555359326178,9.160165933021897,0.1024,-11.964,0.177,-11.143,0.211,false,1568.51,2.08538,17.699648,8.539482066978103,517.031,9.72521,18.567598,1637.05,9.65471,16.726765,1.840834,,,0,,,,,,0.451818
SDSSJ155051.63+261613.0,237.715,26.27027778,,19.64,8.42,,,,,,,,,,,,d,Green2013,237.7151071801063,26.2702975797487,0.01,0.008,0.0,1223304748594672896,237.71517120031,0.2091,26.27024287446,0.2776,0.4356,0.4356,2295.684113865932,11.804560644581311,0.3578,13.333,0.525,-12.706,0.614,false,238.181,0.697279,19.746098,7.9415373554186885,88.0705,5.55354,20.489313,241.804,4.34292,18.803263,1.68605,,,0,,,,,,0.353262
SDSSJ155111.70+313536.7,237.79875,31.59352778,,18.33,8.25,,,,,,,,,,,,d,Green2013,237.7987236326462,31.5936089888586,0.005,0.004,0.0,1369660432130856064,237.79872163336,0.1034,31.5933404878,0.1397,0.652,0.652,1533.7423312883434,10.928762021340399,0.1606,-0.396,0.244,-62.362,0.29,false,804.161,1.21926,18.425009,7.496246978659601,286.256,5.4296,19.209501,763.038,6.70009,17.555555,1.653946,,,0,,,,,,0.303326
SDSSJ155127.11+081045.3,237.8629167,8.17925,,18.94,9.23,,,,,,,,,,,,d,Green2013,237.8629621186092,8.1792294948652,0.009,0.008,90.0,4430397373009313664,237.86291248053,0.2608,8.17930980254,0.2178,1.338,1.338,747.3841554559043,9.367719432840978,0.3323,-11.412,0.558,18.652,0.5,false,501.353,1.07014,18.938007,9.57028756715902,146.986,5.87652,19.933197,527.387,5.00356,17.956596,1.976601,,,0,,,,,,0.177884
