,Nsigma,usigma
0,11.38640991533267,104.7589512947283
1,0.9395157685406753,38.906303907414774
2,2.3573892408756256,47.74162122920662
3,9.02061313146145,12.104350860151849
4,4.368730675974651,10.95118524096605
5,260.12918040086987,1394.4869060784354
6,4.1434353431586555,56.329859130050515
7,6.753152805931582,46.822019619432545
8,11.117719565842238,101.90106721457902
9,4.195070034319985,62.97516645883129
10,4.427384219996422,13.951864156524598
11,7.634748274688523,72.11905541949186
12,5.05628165627464,97.74250812170898
13,12.591522136999881,75.73478546860065
14,2.3306948319993745,11.56111715165217
15,4.84515854682061,69.57389967972824
16,4.1646775606215565,23.292867776710466
17,8.040811736407392,17.20209178155565
18,8.602511882960208,8.41817274682167
19,5.573917595562791,1.96853738443281
20,7.651198561925296,42.45573697783756
21,5.761154322382633,54.0644949233186
22,2.0168164732738654,39.79497339877849
23,3.6770543503025834,35.262765197536844
24,13.549487048367038,87.98749891465347
25,5.499546237647563,49.41636457992976
26,8.702172038648548,13.792709736962216
27,7.1311341979732745,31.409418410478658
28,22.61502657329112,48.1162110744801
29,17.242730284219732,26.310516190790256
30,3.0013974747359775,5.937840244108547
31,2.2906079698907167,0.8018320565900982
32,6.553989564973801,14.560103875789306
33,5.923248534668605,16.974602819870007
34,3.521408805770189,10.259089370419238
35,6.130628041976688,4.617234747025202
36,2.416876296186431,3.4560807619911915
37,2.0477171422923752,7.85045155170471
38,8.643435555058115,13.451127719882289
39,3.330922017501458,10.443251844189135
40,2.14340679299496,5.914527620715617
41,2.1983252302645826,11.475619005194792
42,3.1082624990786494,11.921078000256692
43,6.1597340800802645,2.6557338046695707
44,3.0061142402191194,1.9313343454327807
45,6.549183937844334,32.276491208300726
46,3.054112098050179,13.331905093126371
47,3.4538351705255828,5.23251273037316
48,4.527890141817673,10.395750339042706
49,3.9433567244656413,4.991094710809463
50,37.7845564157891,51.106548480688666
51,2.676595619776592,5.471879827060992
52,2.8070824394750415,15.662392413390208
53,2.347851839939218,2.833543235536033
54,2.858523924118969,0.2800851089166823
55,4.5110548571042095,0.058993470235070664
56,2.5000130620346326,0.04689566531461011
57,4.5576360104830655,6.009493825702482
58,11.325951377986694,11.207006816411985
59,4.874298471084984,10.915377222301563
60,3.3508676136831728,10.487079914025152
61,6.907937908358536,10.869631032500411
62,3.2348155072788267,2.5450705335750565
63,5.476000807164333,23.7247963893203
64,135.58752834378407,1311.6060374464175
65,75.99739175697475,981.3581481242869
66,3.1205806784708363,9.669861572826079
67,4.136976927326255,14.655940573817459
68,3.5993757183705664,5.333543347023525
69,2.062504955308203,2.6900147500920766
70,6.194251409527543,15.347758110484966
71,4.696526446522443,12.840889795435851
72,62.553643718363446,48.12774261406682
73,2.289735216008421,16.29750227324684
74,2.500386635675747,6.264563874228903
75,4.155876563567131,8.66586917141883
76,3.862499079890895,9.661730292048855
77,3.5230844844455786,11.540410144322333
78,3.797919831925015,11.203368094649623
79,4.8643061046687635,17.281185940623537
80,2.4210894777582093,9.36952496817367
81,3.0287331579492323,5.702684390009948
82,4.541969959091292,11.28643481969906
83,3.561026975432565,5.807661768533994
84,3.2955919607529633,4.0886935330298
85,4.825760873848432,21.295391376882105
86,5.149964526286048,24.18769363740054
87,6.62694334424985,6.245292258927309
88,4.733722711998045,13.926618665119642
89,2.63865713151964,13.247915122066777
90,2.885005188109734,0.8265123161559259
91,3.4903659205411475,10.865908453840964
92,2.203788828109107,0.44645440149766735
93,4.603739332510493,7.7786892503699505
94,3.059464303506218,0.35252559181764254
95,1.8679524371047669,2.6058494123103997
96,6.225569673436067,5.142971293826379
97,2.753066339482421,5.990281287765451
98,10.228051337253282,19.74352634237148
99,2.8939054884831954,2.509832091910997
100,1.7324935767358487,4.99141263599264
101,7.986099499843651,9.616135435120453
102,5.58927531193213,15.116426252326384
103,5.438807264120042,15.184275830354645
104,4.803032293236128,17.719748399052524
105,2.1018721421168873,7.843446431610996
106,2.9746449306912193,2.162392524697977
107,2.892472814660231,8.182054001325968
108,3.370642606450205,4.151276908035212
109,4.131688053252521,0.9396466736412263
110,3.380955429588119,8.340750932223601
111,3.7980701070760525,13.27925152345756
112,4.351130058554483,4.746052374103841
113,5.416751045254023,23.60942988739503
114,4.823167437051588,4.3246717162429835
115,2.794267211575079,8.810242119288173
116,7.549593618072495,12.76655262698719
117,6.694279243347128,21.8900733338843
118,4.9157475421283054,15.22669383168897
119,2.1972081992439834,5.085281100522826
120,2.5298959932165355,28.953574804485335
121,3.4856609471236983,21.24006428882386
122,3.4410498426196687,14.687369370732307
123,2.263354069342538,8.039345720815055
124,3.0689999304777564,5.994453565555118
125,2.616411543815264,4.42307935018278
126,2.646544862109959,7.083683997928947
127,3.4259575677222722,14.194286958317575
128,2.523420540420523,8.90485703154619
129,5.153023159607039,11.543511613112745
130,2.317355373944141,4.7807377354124645
131,140.12263908715897,179.1436706287479
132,46.768154115980785,33.35084430088535
133,2.496945375854537,5.210773046961372
134,9.050121684198738,1.0917768387789857
135,11.040390762072787,22.07883494950014
136,24.08184344709203,76.95122263691565
137,3.856234175684688,34.424085994015655
138,6.050281267725954,32.393366413030485
139,36.722168658558225,35.50516553219199
140,3.6161545622253195,27.03260093644988
141,5.123185111033942,1.7331829666526615
142,4.050323689524987,17.400999619579192
143,22.453348374366996,85.80621948638407
144,7.246314988300375,21.415143350304636
145,11.882295810334648,279.5150976255418
146,1.9943386019046925,4.329375929400754
147,9.675469882898254,8.778896654872044
148,2.430705559679177,1.246010455163818
149,3.9392059735136367,47.89268807103408
150,0.5290307592882915,114.44141926674035
151,4.156146600736411,42.00332952632216
152,2.5607316238682767,51.4304692715113
153,13.800158325299767,43.564133166113045
154,6.464150742916089,7.376366761689208
155,4.286036149506955,51.142617926508564
156,4.24036785382803,16.496982670015306
157,29.810049402490996,8.821333764374991
158,8.22297252481578,5.3284732358931555
159,3.6137994766652684,8.645184166599472
160,2.311454728664396,6.051072047427955
161,2.5449808144035018,12.025964660808004
162,55.882918642485656,716.9320096260154
163,13.483691911863804,46.98232464520258
164,3.195315509904914,55.342400505053725
165,13.66229428953423,39.10849819726739
166,3.029982269533849,45.07528069224732
167,3.4223804748911593,18.420632531018935
168,2.759712162352922,10.58135736553819
169,3.1534387133851878,7.110662260309343
170,4.483468252766457,23.78509471828039
171,0.6703879209902793,100.1863546392635
172,4.12621638952582,20.46542087290441
173,11.868955948315861,24.47657024306565
174,10.835590080096349,44.50787731285527
