,Nsigma,usigma,gsigma,starindex
346,5.213074313,9.45691131,5.430536019,510
347,18.75072238,40.30723144,13.28654208,514
348,10.96412473,31.02695373,19.89593627,515
349,22.55936945,73.37560698,88.45182685,517
350,6.242001777,83.26154409,69.64996634,518
351,24.09201108,75.96582186,86.83881958,520
352,11.49316486,15.46780344,130.0914376,521
353,3.052685986,15.9405583,18.71278948,522
354,9.259756334,19.4348029,13.16917853,523
355,3.459048235,16.4595824,17.02044039,524
356,4.585550255,13.08681793,13.55896516,525
357,5.012980885,10.30811775,17.90170006,526
358,3.173488774,11.40129537,15.48001311,527
359,11.9689389,23.664132,151.9387478,528
360,4.835550048,7.930524964,3.641965259,529
361,4.328297053,8.822299042,3.944413913,530
362,4.046172684,7.668100585,0.846222774,532
363,8.861792586,41.33432902,22.67548417,533
364,10.42496362,18.35618268,99.4023611,534
365,11.97863424,55.97266056,27.13808319,536
366,5.173447909,9.60352535,4.342858415,537
367,12.80155646,15.17140918,18.49573603,539
368,4.688973306,137.2215996,457.9456379,541
369,15.00944125,59.77266791,13.17079252,542
370,4.122720148,32.90125401,37.65449036,544
371,3.375443269,5.138429889,0.869820413,545
372,16.75175162,26.11752955,84.46281685,546
373,7.327375675,70.01794014,13.36170378,547
374,4.047001599,17.79005339,136.410686,548
375,14.09747561,27.16116373,46.62106147,549
376,13.78050646,33.06435948,7.042890924,550
377,6.457408083,74.45380572,111.2519807,553
378,6.817598146,19.62967636,9.591744085,554
379,5.274698409,44.71605838,45.693954,555
380,19.95393738,62.72027111,64.08533889,557
381,3.9231746,8.790583597,8.505631635,561
382,7.5714181,46.11593089,29.23404332,562
383,4.543890499,8.367627858,6.650436286,563
384,29.73829814,62.23764414,72.39693298,565
385,6.920437064,23.02163565,123.5340552,566
386,10.4534316,12.54111776,4.028793123,567
387,3.898480479,5.358609089,3.103727885,568
388,4.05206088,5.588159594,8.621506642,569
389,6.130252781,18.32033378,9.263538075,572
390,18.59260027,77.68649385,425.4886309,573
391,3.292251075,17.14471784,190.6502915,574
392,9.161275934,36.84943614,177.9495972,575
393,7.58385701,49.63010076,24.32857895,576
394,11.10350345,35.28031392,13.93621779,577
395,8.962186814,14.06064287,11.08727633,579
396,9.591417367,9.343574848,33.24437298,580
397,4.651312214,6.76185371,2.501787423,582
398,7.440994435,24.99250851,14.83200898,583
399,3.494705167,11.26557377,7.210239452,584
400,6.500282087,90.42240038,175.8190964,585
401,26.76394785,94.28937253,17.76776305,586
402,12.97653753,39.39083822,29.31422218,588
403,13.97013961,15.18414545,417.9419457,589
404,4.826795538,39.80286805,134.7146024,590
405,21.22595399,12.1193324,23.23366235,591
406,11.42488488,39.49505805,19.82026236,593
407,5.219482026,24.93403368,72.12846836,594
408,9.584887388,29.88484575,9.247175565,596
409,13.59441611,27.54238856,0.854929936,597
410,9.969703387,28.04203721,24.52030063,598
411,3.180822242,46.98661728,111.346548,599
412,10.65676229,45.61968198,21.05905456,600
413,3.592343654,7.616713068,110.5362031,601
414,12.75433915,18.51951284,110.6541387,603
415,8.025646495,75.4452725,100.7220911,604
416,4.986422161,15.83311593,20.44911606,605
417,3.332281901,29.83392058,20.29387498,606
418,14.15758425,69.88671325,50.29620905,607
419,11.56251895,51.98556998,121.8856451,610
420,16.76221657,37.88937661,6.25553583,611
421,15.207375,44.91688088,18.11039567,612
422,12.93192955,34.29639876,99.24712225,613
423,6.591741723,25.46450962,46.62202201,614
424,21.77158529,70.9909314,43.54600424,616
425,7.253372772,20.68734456,108.567213,617
426,3.314116309,40.79200147,0.657101704,618
427,3.11787206,12.91233476,14.48284282,619
428,5.94000517,49.75621327,80.83782106,620
429,9.966511872,57.44252622,56.82646433,622
430,9.018899137,87.84013694,47.85133539,624
431,4.611502009,40.22900209,66.96889819,625
432,4.538747067,15.64378708,163.7555705,627
433,6.167201081,9.264832782,1.348982884,628
434,12.16814111,171.2713803,175.3664752,629
435,4.351130059,4.746052374,3.0002611,630
436,3.475751389,7.037300017,1.130880266,631
437,4.897884754,19.02064407,19.19261311,633
438,4.910735798,145.3019698,72.79113905,634
439,3.354641112,68.22485997,236.9806882,635
440,3.449936004,3.506777119,70.21774165,636
441,14.01868388,103.2810997,94.55771806,637
442,10.46719678,28.38855879,56.3552179,639
443,17.12005433,63.26552998,57.42513006,640
444,29.40253706,61.72855948,30.95800608,641
445,12.57052313,66.69067628,153.9127992,644
446,5.182513689,33.33818434,89.06489226,649
447,13.18373416,78.28181715,75.46531155,650
448,10.05416594,16.18291697,296.7241412,651
449,3.085201287,4.251424298,103.5043559,652
450,7.518207908,61.59587816,98.54285822,654
451,6.200772048,41.95998641,57.30140594,655
452,12.98101584,48.41198434,84.04501698,656
453,6.172992659,95.80400594,84.27740583,657
454,5.710473443,28.46854953,24.12284301,659
455,6.449734855,42.68277283,116.6766535,661
456,16.00260621,16.28373406,23.1297384,663
457,17.19539609,103.2050241,27.29804524,664
458,9.802695044,59.04608311,118.6063801,665
459,8.267952749,34.77310454,99.12446655,666
460,4.630767749,53.2909406,91.17099294,673
461,3.544454208,7.719521907,10.81273181,676
462,5.559854987,70.08099255,98.27531067,679
463,3.800326359,9.80982963,11.37213484,680
464,3.06899993,5.994453566,2.027955704,682
465,21.20109211,62.29807921,49.92417866,683
466,13.16951077,11.83839146,229.6890335,684
467,10.94126799,79.58831558,29.0752913,685
468,4.879924604,22.57163506,16.3750951,688
469,12.7664573,35.15170532,33.66862606,690
470,4.290574917,70.93102249,137.0710128,692
471,7.651198562,42.45573698,103.0524522,693
472,4.535370483,4.662554587,1.705145725,694
473,11.22769659,58.52814128,101.4688944,695
474,8.194498853,32.63196588,72.0120368,696
475,5.176793361,58.3317677,13.92547538,697
476,3.04612858,13.87802117,8.511605423,698
477,3.665735391,6.7494072,5.520530499,704
478,7.256859784,44.55344146,26.4435868,707
479,12.68746128,46.1769084,13.5256342,708
480,3.133399757,17.64940084,16.46546171,709
481,6.382463663,12.74580354,13.10890045,710
482,7.673377364,42.79695117,298.0790453,711
483,57.46750502,26.87184967,216.6127995,715
484,3.542002714,21.83419798,11.4576777,717
485,13.89420981,7.782550638,382.3219701,718
486,6.01588053,20.81795347,85.14228986,719
487,7.696840291,59.09054889,74.29292029,721
488,3.89747693,8.130340567,5.014214683,722
489,5.082652809,36.33358573,58.46057898,723
490,3.580688528,17.12108315,25.81482726,725
491,10.45481825,34.02908766,49.28011106,726
492,15.87802735,59.1881367,41.96754366,727
493,8.436582147,42.64745923,257.1073469,728
