,diffN,diffu,diffg,starindex
2,0.00017889131597159668,0.032605163035650295,0.14405196128061923,2.0
6,0.0020098152665753736,0.1698837817683446,0.722741181259918,6.0
8,0.0009436077912923673,0.061452965631094404,0.3267072708899608,8.0
11,0.0002337756213255789,0.0700558560306036,0.2985531113102705,11.0
12,0.0012723558282870871,0.09975468190040361,0.5820077941050419,12.0
14,0.004076055662443084,0.8296273393278364,0.6540648363816134,14.0
15,0.0010137414525702873,0.1028740356379324,0.6219158151401988,15.0
16,0.0013144554151599984,0.613831807433508,0.5008383810619116,16.0
24,0.00017057606413772793,0.027521065373400894,0.21101066065064156,24.0
31,0.00016477532100536469,0.23919744482634553,1.192500630407544,31.0
33,0.012127711187372167,0.3745659466897223,0.8627134762942885,33.0
35,0.00011358498293983157,0.27522679033572556,1.0921846512464757,35.0
41,0.007408900382488478,0.47142661573218786,0.933481586200416,41.0
43,0.00012828143877120597,0.18343233892487523,0.6329599598243383,43.0
49,0.00017206991279575295,0.3276232459302149,0.9874258683999457,49.0
54,1.723113725805295e-05,0.441225769596724,1.4403452042521838,54.0
55,7.941846971021203e-06,3.1202681376934294,1.2336194521606314,55.0
56,3.109646215401409e-05,0.8465927786993882,1.216949580400224,56.0
72,0.0003198917792761379,0.11343784520185644,0.7090545930505033,72.0
91,5.099361428157733e-05,0.05880160165484485,0.5756829884381905,91.0
92,1.6337774804857032e-05,0.26512497565888576,1.6601543202147742,92.0
94,9.080008137412899e-05,-3.114325483981707,1.1075677696075579,94.0
96,0.0005122539051791071,0.22991141372661822,0.7378507258188576,96.0
99,0.001357778665127858,0.3540421362975205,1.245732194009631,99.0
101,0.007586067304992982,0.3975216202464351,1.386172449397873,101.0
109,0.00370056235972092,0.40211162993956556,0.7958025754074546,109.0
115,0.004988173532562775,0.2528888887102124,0.7884375697008329,115.0
117,0.00018506912432831373,0.19343643556691192,1.0353196713273625,117.0
119,0.007913114481614275,0.4368944944632367,0.9002467055419937,119.0
120,0.0003255411671270816,0.19994340451696968,0.6328651835682987,120.0
123,0.001966700722498989,0.3924021182195156,0.8334097990263883,123.0
124,0.002565663985467572,0.5248547966957511,0.9775860123083012,124.0
131,7.400615080914357e-06,0.010014221444400572,0.13419106226770144,131.0
132,1.9903377977253726e-05,0.07843363246030934,0.7703385267471153,132.0
134,0.009917635300759236,0.9738543809275217,1.411472492359853,134.0
135,0.001650514194474698,0.38990640199017734,1.2535560369370098,135.0
136,1.9343701653677055e-05,0.00774699469919225,0.1231636006612036,136.0
143,0.00037851892459459945,0.20969265447808424,0.09461648275888591,143.0
145,0.005347503202149111,7.178756519558767,0.4366139424751462,145.0
149,0.002555529903470516,0.20599556813436581,0.6429186156140854,149.0
151,0.0009592329653434057,0.07150301967830781,0.08406862926523247,151.0
152,0.002494802002989381,0.14734226568641065,0.5609591060139331,152.0
153,0.0016504209687134782,0.27775782593749015,0.811410832432926,153.0
156,0.011240855580625991,0.544144885938825,0.9207625592690845,156.0
185,0.0001081345701622503,0.0313759847921115,0.13665476447038502,185.0
187,0.0005486481078702404,0.39245345767618245,0.29312063043388414,187.0
189,0.00013926152042234664,0.22475550614474496,0.9657930635207503,189.0
194,3.21790682355833e-05,0.02295161562778009,0.14473020544396678,194.0
197,0.000925135158523703,0.359434136063527,0.1689578597001578,197.0
200,0.004222883227759483,1.442854627805436,3.2872324811320555,200.0
201,0.0031357061124839603,0.14886212750930766,0.6024520454719419,201.0
202,0.0011729196407435623,0.058208736207941376,0.6746000844174179,202.0
203,0.0005038117243230418,0.17932853697207365,0.33181622010689027,203.0
204,0.001647656928804909,0.16957143290757498,0.7533257360490547,204.0
205,0.0007410355988597908,0.12120262765862158,0.6894589406096139,205.0
207,0.006207430163907554,0.2953437076178813,0.9632326695321074,207.0
208,0.006704277453975435,0.27442982310418806,1.0875729826734315,208.0
209,0.004326887797949822,5.45066149065991,15.42046971590882,209.0
210,0.00043572186681293607,0.03115542790992476,0.20877687605987322,210.0
211,0.000300840878790662,0.11570678776044747,0.22447375309092973,211.0
215,0.0046344430915964486,0.13778085759652603,0.5116285844380345,215.0
216,0.0021571382522520177,1.494339353609151,4.944217998749403,216.0
219,0.0002902937033092459,0.04625481103788767,0.2289601975967003,219.0
221,0.0018389525016481018,0.11155898717762575,0.21838177339563425,221.0
222,0.0005289945828992586,0.15235239963554656,0.32217928036762833,222.0
225,0.0017061409463802258,1.0497783857491823,0.3958723781411908,225.0
226,0.0005420378813771941,0.7929609702014472,0.41657923233012406,226.0
228,0.004149665215468298,0.18679924851219598,0.6115128781935624,228.0
231,2.2702017052791424e-05,0.05747042524793085,0.0579991455953845,231.0
238,0.0003724843254758906,0.32995093160544103,0.30401681285145005,238.0
245,0.00034865722013339555,0.09690742863459899,0.1982666040554624,245.0
246,0.0003057942404570853,0.14904267547961217,0.6259090249074302,246.0
247,0.0003245438474811602,0.06094695462506457,0.5093107041130226,247.0
250,0.0007453308250063735,0.08075972369925423,0.03994058277677909,250.0
251,0.004553831222742665,0.11411859611385422,0.08332313457477025,251.0
254,0.0015329654303648656,0.09743297388622929,0.6122539589279824,254.0
262,0.0006423908007178902,0.03959101742203955,0.20163726373356375,262.0
269,0.0003996498853935687,0.04349876569880888,0.22798925929873357,269.0
270,0.00215264323627868,0.1877296293596925,0.6738003411463656,270.0
271,0.000480895770351355,0.030307869966173486,0.2246982003348024,271.0
275,0.0007812383284057471,0.5195762624767747,0.3480948522157772,275.0
276,8.426692494118789e-05,0.07191091398756302,0.057572408579517974,276.0
280,0.0005274977479383155,0.6906363258043114,0.40448051157082027,280.0
287,0.005634901168590863,0.14152244744691608,0.31952114147361727,287.0
289,0.0020098152665753736,0.1698837817683446,0.722741181259918,289.0
291,0.0009436077912923673,0.061452965631094404,0.3267072708899608,291.0
294,0.0013066278520882332,0.10198944202072749,0.37963898124722967,294.0
298,0.0020566152011409354,0.16752354497293873,0.6388416221488392,298.0
300,0.00029567832286233844,0.039285912974304886,0.09297470197805587,300.0
302,0.0014027611102518712,0.20975281591080244,0.7511232523987819,302.0
306,0.0005566541841703516,0.6699605808875336,2.672376378932364,306.0
316,0.001910192590396877,0.12832456941076895,1.1644166370583169,316.0
321,0.001761167786358335,0.19450613245984322,0.6670045558640978,321.0
322,0.0006073783657892338,0.5583290208229909,1.3049744179268974,322.0
326,0.0007315743260394346,0.055099721544948466,0.1847358440927552,326.0
327,0.010402018078396524,0.13385494752937369,0.6804208407297028,327.0
328,0.011759342624467933,0.4379342600266611,0.6132190092090742,328.0
331,0.0015573456723517796,0.19992191023304348,0.6590822286723365,331.0
335,2.2083078813286824e-05,0.17332021175215112,0.27906000668207104,335.0
344,6.707508024866835e-05,0.011183754560599312,0.11649304506526793,344.0
348,0.0008179070061929793,0.25506128501967984,0.48732826854047373,348.0
354,0.0004584786156594635,0.06695091269374923,0.46769810209238766,354.0
358,0.0003791409586727213,0.2929876191878854,0.18728267314618535,358.0
359,0.002278097613558978,0.1636559224931562,0.6182242040694473,359.0
361,0.00688079994384058,0.29576080924189874,0.7133548222024001,361.0
366,0.005502083774168451,0.3773154974529625,0.9826896797970762,366.0
367,0.001373998044569715,0.5838886782074565,2.5144373103198214,367.0
372,0.002105589251741915,0.15223445572569305,0.6023748078732319,372.0
378,0.005324064905209475,0.28545401590647645,1.1620563909303467,378.0
379,0.00025508630971641307,0.060996286189727585,0.4734904249419574,379.0
383,0.005384245105978511,0.40831344533021374,0.9392038375785948,383.0
384,0.000257496675403765,0.2920316134339354,1.0598441036903905,384.0
386,0.0007054530462978193,0.059746123850154965,0.47131189498490417,386.0
387,0.00802564173097404,0.19422206964979777,0.6841825710853389,387.0
389,0.009292811830897333,0.2641788280174323,1.3663815871798717,389.0
415,2.584760195512732e-05,0.01227815787269929,0.4386139120171596,415.0
417,0.000564729914319773,0.6166649448398923,0.38663182592010065,417.0
420,0.0014311725709282037,0.15108833164006907,1.0805837293670983,420.0
423,0.00042442974832841,0.5516317704720902,0.387344684623121,423.0
424,0.00021960481899377835,0.05853286253202818,0.26232011765964025,424.0
438,0.0008727941246310807,0.08412014626720868,0.2862036706080692,438.0
452,6.659285054126446e-05,0.06364385804856554,0.126696784502787,452.0
455,0.001082290202415,0.11927696457583051,0.37287700449752703,455.0
459,4.51637173649128e-10,0.772873667739373,0.14733226567683222,459.0
470,0.002363539499361216,0.24225310073908712,0.6924123488787358,470.0
472,1.0685557694388768e-05,0.01190055406217837,0.15989139669709604,472.0
473,0.00019623332093152067,0.03085228754962292,0.145393561531355,473.0
476,0.0001474667179787554,0.21981368939355952,0.9614592204973816,476.0
479,0.0006145388174441231,0.12221657601553268,0.7564294101698651,479.0
485,0.009917635300759236,0.9738543809275217,1.411472492359853,485.0
489,0.0005614671863827926,0.47020103440165134,0.9198753677985255,489.0
493,0.003961005108531257,0.15967297891840201,0.683688712200877,493.0
494,0.0006954581985149271,0.6855668943871608,0.3740223922244803,494.0
500,0.002218741658588357,0.050801785849708875,0.27634473784247543,500.0
505,0.001680419904101142,0.09365041758936708,1.4128901681928607,505.0
506,0.0003193359899151421,0.47081404457163056,0.2545057509555185,506.0
508,0.003282816402300687,0.6936463797412861,0.9561614027631848,508.0
517,0.0005334133539206125,0.05385306874148942,0.18532567502083305,517.0
518,0.0007273728602231435,0.07975415753506666,0.4867989146899262,518.0
520,3.4948516071098085e-05,0.020453462990678187,0.20018207980512326,520.0
536,0.00020940593317763775,0.17514853122067373,0.4001053946064601,536.0
542,0.001293390454902676,0.22925704809417707,1.1455697234337872,542.0
544,0.0018740870501662184,0.27270526003389206,0.7225508285062133,544.0
546,0.006852952200493857,0.6151141587124935,1.6223464498891584,546.0
547,0.0006420574260275801,0.09714867700896149,0.7046359628604327,547.0
551,0.0009523558025296892,0.43442621338928233,0.9014291709923525,551.0
553,0.0003801113203909108,0.0399496865208923,0.180263249000488,553.0
557,0.00020100778690666774,0.19124915847636317,1.9444050523072745,557.0
565,0.0003066493708074216,0.3121205870232203,0.5999192535482649,565.0
