,col1,diffN,diffu,diffg
660,660,0.003019999,0.144981687,0.583803644
661,661,0.000378466,0.449623841,0.355220157
662,662,0.273070224,1.009976423,12.00082873
663,663,0.124583353,0.820024556,1.213033519
664,664,0.000605444,0.049443048,0.396569399
665,665,5.78E-05,0.021084689,0.126073895
666,666,0.188444908,1.704611106,1.547782744
667,667,0.005776714,0.633504016,0.374632629
669,669,0.383692212,0.983909698,1.708326196
672,672,0.844168322,1.436861371,1.430682287
673,673,0.000186315,0.018328782,0.160281125
674,674,0.600526278,1.248386006,1.788034981
675,675,0.771308594,0.944485799,0.99066861
676,676,0.247034377,1.113760147,0.960164401
677,677,0.522101003,1.445991535,5.228491513
678,678,0.301251894,0.904443966,4.892405062
679,679,0.003774782,0.096335449,0.275879098
680,680,0.03915964,0.566239521,0.895258108
681,681,0.001966701,0.392402118,0.833409799
682,682,0.002565664,0.524854797,0.977586012
683,683,0.00711948,0.196692667,0.72410843
684,684,0.138698131,0.869156582,5.654210919
685,685,0.00037415,0.266961861,0.464405764
686,686,0.015935814,0.44171727,0.838880489
687,687,0.697611524,2.077530089,1.316661086
688,688,0.049690549,0.584207321,0.909507759
689,689,0.723900155,1.578213032,8.67713597
690,690,0.034089654,0.417225236,0.813940033
691,691,0.035437208,1.020698963,1.450259104
692,692,0.005329134,2.175951805,4.282502335
693,693,0.100081841,0.53075935,1.949151525
694,694,0.003704842,0.458436282,0.97487164
695,695,0.000183183,0.029672586,0.252347842
696,696,0.000181198,0.398886893,0.336742248
697,697,0.000257697,0.032928126,0.615212601
698,698,0.114036729,0.64208716,0.937284025
699,699,0.038921092,0.873379161,0.999560938
700,700,0.211445843,0.836214653,1.131009887
701,701,0.788888568,0.835790837,1.418553109
702,702,0.003971039,0.202746569,0.685724397
703,703,0.230887108,1.74488333,2.493310729
704,704,0.304571537,0.912969262,0.969492382
706,706,0.144481726,0.702264851,0.953954705
707,707,0.000905149,0.097208323,1.194843993
708,708,0.005892648,0.404568661,0.925254488
709,709,0.10532256,0.64236582,0.878677711
710,710,0.018187344,0.62432462,0.92755744
711,711,0.003450993,1.551848196,0.450918029
712,712,0.001038784,-58.92531748,4100.46028
713,713,0.55903398,2.092718552,0.93366956
714,714,0.314858884,0.932203754,4.568705927
715,715,0.000273328,0.702999815,4.591180881
716,716,0.011392868,0.559491312,0.943736806
717,717,0.032418609,0.396671991,0.894470499
718,718,0.135266323,0.928319802,5.929875863
719,719,0.000549469,0.578162466,0.37264698
720,720,0.013157816,0.364357023,0.811072452
721,721,0.001959391,0.129201077,0.589441624
722,722,0.04836438,0.550605837,0.953817098
723,723,0.00033334,0.062966467,0.246176151
724,724,0.615532165,1.068030571,1.070404708
725,725,0.591878778,0.747691831,0.857341806
726,726,0.109218102,0.623894628,2.089350029
727,727,0.043932383,0.345825051,0.768078485
728,728,0.390920665,1.471359591,1.947219008
