,Unnamed: 0,Nsigma,usigma,gsigma,starindex
341,341,4.835550048312789,7.930524963915495,3.641965259048917,529.0
342,342,4.328297053119547,8.82229904233876,3.944413912598359,530.0
343,343,4.0461726838650405,7.668100585295903,0.8462227736793232,532.0
344,344,8.86179258580139,41.3343290193496,22.67548417111832,533.0
345,345,11.978634242883157,55.972660556583634,27.138083192132587,536.0
346,346,5.17344790856048,9.603525350217511,4.342858414667551,537.0
348,348,12.801556463899864,15.171409183492017,18.495736033326164,539.0
350,350,4.1227201481086535,32.90125400976381,37.65449035818357,544.0
351,351,3.375443269475324,5.138429889265844,0.8698204127338429,545.0
352,352,7.327375675384068,70.0179401383874,13.361703778580448,547.0
354,354,6.457408083324135,74.45380571504936,111.25198072416512,553.0
355,355,5.274698408839427,44.71605838434971,45.69395400296555,555.0
358,358,3.923174599579205,8.790583597488176,8.505631635185859,561.0
359,359,7.571418099621595,46.11593088620501,29.234043324618675,562.0
360,360,4.543890498592081,8.36762785750732,6.650436286431165,563.0
361,361,29.738298139359497,62.2376441431828,72.39693297835154,565.0
362,362,10.453431598990491,12.541117763451965,4.028793123462739,567.0
363,363,3.898480479189105,5.358609088665468,3.103727884543957,568.0
365,365,6.130252781050323,18.320333783852416,9.26353807475413,572.0
366,366,18.592600271740505,77.68649385297947,425.48863094051393,573.0
367,367,11.10350344949926,35.28031391508618,13.936217794058964,577.0
368,368,8.96218681354137,14.060642867278396,11.087276333906772,579.0
369,369,4.651312213542313,6.761853709761777,2.501787422684876,582.0
370,370,7.440994435106514,24.99250851482456,14.832008979231434,583.0
371,371,3.4947051665052435,11.26557376699221,7.2102394524042,584.0
372,372,12.976537534235357,39.39083821979078,29.314222178437017,588.0
373,373,21.225953991289717,12.119332399086211,23.233662354941483,591.0
374,374,11.424884880143209,39.49505804932135,19.820262364185083,593.0
375,375,9.584887388468298,29.88484575417712,9.24717556538392,596.0
376,376,9.969703386746536,28.04203720998627,24.520300633679792,598.0
377,377,3.1808222423669297,46.986617284062255,111.34654797882008,599.0
378,378,8.0256464946341,75.44527249971932,100.72209108390904,604.0
379,379,3.3322819008316333,29.833920575092584,20.29387497981861,606.0
380,380,14.157584249254402,69.88671325272095,50.29620904938234,607.0
383,383,11.562518947151045,51.98556997987276,121.88564514480488,610.0
384,384,16.762216574161297,37.88937660556385,6.255535830403919,611.0
385,385,15.207374996806594,44.91688087565591,18.110395674673164,612.0
386,386,12.931929546118957,34.29639875559863,99.24712225236156,613.0
387,387,21.77158529405839,70.99093140394487,43.5460042382506,616.0
388,388,7.253372772080308,20.687344560603428,108.56721295097518,617.0
389,389,3.117872059776288,12.912334756210663,14.482842820843576,619.0
390,390,5.940005169829856,49.75621326895112,80.83782106200267,620.0
391,391,9.966511871776234,57.44252622115505,56.82646433455773,622.0
392,392,9.01889913683842,87.84013694350796,47.85133538793601,624.0
393,393,4.611502009428817,40.22900208546501,66.96889819465814,625.0
395,395,6.167201080510769,9.264832781810393,1.3489828838722042,628.0
396,396,4.351130058554483,4.746052374103841,3.0002611000446118,630.0
397,397,3.4757513894296848,7.037300016728183,1.1308802660625623,631.0
399,399,4.89788475356476,19.02064406705892,19.192613110233243,633.0
400,400,3.3546411115453894,68.22485997261224,236.98068819791905,635.0
401,401,3.4499360038986038,3.5067771194388366,70.21774165229915,636.0
402,402,14.018683880500449,103.28109974232544,94.55771805593726,637.0
403,403,10.467196783672508,28.388558791535026,56.35521789672385,639.0
404,404,29.40253706073211,61.728559483737,30.958006075077986,641.0
406,406,12.570523134492593,66.69067628313152,153.91279917428812,644.0
407,407,5.182513689363868,33.338184343279366,89.064892262416,649.0
408,408,13.183734157871276,78.28181715032468,75.46531155163515,650.0
409,409,7.518207908067181,61.595878161240016,98.54285822004483,654.0
410,410,6.200772047711912,41.95998641474165,57.30140593749122,655.0
411,411,12.981015836863952,48.41198434025865,84.04501697657219,656.0
413,413,5.710473442685328,28.46854952664442,24.122843013258425,659.0
415,415,6.449734854793541,42.6827728306558,116.67665352173007,661.0
416,416,17.195396088252235,103.20502406908358,27.29804524336616,664.0
417,417,9.80269504444654,59.04608311364032,118.60638006289032,665.0
419,419,4.630767748723957,53.290940595260416,91.17099294189212,673.0
421,421,5.559854987338685,70.08099254785532,98.27531066783348,679.0
422,422,3.800326358582288,9.80982962977127,11.372134841760586,680.0
424,424,3.0689999304777564,5.994453565555118,2.0279557041616862,682.0
425,425,21.20109210773932,62.29807920921531,49.92417866311103,683.0
426,426,10.941267990185032,79.588315581266,29.07529130422944,685.0
428,428,4.879924604342185,22.571635061678847,16.375095103898612,688.0
429,429,12.76645729972887,35.15170531696624,33.66862606087831,690.0
430,430,4.535370483367444,4.662554587083544,1.7051457251894917,694.0
431,431,11.227696585613892,58.52814127744629,101.46889436701304,695.0
432,432,8.194498853400066,32.63196588143682,72.01203680308443,696.0
433,433,5.176793361058761,58.33176770159302,13.925475376019351,697.0
434,434,3.0461285803169256,13.8780211713019,8.51160542270656,698.0
437,437,3.665735390653551,6.7494071998318335,5.520530499083202,704.0
439,439,12.687461277716556,46.17690840482125,13.525634195249562,708.0
440,440,3.1333997574448,17.649400842985518,16.4654617079116,709.0
441,441,6.382463662547913,12.74580353794076,13.108900447310829,710.0
443,443,3.5420027135430887,21.834197976496892,11.457677701392718,717.0
444,444,6.015880529880273,20.817953465154957,85.14228986200857,719.0
446,446,7.696840290764398,59.0905488881098,74.29292028866118,721.0
447,447,3.897476930242746,8.13034056684275,5.014214683332362,722.0
448,448,5.082652809447925,36.33358573363747,58.46057897536594,723.0
449,449,3.5806885279320597,17.121083154124495,25.81482725715476,725.0
450,450,15.878027345976674,59.18813670168479,41.96754365585116,727.0
