name,ra,dec,sloan_g_mag,sloan_r_mag,sloan_i_mag,sloan_z_mag,galah_g_mag,galah_r_mag,galah_i_mag,Bmag,Vmag,Rmag,Imag,Jmag,Hmag,Kmag,class_green13,origin
J222623.21+085456.0,336.596744,8.915583,14.24,13.51,13.21,,,,,,,,,,,,,Lamost_DR2
J222900.66-024937.5,337.252782,-2.827099,17.79,16.78,16.44,,,,,,,,,,,,,Lamost_DR2
J223030.82+061946.1,337.628423,6.329481,12.23,11.37,10.99,,,,,,,,,,,,,Lamost_DR2
J223152.99+191741.0,337.970833,19.294727,15.62,13.49,13.23,,,,,,,,,,,,,Lamost_DR2
J223205.75+365159.2,338.023974,36.866453,14.57,13.76,13.48,,,,,,,,,,,,,Lamost_DR2
J223318.06+054944.4,338.325273,5.829022,14.14,13.12,12.55,,,,,,,,,,,,,Lamost_DR2
J223430.22+561144.7,338.625956,56.195753,14.48,12.94,12.38,,,,,,,,,,,,,Lamost_DR2
J223745.23+102540.7,339.438486,10.42799,15.86,14.64,14.14,,,,,,,,,,,,,Lamost_DR2
J223821.02+334426.6,339.587619,33.740732,14.41,13.73,13.46,,,,,,,,,,,,,Lamost_DR2
J224126.13-013022.4,340.358909,-1.506246,17.21,16.34,16.08,,,,,,,,,,,,,Lamost_DR2
J224131.67+212457.8,340.381986,21.41607,14.15,13.33,13.01,,,,,,,,,,,,,Lamost_DR2
J224202.63+322252.4,340.510995,32.381237,17.32,16.72,16.5,,,,,,,,,,,,,Lamost_DR2
J224346.45+321947.2,340.943556,32.329788,14.1,13.12,12.8,,,,,,,,,,,,,Lamost_DR2
J224438.86+185034.0,341.161929,18.842796,14.02,13.48,13.04,,,,,,,,,,,,,Lamost_DR2
J224726.57+251137.8,341.860718,25.19384,13.41,12.69,12.44,,,,,,,,,,,,,Lamost_DR2
J224913.17+294438.0,342.304877,29.743889,15.74,15.06,14.8,,,,,,,,,,,,,Lamost_DR2
J225010.36+110044.5,342.543171,11.012369,13.7,13.17,13.03,,,,,,,,,,,,,Lamost_DR2
J225130.44+482629.0,342.876864,48.441394,17.19,16.68,16.47,,,,,,,,,,,,,Lamost_DR2
J225245.34+190912.7,343.188951,19.153555,15.86,15.07,14.77,,,,,,,,,,,,,Lamost_DR2
J225252.40+021730.9,343.218374,2.291926,13.36,12.42,11.47,,,,,,,,,,,,,Lamost_DR2
J225407.20+165905.1,343.530011,16.984773,15.67,14.7,14.37,,,,,,,,,,,,,Lamost_DR2
J225440.29+504314.7,343.667897,50.720754,16.13,15.11,14.7,,,,,,,,,,,,,Lamost_DR2
J225538.94+480350.0,343.91228,48.0639,17.45,16.82,16.6,,,,,,,,,,,,,Lamost_DR2
J225545.50+024234.2,343.939596,2.7095,12.26,11.32,10.9,,,,,,,,,,,,,Lamost_DR2
J225720.29+562204.2,344.334577,56.367857,15.69,12.17,12.05,,,,,,,,,,,,,Lamost_DR2
J225849.72+001104.3,344.707179,0.184531,17.54,16.9,16.67,,,,,,,,,,,,,Lamost_DR2
J230058.89+414719.4,345.245387,41.788741,15.26,14.36,14.01,,,,,,,,,,,,,Lamost_DR2
J230231.75+210129.7,345.632296,21.024935,14.27,13.2,12.7,,,,,,,,,,,,,Lamost_DR2
J230604.65+025316.9,346.519399,2.888034,15.45,14.96,14.79,,,,,,,,,,,,,Lamost_DR2
J230912.86+450409.9,347.303594,45.069433,12.85,12.16,11.86,,,,,,,,,,,,,Lamost_DR2
J231213.26+572849.9,348.055271,57.480529,14.99,12.85,11.04,,,,,,,,,,,,,Lamost_DR2
J231338.18+010845.4,348.409113,1.145965,13.286,12.375,11.972,,,,,,,,,,,,,Lamost_DR2
J231349.47+311306.0,348.456129,31.218349,12.31,11.71,11.48,,,,,,,,,,,,,Lamost_DR2
J231404.40+220442.5,348.518354,22.078473,13.91,12.99,12.51,,,,,,,,,,,,,Lamost_DR2
J231453.89+242424.9,348.724551,24.406937,16.3,15.12,14.71,,,,,,,,,,,,,Lamost_DR2
J231747.43+215437.5,349.447627,21.910429,16.85,16.05,15.79,,,,,,,,,,,,,Lamost_DR2
J231808.92+221313.6,349.537208,22.220465,14.76,13.89,13.58,,,,,,,,,,,,,Lamost_DR2
J231901.93+403124.2,349.758067,40.523405,14.58,13.76,13.47,,,,,,,,,,,,,Lamost_DR2
J232006.75+250112.9,350.028139,25.020276,15.7,14.98,14.71,,,,,,,,,,,,,Lamost_DR2
J232234.66+044659.0,350.644429,4.783078,17.59,16.82,16.54,,,,,,,,,,,,,Lamost_DR2
J232252.95+562605.3,350.720664,56.434809,14.75,12.88,11.36,,,,,,,,,,,,,Lamost_DR2
J232727.20+030302.2,351.863353,3.05063,15.87,15.14,14.86,,,,,,,,,,,,,Lamost_DR2
J233011.14+260619.8,352.546443,26.105504,14.84,13.73,13.32,,,,,,,,,,,,,Lamost_DR2
J233402.48-005420.8,353.510372,-0.905804,12.58,11.81,11.48,,,,,,,,,,,,,Lamost_DR2
J233418.64+200250.9,353.57769,20.047492,15.38,14.68,14.44,,,,,,,,,,,,,Lamost_DR2
J233845.17+031408.7,354.688225,3.235758,16.58,15.79,15.46,,,,,,,,,,,,,Lamost_DR2
J234151.24+281645.2,355.463524,28.279229,14.51,13.81,13.55,,,,,,,,,,,,,Lamost_DR2
J235045.18+555137.8,357.688291,55.860522,14.12,12.95,12.09,,,,,,,,,,,,,Lamost_DR2
J235057.67+484652.4,357.740294,48.781245,13.85,12.99,11.73,,,,,,,,,,,,,Lamost_DR2
J235101.06+114226.1,357.754436,11.707265,17.65,16.99,16.77,,,,,,,,,,,,,Lamost_DR2
J235419.24+024537.4,358.580186,2.7604,14.66,13.97,13.69,,,,,,,,,,,,,Lamost_DR2
J235613.87+330127.3,359.057793,33.024268,14.07,13.36,13.18,,,,,,,,,,,,,Lamost_DR2
J235714.55+003815.4,359.310646,0.637614,16.45,15.47,15.16,,,,,,,,,,,,,Lamost_DR2
J235719.68+285940.4,359.33202,28.99456,15.74,15.07,14.85,,,,,,,,,,,,,Lamost_DR2
J235757.72+460144.1,359.490529,46.028944,14.4,13.54,13.35,,,,,,,,,,,,,Lamost_DR2
J235829.42+314137.1,359.62261,31.693653,14.02,13.38,13.2,,,,,,,,,,,,,Lamost_DR2
J235954.26+565846.6,359.976117,56.979634,15.74,12.47,12.46,,,,,,,,,,,,,Lamost_DR2
1.70829E+14,1.412583,-29.931194,,,,,11.655,10.929,10.716,,,,,,,,,Galah_DR2
1.71029E+14,1.495833,-20.274167,,,,,15.485,15.016,14.856,,,,,,,,,Galah_DR2
1.70829E+14,1.676,-29.568194,,,,,,,,,,,,,,,,Galah_DR2
1.70829E+14,1.676,-29.568194,,,,,,,,,,,,,,,,Galah_DR2
1.40811E+14,2.333875,-73.027194,,,,,13.862,13.029,12.751,,,,,,,,,Galah_DR2
1.40708E+14,4.2475,-78.295944,,,,,14.225,13.553,13.316,,,,,,,,,Galah_DR2
1.40707E+14,5.007667,-79.650306,,,,,14.249,13.536,13.23,,,,,,,,,Galah_DR2
1.40711E+14,6.258333,-80.400556,,,,,14.385,13.553,13.208,,,,,,,,,Galah_DR2
1.71003E+14,6.780542,-56.333333,,,,,14.151,13.595,13.453,,,,,,,,,Galah_DR2
1.61116E+14,9.217458,-73.191028,,,,,14.372,13.179,12.794,,,,,,,,,Galah_DR2
1.40823E+14,10.760458,-70.663583,,,,,13.88,12.71,12.357,,,,,,,,,Galah_DR2
1.51109E+14,10.996292,2.568889,,,,,14.121,13.396,13.095,,,,,,,,,Galah_DR2
1.50706E+14,11.219792,-78.605278,,,,,13.514,12.696,12.368,,,,,,,,,Galah_DR2
1.40807E+14,14.252208,-74.257139,,,,,13.441,12.538,12.177,,,,,,,,,Galah_DR2
1.61105E+14,15.318625,1.962667,,,,,14.969,14.505,14.427,,,,,,,,,Galah_DR2
1.70906E+14,16.907708,-61.421583,,,,,13.874,13.373,13.184,,,,,,,,,Galah_DR2
1.61115E+14,17.009375,-34.399181,,,,,12.632,11.901,11.601,,,,,,,,,Galah_DR2
1.70911E+14,21.859958,-69.183361,,,,,13.059,12.181,11.844,,,,,,,,,Galah_DR2
1.51109E+14,22.540458,5.481611,,,,,12.753,11.993,11.666,,,,,,,,,Galah_DR2
1.41102E+14,23.368542,-78.54875,,,,,13.271,12.479,12.207,,,,,,,,,Galah_DR2
1.7091E+14,24.368542,-64.841722,,,,,14.102,13.368,13.109,,,,,,,,,Galah_DR2
1.40805E+14,31.881917,-75.028111,,,,,13.98,13.192,12.909,,,,,,,,,Galah_DR2
1.40805E+14,32.2265,-75.994333,,,,,12.543,11.763,11.487,,,,,,,,,Galah_DR2
1.70907E+14,36.222125,-64.522278,,,,,13.731,13.108,12.898,,,,,,,,,Galah_DR2
1.50704E+14,36.524583,-79.352361,,,,,12.588,11.717,11.369,,,,,,,,,Galah_DR2
1.71208E+14,38.130667,-54.584528,,,,,14.706,13.795,13.478,,,,,,,,,Galah_DR2
1.61119E+14,38.130667,-54.584528,,,,,14.706,13.795,13.478,,,,,,,,,Galah_DR2
1.61117E+14,38.133125,-58.939,,,,,12.867,12.176,11.945,,,,,,,,,Galah_DR2
1.71208E+14,38.292333,-54.590222,,,,,14.435,13.712,13.422,,,,,,,,,Galah_DR2
1.7091E+14,38.892042,-64.875833,,,,,13.672,13.002,12.75,,,,,,,,,Galah_DR2
1.40809E+14,41.47275,-70.041722,,,,,14.268,13.577,13.323,,,,,,,,,Galah_DR2
1.41101E+14,42.220667,-76.360556,,,,,13.978,13.411,13.257,,,,,,,,,Galah_DR2
1.40814E+14,46.8325,-76.699222,,,,,14.327,13.541,13.247,,,,,,,,,Galah_DR2
1.71027E+14,49.876458,-36.277,,,,,14.183,13.553,13.317,,,,,,,,,Galah_DR2
1.71027E+14,49.876458,-36.277,,,,,14.183,13.553,13.317,,,,,,,,,Galah_DR2
1.50829E+14,50.203208,-72.402417,,,,,12.685,12.145,11.978,,,,,,,,,Galah_DR2
1.5083E+14,53.060958,-74.985806,,,,,13.752,12.672,12.251,,,,,,,,,Galah_DR2
1.60923E+14,53.411958,21.902778,,,,,13.33,12.338,11.954,,,,,,,,,Galah_DR2
1.50828E+14,53.937,-78.439694,,,,,13.344,12.415,12.053,,,,,,,,,Galah_DR2
1.60111E+14,54.918083,20.638444,,,,,13.372,12.445,12.318,,,,,,,,,Galah_DR2
1.61006E+14,55.087708,19.199667,,,,,,,12.758,,,,,,,,,Galah_DR2
1.60111E+14,55.669125,19.766167,,,,,13.295,12.403,11.923,,,,,,,,,Galah_DR2
1.50109E+14,56.8915,24.504222,,,,,12.983,11.913,11.43,,,,,,,,,Galah_DR2
1.60109E+14,58.667042,11.957611,,,,,14.892,13.871,13.453,,,,,,,,,Galah_DR2
1.60113E+14,59.263083,18.707806,,,,,15.522,14.525,14.159,,,,,,,,,Galah_DR2
1.60113E+14,59.561833,18.835639,,,,,15.33,14.182,13.746,,,,,,,,,Galah_DR2
1.40824E+14,60.951667,15.857583,,,,,11.807,10.784,10.363,,,,,,,,,Galah_DR2
1.31122E+14,64.410012,-60.017139,,,,,14.291,13.515,13.323,,,,,,,,,Galah_DR2
1.31123E+14,64.410012,-60.017139,,,,,14.291,13.515,13.323,,,,,,,,,Galah_DR2
1.61009E+14,64.945125,-5.104778,,,,,13.783,12.788,12.446,,,,,,,,,Galah_DR2
1.60916E+14,65.418333,1.5295,,,,,13.877,12.806,12.387,,,,,,,,,Galah_DR2
1.61012E+14,65.573917,-73.165972,,,,,14.34,13.888,13.713,,,,,,,,,Galah_DR2
1.70911E+14,65.836625,-64.202889,,,,,12.688,11.895,11.601,,,,,,,,,Galah_DR2
1.70106E+14,67.727542,4.886667,,,,,13.344,12.294,11.859,,,,,,,,,Galah_DR2
1.70106E+14,67.969833,4.801722,,,,,14.427,13.201,12.629,,,,,,,,,Galah_DR2
1.70106E+14,68.480458,4.012917,,,,,14.033,12.978,12.611,,,,,,,,,Galah_DR2
1.51219E+14,69.120458,0.536694,,,,,13.143,12.319,11.953,,,,,,,,,Galah_DR2
1.61115E+14,69.892292,-66.906944,,,,,13.842,12.904,12.568,,,,,,,,,Galah_DR2
1.70103E+14,70.029625,20.678361,,,,,14.624,13.313,12.675,,,,,,,,,Galah_DR2
1.71102E+14,70.237667,-1.442806,,,,,13.512,12.68,12.398,,,,,,,,,Galah_DR2
1.51219E+14,70.931875,-52.151278,,,,,13.734,13.015,12.756,,,,,,,,,Galah_DR2
1.50112E+14,71.278833,-31.56825,,,,,13.583,12.595,12.222,,,,,,,,,Galah_DR2
1.7013E+14,71.388958,14.017028,,,,,15.089,13.695,13.087,,,,,,,,,Galah_DR2
1.70128E+14,71.388958,14.017028,,,,,15.089,13.695,13.087,,,,,,,,,Galah_DR2
1.7013E+14,71.504667,14.806056,,,,,13.481,12.226,11.733,,,,,,,,,Galah_DR2
1.70119E+14,72.096417,23.150306,,,,,13.35,11.918,12.116,,,,,,,,,Galah_DR2
1.70108E+14,72.280167,-57.665028,,,,,11.632,10.671,10.387,,,,,,,,,Galah_DR2
1.41031E+14,72.422833,-18.888639,,,,,14.082,13.645,13.861,,,,,,,,,Galah_DR2
1.7013E+14,72.646458,14.129472,,,,,15.451,14.096,13.551,,,,,,,,,Galah_DR2
1.70128E+14,72.646458,14.129472,,,,,15.451,14.096,13.551,,,,,,,,,Galah_DR2
1.70114E+14,73.469417,-64.152556,,,,,12.796,11.915,11.55,,,,,,,,,Galah_DR2
1.61218E+14,73.469417,-64.152556,,,,,12.796,11.915,11.55,,,,,,,,,Galah_DR2
1.61119E+14,73.4815,-37.251639,,,,,13.549,12.831,12.917,,,,,,,,,Galah_DR2
1.61013E+14,73.87975,-64.520611,,,,,13.052,12.508,12.291,,,,,,,,,Galah_DR2
1.60126E+14,73.906625,-13.264889,,,,,14.485,13.823,13.908,,,,,,,,,Galah_DR2
1.70219E+14,74.525333,18.018306,,,,,13.083,12.046,11.588,,,,,,,,,Galah_DR2
1.51231E+14,74.595083,-19.631389,,,,,12.821,12.039,11.744,,,,,,,,,Galah_DR2
1.70131E+14,74.830333,23.560028,,,,,14.677,13.437,12.971,,,,,,,,,Galah_DR2
1.60129E+14,75.607208,-26.050889,,,,,13.941,13.513,13.349,,,,,,,,,Galah_DR2
1.41231E+14,76.613083,-40.645583,,,,,13.284,12.557,12.309,,,,,,,,,Galah_DR2
1.61118E+14,76.669583,-37.942611,,,,,13.202,12.295,11.982,,,,,,,,,Galah_DR2
1.41231E+14,76.932583,-41.71825,,,,,14.243,13.541,13.271,,,,,,,,,Galah_DR2
1.41231E+14,76.985542,-40.982083,,,,,13.49,12.715,12.415,,,,,,,,,Galah_DR2
1.61119E+14,77.467208,-46.512889,,,,,12.931,12.214,11.914,,,,,,,,,Galah_DR2
1.61117E+14,77.496917,-39.191056,,,,,13.647,12.802,12.497,,,,,,,,,Galah_DR2
1.70202E+14,77.704917,24.488,,,,,12.721,11.362,10.985,,,,,,,,,Galah_DR2
1.61228E+14,77.743292,25.369,,,,,15.018,13.679,13.357,,,,,,,,,Galah_DR2
1.61108E+14,77.895208,-14.703417,,,,,13.761,12.796,12.579,,,,,,,,,Galah_DR2
1.61229E+14,78.292417,16.000278,,,,,14.804,13.855,13.472,,,,,,,,,Galah_DR2
1.5122E+14,78.653583,5.264889,,,,,13.85,12.916,12.581,,,,,,,,,Galah_DR2
1.80101E+14,78.689292,-56.573667,,,,,12.812,11.906,11.581,,,,,,,,,Galah_DR2
1.61209E+14,78.689292,-56.573667,,,,,12.812,11.906,11.581,,,,,,,,,Galah_DR2
1.40309E+14,78.878404,-61.173211,,,,,15.049,14.124,13.861,,,,,,,,,Galah_DR2
1.71227E+14,79.289208,-71.430139,,,,,12.187,11.318,10.995,,,,,,,,,Galah_DR2
1.50106E+14,80.185167,-12.798444,,,,,13.123,12.242,11.884,,,,,,,,,Galah_DR2
1.80101E+14,80.295167,-62.278083,,,,,11.993,10.963,10.738,,,,,,,,,Galah_DR2
1.50207E+14,80.723417,5.605861,,,,,13.517,12.595,12.241,,,,,,,,,Galah_DR2
1.50207E+14,80.806167,5.037333,,,,,14.599,13.711,13.428,,,,,,,,,Galah_DR2
1.31123E+14,81.894396,-62.020936,,,,,14.748,14.056,14.05,,,,,,,,,Galah_DR2
1.80102E+14,81.997208,5.008528,,,,,12.762,11.865,11.558,,,,,,,,,Galah_DR2
1.41104E+14,81.997208,5.008528,,,,,12.762,11.865,11.558,,,,,,,,,Galah_DR2
1.70108E+14,82.064083,-69.930583,,,,,11.125,10.083,,,,,,,,,,Galah_DR2
1.80102E+14,82.224917,3.777417,,,,,9.998,8.894,8.555,,,,,,,,,Galah_DR2
1.80101E+14,82.414208,-59.78175,,,,,12.454,11.597,11.304,,,,,,,,,Galah_DR2
1.41104E+14,82.599583,4.121278,,,,,14.387,13.504,13.196,,,,,,,,,Galah_DR2
1.60811E+14,82.67125,3.394111,,,,,12.575,11.71,11.371,,,,,,,,,Galah_DR2
1.80102E+14,82.67125,3.394111,,,,,12.575,11.71,11.371,,,,,,,,,Galah_DR2
1.50107E+14,83.245708,-68.397417,,,,,13.569,12.679,12.376,,,,,,,,,Galah_DR2
1.50405E+14,83.48225,-26.266167,,,,,13.995,13.189,12.899,,,,,,,,,Galah_DR2
1.6013E+14,87.081792,-18.016611,,,,,13.457,12.603,12.305,,,,,,,,,Galah_DR2
1.61219E+14,87.212,-68.874111,,,,,12.536,11.576,11.245,,,,,,,,,Galah_DR2
1.50108E+14,87.55,-47.930083,,,,,13.341,12.542,12.278,,,,,,,,,Galah_DR2
1.61213E+14,87.822458,-56.092972,,,,,11.862,11.068,10.735,,,,,,,,,Galah_DR2
1.61213E+14,88.072208,-56.909611,,,,,11.467,10.517,10.139,,,,,,,,,Galah_DR2
1.71104E+14,89.670125,-70.695917,,,,,13.354,12.45,12.168,,,,,,,,,Galah_DR2
1.71206E+14,89.670125,-70.695917,,,,,13.354,12.45,12.168,,,,,,,,,Galah_DR2
1.61212E+14,89.987958,-29.480444,,,,,12.709,11.899,11.603,,,,,,,,,Galah_DR2
1.40118E+14,90.382292,8.0842,,,,,11.711,10.568,10.152,,,,,,,,,Galah_DR2
1.7022E+14,90.526542,-66.323528,,,,,12.256,11.523,11.267,,,,,,,,,Galah_DR2
1.71207E+14,91.298375,-61.193889,,,,,12.77,11.955,11.671,,,,,,,,,Galah_DR2
1.61219E+14,91.388958,-75.043944,,,,,10.784,10.05,,,,,,,,,,Galah_DR2
1.50207E+14,91.803792,-54.618889,,,,,13.106,12.307,12.04,,,,,,,,,Galah_DR2
1.71206E+14,91.803792,-54.618889,,,,,13.106,12.307,12.04,,,,,,,,,Galah_DR2
1.7022E+14,91.885542,-66.582944,,,,,13.124,12.508,12.29,,,,,,,,,Galah_DR2
1.70105E+14,93.047,-39.721583,,,,,13.526,12.819,12.563,,,,,,,,,Galah_DR2
1.60125E+14,93.245083,-56.722417,,,,,12.954,12.247,12.007,,,,,,,,,Galah_DR2
1.70105E+14,93.959917,-39.562639,,,,,12.964,12.188,11.913,,,,,,,,,Galah_DR2
1.31119E+14,94.017792,-59.680842,,,,,14.777,14.029,13.796,,,,,,,,,Galah_DR2
1.31119E+14,94.355375,-60.127953,,,,,14.783,14.121,13.875,,,,,,,,,Galah_DR2
1.3112E+14,94.423667,-61.911042,,,,,13.589,12.847,12.582,,,,,,,,,Galah_DR2
1.71031E+14,94.540625,-18.784417,,,,,11.7,10.642,10.398,,,,,,,,,Galah_DR2
1.80102E+14,94.695625,-20.031,,,,,14.202,13.294,12.945,,,,,,,,,Galah_DR2
1.50101E+14,94.695625,-20.031,,,,,14.202,13.294,12.945,,,,,,,,,Galah_DR2
1.70106E+14,95.291875,-16.591861,,,,,14.196,13.197,12.811,,,,,,,,,Galah_DR2
1.31123E+14,95.381842,-62.296889,,,,,14.968,14.055,13.784,,,,,,,,,Galah_DR2
1.70203E+14,95.549542,-62.541861,,,,,12.107,11.352,11.065,,,,,,,,,Galah_DR2
1.70206E+14,95.549542,-62.541861,,,,,12.107,11.352,11.065,,,,,,,,,Galah_DR2
1.61115E+14,95.66675,-51.314139,,,,,14.403,13.352,13.042,,,,,,,,,Galah_DR2
1.70206E+14,96.033375,-66.762722,,,,,13.359,12.567,12.303,,,,,,,,,Galah_DR2
1.70202E+14,96.10525,-55.215889,,,,,11.035,10.06,9.616,,,,,,,,,Galah_DR2
1.80102E+14,96.2515,-20.483806,,,,,13.145,12.31,11.977,,,,,,,,,Galah_DR2
1.50209E+14,96.2515,-20.483806,,,,,13.145,12.31,11.977,,,,,,,,,Galah_DR2
1.31119E+14,96.815008,-59.578458,,,,,14.502,13.707,13.391,,,,,,,,,Galah_DR2
1.51225E+14,96.850208,-31.22125,,,,,13.847,13.045,12.725,,,,,,,,,Galah_DR2
1.7013E+14,97.329708,-57.365083,,,,,13.484,12.396,11.953,,,,,,,,,Galah_DR2
1.50211E+14,97.531625,-28.818417,,,,,14.388,13.543,13.273,,,,,,,,,Galah_DR2
1.50211E+14,98.798833,-20.515611,,,,,13.838,12.84,12.399,,,,,,,,,Galah_DR2
1.50211E+14,99.245708,-20.929028,,,,,14.62,13.754,13.413,,,,,,,,,Galah_DR2
1.70122E+14,99.620875,-74.409222,,,,,14.38,13.475,13.152,,,,,,,,,Galah_DR2
1.61108E+14,99.833958,-41.369278,,,,,14.045,13.15,12.856,,,,,,,,,Galah_DR2
1.61108E+14,100.076,-41.311472,,,,,14.396,13.2,12.841,,,,,,,,,Galah_DR2
1.31216E+14,100.356,-0.4297,,,,,13.617,12.4,11.843,,,,,,,,,Galah_DR2
1.31123E+14,100.356,-0.4297,,,,,13.617,12.4,11.843,,,,,,,,,Galah_DR2
1.61108E+14,100.3625,-40.805833,,,,,14.144,13.317,12.966,,,,,,,,,Galah_DR2
1.61108E+14,100.437917,-41.628083,,,,,13.587,12.906,12.671,,,,,,,,,Galah_DR2
1.50107E+14,100.647458,-49.708361,,,,,14.346,13.544,13.222,,,,,,,,,Galah_DR2
1.70115E+14,100.850292,-63.388056,,,,,12.401,11.213,10.828,,,,,,,,,Galah_DR2
1.51227E+14,101.5005,-26.640806,,,,,12.235,11.509,11.288,,,,,,,,,Galah_DR2
1.51109E+14,101.5005,-26.640806,,,,,12.235,11.509,11.288,,,,,,,,,Galah_DR2
1.41101E+14,102.021,-31.142472,,,,,14.114,13.412,13.152,,,,,,,,,Galah_DR2
1.80103E+14,102.765,-32.977278,,,,,13.534,12.371,11.937,,,,,,,,,Galah_DR2
1.40312E+14,102.765,-32.977278,,,,,13.534,12.371,11.937,,,,,,,,,Galah_DR2
1.60813E+14,104.076792,-30.793417,,,,,12.264,11.182,10.798,,,,,,,,,Galah_DR2
1.70114E+14,104.322667,-58.735833,,,,,13.444,12.728,12.455,,,,,,,,,Galah_DR2
1.31121E+14,104.322679,-58.735822,,,,,13.444,12.728,12.455,,,,,,,,,Galah_DR2
1.51229E+14,104.827333,-39.1685,,,,,14.65,13.612,13.221,,,,,,,,,Galah_DR2
1.50205E+14,105.958792,-44.584472,,,,,14.104,13.058,12.645,,,,,,,,,Galah_DR2
1.70114E+14,105.995167,-58.753278,,,,,11.41,10.632,10.358,,,,,,,,,Galah_DR2
1.71228E+14,105.995167,-58.753278,,,,,11.41,10.632,10.358,,,,,,,,,Galah_DR2
1.31218E+14,106.054121,-60.901536,,,,,15.013,14.142,13.861,,,,,,,,,Galah_DR2
1.70112E+14,106.07975,-62.094083,,,,,12.097,11.028,10.71,,,,,,,,,Galah_DR2
1.61118E+14,106.553167,-36.567194,,,,,14.784,13.526,13.05,,,,,,,,,Galah_DR2
1.31218E+14,107.88485,-60.826756,,,,,14.073,13.266,12.996,,,,,,,,,Galah_DR2
1.40115E+14,107.88485,-60.826756,,,,,14.073,13.266,12.996,,,,,,,,,Galah_DR2
1.40115E+14,108.819233,-62.118878,,,,,14.677,13.573,13.127,,,,,,,,,Galah_DR2
1.40311E+14,109.416792,-37.859556,,,,,13.98,12.98,12.61,,,,,,,,,Galah_DR2
1.70108E+14,109.557,-72.624056,,,,,12.304,11.428,11.088,,,,,,,,,Galah_DR2
1.5021E+14,110.028958,-41.964972,,,,,12.907,12.042,11.736,,,,,,,,,Galah_DR2
1.7123E+14,110.30175,-70.708944,,,,,11.157,10.092,,,,,,,,,,Galah_DR2
1.61106E+14,110.5935,4.999306,,,,,12.145,11.325,11.048,,,,,,,,,Galah_DR2
1.71227E+14,110.82625,-59.701222,,,,,13.518,12.67,12.271,,,,,,,,,Galah_DR2
1.70109E+14,110.82625,-59.701222,,,,,13.518,12.67,12.271,,,,,,,,,Galah_DR2
1.70111E+14,112.276083,-66.454611,,,,,13.249,12.148,11.725,,,,,,,,,Galah_DR2
1.70114E+14,112.276083,-66.454611,,,,,13.249,12.148,11.725,,,,,,,,,Galah_DR2
1.6033E+14,112.792083,4.193833,,,,,10.914,9.574,9.139,,,,,,,,,Galah_DR2
1.40114E+14,113.439358,-56.852567,,,,,15.404,14.177,13.771,,,,,,,,,Galah_DR2
1.40116E+14,113.965008,-55.600189,,,,,14.354,13.422,13.131,,,,,,,,,Galah_DR2
1.40116E+14,114.366337,-55.598225,,,,,14.801,13.904,13.576,,,,,,,,,Galah_DR2
1.60129E+14,115.059542,-49.842972,,,,,12.838,11.939,11.579,,,,,,,,,Galah_DR2
1.70107E+14,115.061542,-65.317222,,,,,13.003,12.257,11.998,,,,,,,,,Galah_DR2
1.60129E+14,115.27625,-49.328833,,,,,13.994,13.048,12.667,,,,,,,,,Galah_DR2
1.71102E+14,115.802292,0.02325,,,,,11.674,10.686,10.71,,,,,,,,,Galah_DR2
1.70107E+14,115.830708,-70.702139,,,,,13.503,12.709,12.398,,,,,,,,,Galah_DR2
1.40209E+14,117.167283,-57.8086,,,,,13.804,12.856,12.462,,,,,,,,,Galah_DR2
1.61213E+14,117.398958,-63.790278,,,,,12.35,11.158,10.657,,,,,,,,,Galah_DR2
1.51229E+14,117.921583,-6.735306,,,,,14.406,13.601,13.286,,,,,,,,,Galah_DR2
1.5123E+14,121.180083,-58.225556,,,,,13.136,12.097,11.639,,,,,,,,,Galah_DR2
1.6033E+14,123.170125,-62.180944,,,,,13.329,12.295,11.892,,,,,,,,,Galah_DR2
1.60109E+14,123.263875,13.724694,,,,,12.81,11.938,11.718,,,,,,,,,Galah_DR2
1.70118E+14,123.637,-66.151417,,,,,13.808,12.909,12.566,,,,,,,,,Galah_DR2
1.71207E+14,124.062458,-16.581861,,,,,12.229,11.37,11.065,,,,,,,,,Galah_DR2
1.70118E+14,124.170458,-66.480833,,,,,13.08,12.484,12.24,,,,,,,,,Galah_DR2
1.60106E+14,124.485167,14.35,,,,,14.402,13.083,13.156,,,,,,,,,Galah_DR2
1.5021E+14,124.673708,-13.691944,,,,,13.331,12.504,12.232,,,,,,,,,Galah_DR2
1.5021E+14,124.910958,-14.674611,,,,,14.431,13.309,13.009,,,,,,,,,Galah_DR2
1.70511E+14,125.378333,-18.1085,,,,,11.958,10.447,,,,,,,,,,Galah_DR2
1.6011E+14,126.412583,16.508583,,,,,15.261,14.215,13.848,,,,,,,,,Galah_DR2
1.50211E+14,127.037708,-18.163056,,,,,13.895,13.127,12.932,,,,,,,,,Galah_DR2
1.60331E+14,127.189625,13.73125,,,,,10.738,,,,,,,,,,,Galah_DR2
1.6011E+14,127.332667,19.942556,,,,,14.899,14.053,13.73,,,,,,,,,Galah_DR2
1.60123E+14,127.990958,-22.16175,,,,,14.514,13.641,13.357,,,,,,,,,Galah_DR2
1.80129E+14,128.394417,-23.449972,,,,,13.441,12.584,12.265,,,,,,,,,Galah_DR2
1.80129E+14,128.956042,-22.654583,,,,,14.04,13.235,13.034,,,,,,,,,Galah_DR2
1.60418E+14,129.549583,-23.256306,,,,,11.827,10.916,10.663,,,,,,,,,Galah_DR2
