,name,ra,dec,sloan_g_mag,sloan_r_mag,sloan_i_mag,sloan_z_mag,galah_g_mag,galah_r_mag,galah_i_mag,Bmag,Vmag,Rmag,Imag,Jmag,Hmag,Kmag,class_green13,origin,RAJ2000,DEJ2000,name_x,objid,phID,Cat,RAfdeg,DEfdeg,FUVexp,NUVexp,GLON,GLAT,tile,img,sv,r.fov,Obs,b,E(B-V),Sp?,chkf,FUVmag,e_FUVmag,NUVmag,e_NUVmag,FUV.a,e_FUV.a,NUV.a,e_NUV.a,FUV.4,e_FUV.4,NUV.4,e_NUV.4,FUV.6,e_FUV.6,NUV.6,e_NUV.6,Fafl,Nafl,Fexf,Nexf,Fflux,e_Fflux,Nflux,e_Nflux,FXpos,FYpos,NXpos,NYpos,Fima,Nima,Fr,Nr,nS/G,fS/G,nell,fell,nPA,e_nPA,fPA,e_fPA,Fnr,F3r,Nar,Narms,Nbrms,Far,Farms,Fbrms,w_NUV,w_FUV,Prob,Sep,Nerr,Ferr,Ierr,Nperr,Fperr,CV,G,N,primid,groupid,Gd,Nd,primidd,groupidd,grouptot,OName,Size,angDist,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra_x,ra_error,dec_x,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,rv_nb_transits,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val,angDist_x,RAdeg,DEdeg,errHalfMaj_x,errHalfMin_x,errPosAng_x,objID_x,mode,q_mode,class,SDSS12,m_SDSS12,flags,ObsDate,Q,umag,e_umag,gmag,e_gmag,rmag_x,e_rmag,imag_x,e_imag,zmag,e_zmag,zsp,e_zsp,f_zsp,zph,e_zph,avg_zph,pmRA_x,e_pmRA,pmDE,e_pmDE,SpObjID,spType,spCl,subClass,angDist_xa,uflux
218,J070345.05+380202.0,105.93771000000001,38.033913,13.38,12.8,12.39,,,,,,,,,,,,,Lamost_DR2,105.937247,38.034595,GALEX J070344.9+380204,6373800924465332838,6373800924464283648,AIS,105.602275,38.39209,110.0,110.0,179.0037,18.5775,50082,1505,47,0.443928,True,1,0.0795,0,0,,,21.0939,0.3322,,,1.0139,0.3322,,,0.9875,0.24600000000000002,,,0.9481,0.379,0,0,0,0,,,13.2563,4.05555,,,1316.4,1033.64,,11.623,,0.005,0.9795,0.0,0.5416,,49.54,49.4,,,11.6227,6.6715100000000005,3.62984,0.001194,0.000547,,,,78.1,86.4,,,1.43,,,0.54,,C,0,1,6373800924465333248,6373800924465332838,0,1,6373800924465333248,6373800924465332838,6373800924465332838,N,0.0,2.78375,105.9377428999979,38.033885070680796,0.001,0.001,90.0,946933979738534272,105.9377501902,0.0331,38.033872748,0.0334,0.2987,0.0384,1.334,0.063,-2.862,0.057,False,172495.0,36.2859,12.596423,71089.8,132.555,13.221870000000001,144103.0,186.357,11.865235,1.356635,40.99,1.28,5,4656.59,0.2253,0.1188,14.78,92.53299999999999,2.917026,105.937707,38.033868,0.062,0.055999999999999994,90.0,1237673429082374331,1,,6,J070345.04+380201.9,*,483856285569040,2006.8267,3,16.499000000000002,0.01,13.808,0.002,12.623,0.001,12.315999999999999,0.001,13.812000000000001,0.01,,,,,,,-0.8,2.4,-2.0,2.4,0,,,,2.9254439999999997,0.0009129061109882495
219,J070631.99+303833.6,106.6333,30.642669,13.98,13.1,12.87,,,,,,,,,,,,,Lamost_DR2,106.63328500000001,30.642560999999997,GALEX J070631.9+303833,6374012026402900589,6374012026401849344,AIS,106.96919399999999,30.704201,216.0,326.0,186.445,16.4277,50088,1377,43,0.295414,True,1,0.0804,0,0,,,20.7649,0.1411,,,0.6849,0.1411,,,0.9221,0.1309,,,0.7822,0.1825,0,0,0,0,,,17.9495,2.33219,,,2623.42,1720.21,,7.06,,0.003,0.9148,0.0,0.1,,-3.54,-5.8,,,11.7323,2.1737,3.5,0.00086,0.0007740000000000001,,,,237.2,206.6,,,0.67,,,0.29,,C,0,1,6374012026402900992,6374012026402900589,0,1,6374012026402900992,6374012026402900589,6374012026402900589,N,0.0,0.39071300000000003,106.6332912463184,30.642688322466196,0.001,0.001,90.0,889544631025066752,106.63329316882,0.0287,30.642688298409997,0.0301,0.2523,0.0401,0.384,0.049,-0.006,0.040999999999999995,False,91773.1,35.2057,13.281576999999999,39812.4,138.213,13.851342,74265.8,55.848,12.584947999999999,1.2663950000000002,,,0,5046.5,0.5437,0.207,,,0.458769,106.633255,30.642694,0.063,0.059000000000000004,90.0,1237673740471894505,1,,6,J070631.98+303833.6,*,202346949120016,2006.8871,3,16.461,0.006999999999999999,15.26,0.005,15.455,0.011000000000000001,13.195,0.003,13.423,0.005,,,,,,,,,,,0,,,,0.486738,0.0009454229126177905
220,J070816.77+125028.4,107.06988999999999,12.841232000000002,11.65,10.85,10.51,,,,,,,,,,,,,Lamost_DR2,107.069452,12.840947,GALEX J070816.6+125027,6378058201275831897,6378058201274777600,AIS,106.971015,12.54514,208.0,208.0,203.2921,9.4998,50203,545,17,0.311004,True,1,0.0583,0,0,,,19.3109,0.08800000000000001,,,-0.7691,0.08800000000000001,,,-0.6518,0.07400000000000001,,,-0.6834,0.0926,0,17,0,0,,,68.4943,5.55249,,,1702.78,2634.54,,5.476,,0.002,0.9835,0.0,0.5305,,-36.19,-39.19,,,15.470999999999998,32.7087,3.5,0.0015689999999999999,0.000736,,,,144.1,193.3,,,0.61,,,0.23,,C,0,1,6378058201275832320,6378058201275831897,0,1,6378058201275832320,6378058201275831897,6378058201275831897,N,0.0,1.8506040000000001,107.06987197952509,12.8412256514446,0.001,0.001,90.0,3161078582486920320,107.06987473187,0.0372,12.841122121849999,0.0316,2.0834,0.0427,0.623,0.077,-24.046,0.059000000000000004,False,1065990.0,232.19099999999997,10.618984,468541.0,584.077,11.174521,842105.0,792.985,9.948505,1.2260149999999999,64.67,0.97,7,4899.76,,,4.59,10.960999999999999,1.783062,107.06988,12.841164,0.066,0.054000000000000006,90.0,1237673808111599784,1,,6,J070816.77+125028.1,*,483856286613520,2006.8952,3,15.487,0.012,11.495999999999999,0.0,10.627,0.0,10.364,0.0,10.744000000000002,0.002,,,,,,,,,,,0,,,,1.695338,0.00231860211687069
221,J071500.90+124756.4,108.75376999999999,12.799016,13.62,12.77,12.31,,,,,,,,,,,,,Lamost_DR2,108.75388600000001,12.799323,GALEX J071500.9+124757,6378058220603183520,6378058220602130432,AIS,109.009126,12.547846,208.0,208.0,204.0548,10.9613,50203,1121,35,0.35391,True,1,0.1382,0,0,,,21.0631,0.249,,,0.9831,0.249,,,1.3738,0.2314,,,0.9821,0.2789,0,2,0,0,,,13.6381,3.12723,,,2552.02,2534.93,,11.172,,0.005,0.9787,0.0,0.5001,,11.6,12.12,,,11.1717,1.02036,4.10661,0.001099,0.000549,,,,153.0,164.6,,,0.96,,,0.45,,C,0,1,6378058220603183104,6378058220603183520,0,1,6378058220603183104,6378058220603183520,6378058220603183520,N,0.0,1.178619,108.7537342414575,12.7990368655129,0.001,0.001,90.0,3160325103485460480,108.75373366547,0.0415,12.79903843391,0.0334,0.2613,0.0432,-0.13,0.083,0.364,0.07400000000000001,False,166932.0,37.882,12.632014999999999,61992.0,137.026,13.370548999999999,150532.0,188.42,11.817845,1.552704,,,0,4339.09,0.2373,0.1103,20.4,132.954,1.159699,108.75368200000001,12.798997,0.07400000000000001,0.07,90.0,1237673841398120933,1,,6,J071500.88+124756.3,,202344803205140,2006.9007,3,16.671,0.008,14.710999999999999,0.005,14.770999999999999,0.011000000000000001,14.008,0.011000000000000001,12.825,0.005,,,,,,,-6.6,2.4,2.5,2.4,0,,,,1.3759290000000002,0.0007791589507022449
222,J071624.76+125611.1,109.10318999999998,12.936427,12.82,11.91,11.51,,,,,,,,,,,,,Lamost_DR2,109.103179,12.936175,GALEX J071624.7+125610,6378058220603184239,6378058220602130432,AIS,109.009126,12.547846,208.0,208.0,204.0788,11.3275,50203,1121,35,0.399018,True,1,0.1222,0,0,,,21.5437,0.2613,,,1.4637,0.2613,,,1.5357,0.2536,,,1.7302,0.5299,0,17,0,3,,,8.76036,2.1076900000000003,,,1734.63,2863.08,,4.247,,0.002,0.981,0.0,0.0957,,-81.97,79.58,,,3.06814,45.198,3.5,0.000602,0.000544,,,,157.8,187.3,,,0.75,,,0.34,,C,0,1,6378058220603184128,6378058220603184239,0,1,6378058220603184128,6378058220603184239,6378058220603184239,N,0.0,0.907718,109.10317235323109,12.9364354359273,0.001,0.001,90.0,3166326070448326016,109.10317067653999,0.0375,12.936429055469999,0.0361,0.3884,0.0443,-0.38,0.071,-1.482,0.057999999999999996,False,301346.0,70.6989,11.990702,114116.0,216.174,12.70802,266839.0,409.124,11.196297999999999,1.511723,-2.94,1.39,7,4355.43,0.418,0.1865,18.24,107.833,0.937859,109.103146,12.936430999999999,0.063,0.059000000000000004,90.0,1237673807038644445,1,,6,J071624.75+125611.1,*,483854138085392,2006.8952,3,16.371,0.009000000000000001,15.769,0.013000000000000001,15.09,0.012,14.823,0.013000000000000001,11.710999999999999,0.003,,,,,,,,,,,0,,,,0.927184,0.0010271317227883619
223,J071717.26+362440.0,109.32193000000001,36.411137,13.87,12.94,12.59,,,,,,,,,,,,,Lamost_DR2,109.32214499999999,36.411237,GALEX J071717.3+362440,6373836161450772270,6373836161449721856,AIS,109.173128,36.546848,209.0,209.0,181.5917,20.5657,50083,3073,96,0.18096199999999998,True,1,0.0684,0,0,,,20.9734,0.172,,,0.8934,0.172,,,1.0219,0.1692,,,0.846,0.217,0,0,0,0,,,14.8135,2.34647,,,1572.18,1586.79,,4.746,,0.002,0.9824,0.0,0.2029,,62.84,66.48,,,7.415,6.47675,3.5,0.0007700000000000001,0.0006129999999999999,,,,149.0,186.8,,,0.69,,,0.28,,C,0,1,6373836161450772480,6373836161450772270,0,1,6373836161450772480,6373836161450772270,6373836161450772270,N,0.0,0.719865,109.3219141995492,36.4111521428342,0.001,0.001,0.0,897996027151925760,109.32193539805,0.0253,36.411131566979996,0.0284,0.0603,0.0295,3.9619999999999997,0.047,-4.779,0.049,False,120521.0,103.915,12.985708,47287.0,197.21,13.664535,104451.0,261.52299999999997,12.214642,1.449893,-155.39,2.12,4,4473.24,,,,,0.735152,109.32189299999999,36.411131,0.055999999999999994,0.055,90.0,1237663531861278941,1,,6,J071717.25+362440.0,*,202312555827216,2003.8095,3,16.773,0.009000000000000001,15.312999999999999,0.006,13.030999999999999,0.001,12.674000000000001,0.002,13.035,0.005,,,,,,,-10.2,2.5,0.1,2.5,0,,,,0.823412,0.0007092935749187884
224,J072125.69+301345.7,110.357069,30.22937,12.28,11.55,11.27,,,,,,,,,,,,,Lamost_DR2,110.35720900000001,30.229381,GALEX J072125.7+301345,6374012045730256201,6374012045729202176,AIS,110.578252,29.724357,218.0,326.0,188.0852,19.2635,50088,1953,61,0.540103,True,1,0.0657,0,0,,,20.4975,0.1193,,,0.4175,0.1193,,,0.5522,0.1063,,,0.5048,0.1482,0,17,0,0,,,22.9609,2.5214,,,2355.88,3123.16,,6.619,,0.003,0.9826,0.0,0.2134,,1.08,-5.82,,,11.811,50.4706,3.5,0.000926,0.000728,,,,237.9,154.3,,,0.61,,,0.22,,C,0,1,6374012045730255872,6374012045730256201,0,1,6374012045730255872,6374012045730256201,6374012045730256201,N,0.0,0.438141,110.3570557067065,30.2293720397963,0.001,0.001,90.0,885915040061991552,110.35705641993,0.0357,30.22930647793,0.032,0.9108,0.0367,0.14300000000000002,0.068,-15.227,0.057999999999999996,False,419218.0,92.315,11.632265,177320.0,330.694,12.229492,341164.0,306.7,10.929511,1.299981,46.45,0.48,6,4765.38,,,7.09,23.381999999999998,0.47790299999999997,110.35705700000001,30.229322999999997,0.059000000000000004,0.057,90.0,1237673755504673121,1,,6,J072125.69+301345.5,*,483856285569040,2006.8899,3,15.81,0.008,15.190999999999999,0.01,11.655999999999999,0.001,11.366,0.001,13.545,0.016,,,,,,,,,,,0,,,,0.517558,0.001721972498413941
225,J072252.40+301517.9,110.718341,30.254994,12.89,12.18,11.9,,,,,,,,,,,,,Lamost_DR2,110.718356,30.255096,GALEX J072252.4+301518,6374012045730255761,6374012045729202176,AIS,110.578252,29.724357,218.0,326.0,188.1769,19.5644,50088,1953,61,0.544435,True,1,0.0655,0,0,,,19.7728,0.0762,,,-0.3072,0.0762,,,-0.1492,0.0715,,,-0.3065,0.0806,256,17,0,0,,,44.7573,3.13915,,,1607.05,3184.69,,5.672999999999999,,0.002,0.9801,0.0,0.15,,-21.98,-28.94,,,13.2095,,3.5,0.0009960000000000001,0.0008460000000000001,,,,240.2,171.0,,,0.57,,,0.17,,C,1,2,6374012045730255872,6374012045730255761+6374012044656509437,1,2,6374012045730255872,6374012045730255761+6374012044656509437,6374012045730255761+6374012044656509437,N,0.0,0.37080599999999997,110.71834197110991,30.2549992796813,0.001,0.001,90.0,885871158381024896,110.71834036193,0.0357,30.254988008909997,0.0308,0.9217,0.0403,-0.32299999999999995,0.067,-2.6180000000000003,0.062,False,257229.0,60.431999999999995,12.162567,115504.0,243.718,12.6949,200262.0,191.093,11.507921000000001,1.186978,,,0,4868.46,,,5.19,13.62,0.35091500000000003,110.71833400000001,30.254989000000002,0.052000000000000005,0.051,0.0,1237651191346430306,1,,6,J072252.40+301517.9,*,483856252014608,2000.2579,3,15.620999999999999,0.006999999999999999,13.050999999999998,0.001,12.194,0.001,15.149000000000001,0.013000000000000001,13.556,0.019,,,,,,,-5.6,2.7,-0.5,2.7,0,,,,0.390437,0.0020493975948734596
226,J072732.47+263824.4,111.88533000000001,26.640125,15.87,15.04,14.74,,,,,,,,,,,,,Lamost_DR2,111.885199,26.640218,GALEX J072732.4+263824,6374012068278830862,6374012068277780480,AIS,112.12432,26.808184000000004,215.0,321.0,192.1442,19.2236,50088,2625,82,0.271714,True,1,0.0728,0,0,,,21.5181,0.2154,,,1.4381,0.2154,,,1.3805,0.1722,,,1.3214,0.2739,0,0,0,0,,,8.96899,1.77882,,,2413.11,1490.86,,5.0889999999999995,,0.002,0.9829,0.0,0.1735,,-63.18,-67.38,,,1.50589,97.5176,3.5,0.000721,0.000596,,,,240.8,189.2,,,0.68,,,0.3,,C,0,1,6374012068278831104,6374012068278830862,0,1,6374012068278831104,6374012068278830862,6374012068278830862,N,0.0,0.537081,111.8853330979738,26.6401470091893,0.001,0.001,90.0,871962855981569408,111.88533953221001,0.0376,26.64011552689,0.0324,0.0931,0.0456,1.3359999999999999,0.067,-7.312,0.057,False,17158.8,7.606960000000001,15.102146,7231.09,19.3074,15.703379,14329.6,18.8619,14.371332999999998,1.3320459999999998,,,0,4908.86,0.308,0.1612,,,0.501508,111.88533000000001,26.640146,0.001,0.001,0.0,1237657596217393265,1,+,6,J072732.47+263824.5,*,202385570795568,2001.9642,3,18.11,0.012,15.995999999999999,0.004,15.038,0.004,16.331,0.013999999999999999,14.552,0.005,,,,,,,-0.7,2.6,-5.6,2.6,0,,,,0.49448800000000004,0.0002070253990704794
227,J072741.94+294401.6,111.92478,29.733801,12.88,12.16,11.85,,,,,,,,,,,,,Lamost_DR2,111.92478799999999,29.734006,GALEX J072741.9+294402,6374012052172704781,6374012052171653120,AIS,111.599708,29.696944000000002,215.0,322.0,189.0857,20.3603,50088,2145,67,0.28475300000000003,True,1,0.0538,0,0,,,19.8633,0.0742,,,-0.2167,0.0742,,,-0.1913,0.0687,,,-0.1362,0.0918,0,0,0,0,,,41.1807,2.81215,,,1231.69,1991.82,,3.7,,0.002,0.9846,0.0,0.073,,5.64,3.9,,,9.544369999999999,8.60675,3.5,0.000754,0.000699,,,,243.4,187.0,,,0.51,,,0.1,,C,0,1,6374012052172704768,6374012052172704781,0,1,6374012052172704768,6374012052172704781,6374012052172704781,N,0.0,0.737974,111.9247401390794,29.733824637828196,0.001,0.001,90.0,885677609973727872,111.92473684663,0.0402,29.733815554370004,0.034,0.3835,0.0389,-0.664,0.07400000000000001,-2.11,0.059000000000000004,False,274305.0,68.2839,12.092781,117935.0,300.038,12.67228,220377.0,332.469,11.404007,1.268273,69.9,2.13,7,4797.9,,,13.38,85.494,0.6698270000000001,111.924749,29.733828000000003,0.052000000000000005,0.049,0.0,1237654330970407162,2,,6,J072741.93+294401.7,*,483856285569040,2001.0659,3,15.628,0.005,13.372,0.002,12.154000000000002,0.001,11.844000000000001,0.001,12.533,0.004,,,,,,,0.8,2.6,1.9,2.6,0,,,,0.653524,0.0020362271408067966
228,J073101.21+350721.3,112.75505,35.122593,15.48,14.74,14.47,,,,,,,,,,,,,Lamost_DR2,112.75502,35.122403999999996,GALEX J073101.2+350720,6373836164671996655,6373836164670947328,AIS,113.043523,35.501253000000005,219.0,329.0,183.8613,22.7953,50083,3169,99,0.446038,True,1,0.0561,0,0,,,22.7682,0.4054,,,2.6882,0.4054,,,2.8028,0.4764,,,3.7352,2.1209,0,17,0,0,,,2.83619,1.05865,,,2461.07,1010.45,,6.627000000000001,,0.003,0.9389,0.0,0.2521,,21.73,25.62,,,6.6273,14.5584,3.5,0.000535,0.0004,,,,271.9,185.4,,,1.32,,,0.57,,C,0,1,6373836164671996928,6373836164671996655,0,1,6373836164671996928,6373836164671996655,6373836164671996655,N,0.0,0.684624,112.7550827941724,35.122583072304,0.001,0.001,90.0,893890278935156480,112.75508282956001,0.0358,35.12257308922,0.0371,0.0577,0.0376,0.006999999999999999,0.065,-2.319,0.063,False,22698.2,10.273,14.798385000000001,9741.39,31.3192,15.379836,18336.5,42.1718,14.103629999999999,1.276206,,,0,4774.49,,,,,0.670652,112.75506899999999,35.122588,0.001,0.001,0.0,1237651192422400150,1,+,6,J073101.21+350721.3,*,202381275828272,2000.2579,3,17.944000000000003,0.012,15.637,0.004,14.737,0.004,14.925999999999998,0.006999999999999999,14.29,0.005,,,,,,,-0.3,2.8,-2.1,2.8,0,,,,0.67667,0.00024122611379648936
229,J073253.90+291309.7,113.22462,29.219363,15.25,14.67,14.44,,,,,,,,,,,,,Lamost_DR2,113.22480700000001,29.219439,GALEX J073253.9+291309,6374012066131350363,6374012066130296832,AIS,113.130781,28.682818,213.0,213.0,190.0207,21.2444,50088,2561,80,0.542892,True,1,0.0624,0,0,,,19.6167,0.0779,,,-0.4633,0.0779,,,-0.3566,0.075,,,-0.4675,0.0828,256,17,0,0,,,51.6802,3.7052099999999997,,,1738.55,3194.45,,4.143,,0.002,0.9802,0.0,0.22399999999999998,,78.8,71.63,,,12.7449,9.9351,3.5,0.001006,0.00078,,,,165.2,168.2,,,0.55,,,0.15,,C,0,1,6374012066131350528,6374012066131350363,0,1,6374012066131350528,6374012066131350363,6374012066131350363,N,0.0,0.649807,113.2246367269549,29.2193964924691,0.002,0.001,90.0,873415482639926400,113.22460807383001,0.0474,29.219366355179996,0.0549,0.0452,0.0859,-5.808,0.099,-7.0,0.06,False,24665.1,11.4361,14.708158,11678.1,23.5942,15.182954999999998,18728.6,28.3148,14.080654000000001,1.102301,,,0,5001.55,,,,,0.556441,113.224639,29.219401,0.001,0.001,90.0,1237654329359860002,2,,6,J073253.91+291309.8,*,35255507619856,2001.0659,3,16.916,0.006,15.35,0.003,14.657,0.003,14.411,0.003,14.294,0.003,,,,,,,-5.4,2.7,-7.6,2.7,0,,,,0.544313,0.0006217645522475433
230,J073333.03+362253.5,113.38766000000001,36.381551,15.88,15.27,15.06,,,,,,,,,,,,,Lamost_DR2,113.387841,36.381566,GALEX J073333.0+362253,6373836157155805557,6373836157154754560,AIS,113.72293400000001,36.430569,215.0,215.0,182.7241,23.6655,50083,2945,92,0.274109,True,1,0.0517,0,0,,,22.0244,0.307,,,1.9444,0.307,,,1.7796,0.2631,,,2.2151,0.6413,0,0,0,0,,,5.62662,1.59075,,,2541.36,1830.97,,6.056,,0.003,0.9786,0.0,0.2239,,-57.77,-62.45,,,7.576569999999999,5.77498,3.5,0.0006,0.000465,,,,161.8,193.7,,,0.78,,,0.33,,C,0,1,6373836157155805184,6373836157155805557,0,1,6373836157155805184,6373836157155805557,6373836157155805557,N,0.0,0.528742,113.38769551526441,36.3815552171462,0.002,0.001,0.0,895602459057268608,113.38769218131,0.0439,36.3815508385,0.0488,0.1385,0.0547,-0.623,0.087,-1.0170000000000001,0.1,False,13852.6,8.786389999999999,15.334539000000001,6426.64,16.5401,15.831429,10631.6,19.4947,14.695419000000001,1.136009,,,0,4959.5,,,,,0.423442,113.387671,36.381571,0.001,0.001,90.0,1237651495216414963,2,,6,J073333.04+362253.6,*,35255507619856,2000.3153,3,17.78,0.011000000000000001,16.0,0.004,15.263,0.004,15.027999999999999,0.004,14.927999999999999,0.005,,,,,,,-0.5,2.8,1.6,2.8,0,,,,0.49301999999999996,0.00028055939940012896
231,J073406.93+351345.5,113.52888,35.229328,12.88,12.28,12.02,,,,,,,,,,,,,Lamost_DR2,113.52903700000002,35.229417,GALEX J073406.9+351345,6373836164671997248,6373836164670947328,AIS,113.043523,35.501253000000005,219.0,329.0,183.9608,23.4304,50083,3169,99,0.48026199999999997,True,1,0.0567,0,0,,,17.5691,0.0218,,,-2.5109,0.0218,,,-2.4024,0.0229,,,-2.51,0.022000000000000002,0,1,0,0,,,340.69199999999995,6.8509899999999995,,,942.91,1268.99,,3.654,,0.002,0.9840000000000001,0.0,0.1276,,-55.83,-59.62,,,13.9271,10.5626,3.5,0.001036,0.000904,,,,260.5,155.8,,,0.47,,,0.04,,C,1,2,6373836164671996928,6373836164671997248+6373836163598255423,1,2,6373836164671996928,6373836164671997248+6373836163598255423,6373836164671997248+6373836163598255423,N,0.0,0.562562,113.52890107041809,35.229342865011894,0.001,0.001,90.0,895195085702958336,113.52890107042,1.0015,35.22934286501,0.9467,,,,,,,True,276458.0,157.158,12.084292999999999,136455.0,273.96299999999997,12.513913,202515.0,336.861,11.495777,1.0181360000000002,53.87,2.17,7,5245.25,,,,,0.48063100000000003,113.52887199999999,35.229349,0.04,0.04,0.0,1237651271341441181,2,,6,J073406.92+351345.6,*,483856252014608,2000.2632,3,15.307,0.006,13.401,0.002,14.798,0.01,11.915,0.001,13.239,0.006,,,,,,,0.5,2.8,0.2,2.8,0,,,,0.542632,0.0027366939615316873
232,J073500.03+222214.3,113.75016000000001,22.370649,15.01,14.29,14.05,,,,,,,,,,,,,Lamost_DR2,113.75023799999998,22.370501,GALEX J073500.0+222213,6377882292300287951,6377882292299235328,AIS,113.6737,22.152468,203.05,333.05,197.0098,19.2108,50198,929,29,0.22925,True,1,0.057,0,0,,,21.43,0.2133,,,1.3499,0.2133,,,1.5096,0.1887,,,1.3921,0.2961,0,0,0,0,,,9.72787,1.91107,,,1762.55,2438.27,,8.245,,0.003,0.983,0.0,0.1603,,74.76,75.97,,,10.5475,8.84708,3.5,0.000801,0.000672,,,,240.9,176.1,,,0.79,,,0.38,,C,0,1,6377882292300288000,6377882292300287951,0,1,6377882292300288000,6377882292300287951,6377882292300287951,N,0.0,0.591594,113.7501514414278,22.370644297324098,0.001,0.001,90.0,865700621865784448,113.75015167918998,0.0317,22.3706415031,0.026000000000000002,0.1054,0.0325,0.051,0.061,-0.649,0.053,False,34218.0,12.0416,14.35273,15085.3,31.1164,14.905004000000002,27147.2,46.3791,13.677608,1.227396,,,0,4962.3,,,,,0.590896,113.750143,22.370642,0.001,0.001,0.0,1237657875390070985,1,+,6,J073500.03+222214.3,*,35255507616272,2002.0376,3,17.317999999999998,0.009000000000000001,15.145,0.003,14.257,0.003,14.020999999999999,0.003,13.87,0.003,,,,,,,5.6,2.7,1.2,2.7,0,,,,0.598958,0.00042936401179434426
233,J073616.08+203712.7,114.06700000000001,20.620195000000002,12.73,12.03,11.77,,,,,,,,,,,,,Lamost_DR2,114.067146,20.620172,GALEX J073616.1+203712,6377882305185189960,6377882305184137216,AIS,113.68248500000001,20.352056,212.05,212.05,198.8395,18.8134,50198,1313,41,0.449139,True,1,0.0417,0,0,,,20.8518,0.1649,,,0.7718,0.1649,,,0.8659,0.1509,,,0.802,0.2095,0,1,0,3,,,16.5678,2.51531,,,1056.77,2549.99,,7.931,,0.003,0.9833,0.0,0.1152,,70.38,68.81,,,10.5323,6.18626,3.5,0.000779,0.0006889999999999999,,,,151.4,159.3,,,0.68,,,0.28,,C,0,1,6377882305185189888,6377882305185189960,0,1,6377882305185189888,6377882305185189960,6377882305185189960,N,0.0,0.499486,114.06699140383681,20.6202026151417,0.001,0.001,90.0,673094939483457536,114.06698793178002,0.0341,20.62019156988,0.028999999999999998,0.4617,0.0365,-0.755,0.069,-2.565,0.061,False,267812.0,55.6726,12.118789,115572.0,345.86400000000003,12.694256,215237.0,208.958,11.429627,1.264628,41.95,2.13,6,4777.41,0.183,0.1007,11.11,57.931999999999995,0.532424,114.066992,20.620184,0.047,0.047,0.0,1237657877537227058,1,,6,J073616.07+203712.6,*,483854104530960,2002.0379999999998,3,15.919,0.006999999999999999,15.347000000000001,0.011000000000000001,12.171,0.001,11.868,0.001,12.134,0.004,,,,,,,-7.4,2.7,3.2,2.7,0,,,,0.522185,0.001557493355784584
234,J073816.02+254006.2,114.56676000000002,25.668415,13.22,12.49,12.18,,,,,,,,,,,,,Lamost_DR2,114.566846,25.66862,GALEX J073816.0+254007,6377882278341642487,6377882278340591616,AIS,114.700107,25.775812,208.0,333.05,194.035,21.1178,50198,513,16,0.160946,True,1,0.0512,0,1,,,20.6427,0.1221,,,0.5627,0.1221,,,0.6799,0.1099,,,0.6182,0.1554,0,0,0,0,,,20.0874,2.2578400000000003,,,2199.17,1642.14,,4.658,,0.002,0.9836,0.0,0.1431,,-68.89,-80.62,,,11.243,59.9489,3.5,0.0008449999999999999,0.000724,,,,239.2,198.9,,,0.62,,,0.24,,C,0,1,6377882278341642240,6377882278341642487,0,1,6377882278341642240,6377882278341642487,6377882278341642487,N,0.0,0.790125,114.56677465050741,25.6684255837885,0.001,0.001,90.0,868940740896517888,114.56676616495001,0.0354,25.66840040503,0.0334,0.4884,0.0394,-1.776,0.066,-5.848,0.06,False,194960.0,40.4226,12.463505,84296.0,152.953,13.036871000000001,156185.0,178.037,11.777822,1.259049,5.56,3.38,6,4835.66,0.364,0.179,8.68,37.089,0.7371939999999999,114.566773,25.668422,0.042,0.040999999999999995,90.0,1237657118402805869,1,,6,J073816.02+254006.3,*,483856285569040,2001.8655,3,16.063,0.009000000000000001,13.445,0.001,12.515999999999998,0.001,12.225,0.001,13.682,0.012,,,,,,,-2.0,2.7,-4.1,2.7,0,,,,0.752466,0.0013640371184704613
