,uchisq,gchisq,rchisq,ichisq,zchisq,totchisq,reducedtotchisq
0,3.0108397073460216,0.7735391882792466,0.015986200681831025,0.00020346915499841776,0.06326641317104835,3.8638349786331463,1.2879449928777154
1,2.979757991641737,0.7605036333721973,0.014032147741409628,3.6312836177340924e-05,0.06771745659897885,3.8220475421905,1.2740158473968333
2,2.927522106597988,0.7371916395235125,0.01075853787012292,8.51764893534046e-05,0.07637810700307714,3.7519355674840535,1.2506451891613513
3,2.8776645677882455,0.7150293402952728,0.008003454355055822,0.0005748294800879973,0.08524966309505595,3.686521855013718,1.228840618337906
4,2.833164703526043,0.694546184809273,0.005762393718536105,0.0014426481156102249,0.09414224612906823,3.629058176298531,1.209686058766177
5,2.780273982472676,0.6712613484039494,0.0036518008946733074,0.0029128390484459464,0.1048221016707425,3.5629220724904873,1.1876406908301624
6,2.722465830853597,0.6473918064213661,0.001984992962257871,0.004952481564997298,0.11635227423476927,3.4931473860369877,1.1643824620123293
7,2.6757182211971218,0.6262919327069807,0.0008942607964766672,0.007313110037265787,0.12756690921149935,3.437784433949344,1.1459281446497813
8,2.6246134588142724,0.6048219533320687,0.0002252873563218371,0.010184370551003945,0.13947509970530578,3.3793201697589725,1.1264400565863242
9,2.573075998018501,0.5819833389211108,1.8995799932628953e-06,0.01388989218458479,0.15321304043143852,3.3221641691356285,1.1073880563785428
10,2.518537420772224,0.5592912893995272,0.0003147440828081601,0.018163360157088616,0.16754802244361175,3.2638548368552596,1.0879516122850865
11,2.4710202147023668,0.5385529037536234,0.0011020922777456523,0.022722650542318253,0.18169297473976162,3.215090836015816,1.0716969453386054
12,2.419683244817646,0.5169595541110407,0.0024493238821511856,0.028080076748244587,0.19720366751149815,3.164375867070581,1.0547919556901937
13,2.3648036978615545,0.49407298408396905,0.004506650199364362,0.03451675639684656,0.2147020796674305,3.1126021682091647,1.0375340560697215
14,2.310444200862967,0.4720935218640194,0.007118487767057764,0.041443693057901666,0.23249242314019924,3.063592326692145,1.021197442230715
15,2.2622181571383395,0.45186828161812775,0.010152539243445582,0.04861242475550694,0.2500715308988679,3.0229229336542875,1.0076409778847626
16,2.2083207285706874,0.42958507286356945,0.014213839681333053,0.0573684438171242,0.2706216543127411,2.980109739245455,0.9933699130818184
17,2.1511503871031903,0.4065559299332904,0.019252935434680506,0.06742034167836831,0.29323757077652773,2.9376171649260576,0.9792057216420192
18,2.0931543811016895,0.38330072370662666,0.02531253052460847,0.07875741716315862,0.317783678975612,2.8983087314716958,0.9661029104905653
19,2.0334018738909734,0.3599888537879183,0.032423137173376214,0.091350097900842,0.3440743719409511,2.8612383346940606,0.9537461115646869
20,1.9513483510619773,0.3268012053685049,0.04478497909220974,0.11217110870242643,0.3860391291372851,2.8211447733624038,0.9403815911208012
21,1.8683839192227618,0.2946823183964863,0.05938947387877101,0.13550548892570985,0.43118755509091705,2.789148755514646,0.9297162518382153
22,1.7908810299403282,0.2648515336918123,0.07576389698042997,0.16062444255254094,0.47809195639658786,2.770212859561699,0.9234042865205664
23,1.71581300594106,0.2369938699699474,0.09389930579192994,0.1875944698805121,0.5269957099918052,2.7612963615752544,0.9204321205250848
24,1.6420644298376235,0.2098178000604922,0.11481918227285474,0.2179305482143635,0.5805266180478226,2.7651585784331565,0.9217195261443855
25,1.579361856841855,0.1873816537965612,0.13499175083072662,0.24668531716962008,0.6302644803024036,2.7786850589411665,0.9262283529803889
26,1.53727668076053,0.17152514058623836,0.15150718392105336,0.27020027250789724,0.6706027759347566,2.8011120537104754,0.9337040179034918
27,1.4922509506883759,0.15561229952967737,0.16981788042508797,0.2959719757031805,0.7142482610220927,2.8279013673684146,0.9426337891228048
28,1.4516367006514397,0.14121582840529312,0.18827730137713725,0.32169047467070794,0.7571966014646508,2.860016906569229,0.9533389688564097
29,1.4126511145495937,0.12814745785531345,0.20669869457440337,0.34713691113892153,0.7992474922961993,2.8938816704144315,0.9646272234714771
30,1.374675234117852,0.11569182360285708,0.22605246360429973,0.3736689221930143,0.8426131916291076,2.9327016351471307,0.9775672117157103
31,1.3459349528472655,0.10630302788444096,0.24201128526908947,0.3954050477784205,0.8777805267954231,2.967434840574639,0.9891449468582131
32,1.319700136048917,0.09846529506438104,0.2562181655290294,0.41464621527739765,0.908812030593959,2.997841842513684,0.9992806141712279
