name,ra,dec,sloan_g_mag,sloan_r_mag,sloan_i_mag,sloan_z_mag,galah_g_mag,galah_r_mag,galah_i_mag,Bmag,Vmag,Rmag,Imag,Jmag,Hmag,Kmag,class_green13,origin,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra_x,ra_error,dec_x,dec_error,parallax,Posparallax,distance,dist_mod,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,Mg,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,Error Bar,radial_velocity,radial_velocity_error,rv_nb_transits,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val,angDist
J051746.09+392950.1,79.442072,39.497277,15.57,14.31,13.72,,,,,,,,,,,,,Lamost_DR2,79.44206248,39.4972659,0.001,0.001,90,1.88729E+17,79.44206831,0.0268,39.49726381,0.0194,0.2387,0.2387,4189.359028,13.1107379,0.0312,1.046,0.049,-0.486,0.034,FALSE,38829.5,10.5547,14.215462,1.104724095,11522.4,25.417,15.19753,41051.6,54.5524,13.228595,1.968935,79.96939982,,,0,3943.3,1.2177,0.6043,,,0.047919
J051825.73+584924.0,79.607227,58.823343,14.13,12.84,12,,,,,,,,,,,,,Lamost_DR2,79.60722823,58.82334787,0.001,0.001,90,2.81131E+17,79.60722821,0.0337,58.82335064,0.0319,0.252,0.252,3968.253968,12.9929973,0.0365,-0.003,0.058,0.646,0.056,FALSE,195977,62.3389,12.457852,-0.535145296,50943.4,150.202,13.583668,219234,290.371,11.409651,2.174017,440.5729958,8.45,1.58,9,3695.29,0.834,0.413,38.58,250.001,0.017665
J051826.62+475802.7,79.610943,47.967419,15.12,13.12,12.19,,,,,,,,,,,,,Lamost_DR2,79.61094888,47.96741717,0.002,0.001,90,2.12989E+17,79.610954,0.0555,47.96741187,0.049,0.0562,0.0562,17793.59431,16.25131842,0.0558,0.797,0.122,-1.23,0.09,FALSE,287351,1618.96,12.042336,-4.208982422,41528.3,1055.99,13.805528,394985,5729.35,10.770468,3.03506,6785.33999,-13.89,0.67,5,3877.06,1.539,0.848,,,0.015626
J051827.01+293319.7,79.612559,29.555477,16.17,14.71,14,,,,,,,,,,,,,Lamost_DR2,79.6125459,29.55549203,0.001,0.001,90,3.44667E+18,79.61256893,0.0409,29.55546917,0.0326,0.0972,0.0972,10288.06584,15.06166868,0.0453,4.654,0.078,-5.308,0.053,FALSE,28354.5,10.7365,14.556811,-0.504857675,7405.73,16.9258,15.677467,31708.2,67.6127,13.508991,2.168476,84.53850032,,,0,3671.61,,,,,0.0679
J051901.83+293651.5,79.757658,29.614323,16.78,15.59,15.01,,,,,,,,,,,,,Lamost_DR2,79.75765652,29.61432911,0.002,0.001,90,3.44667E+18,79.75765923,0.0568,29.61432716,0.0418,0.1035,0.1035,9661.835749,14.92529825,0.0586,0.547,0.113,-0.454,0.07,FALSE,11470.5,7.08637,15.539413,0.614114749,3671.58,14.4595,16.439257,11647,15.3033,14.596385,1.842872,29.76280031,,,0,3993,1.108,0.5455,,,0.022491
J051938.41+350928.3,79.910047,35.157876,15.05,13.9,13.25,,,,,,,,,,,,,Lamost_DR2,79.91005712,35.15789464,0.001,0.001,90,1.83622E+17,79.9100618,0.0292,35.15787589,0.0211,0.3625,0.3625,2758.62069,12.20345995,0.0314,0.888,0.05,-4.357,0.034,FALSE,55421.7,15.8541,13.829167,1.625707055,17842.8,25.3763,14.722732,55814.7,61.3583,12.895048,1.827683,86.73460081,-30.54,2.61,7,3934.33,1.1905,0.58,11.59,29.01,0.073435
J051942.08+404106.5,79.925359,40.685146,14,12.7,11.94,,,,,,,,,,,,,Lamost_DR2,79.92534554,40.6851382,0.001,0.001,90,1.94806E+17,79.92535697,0.0454,40.68514027,0.0341,0.1659,0.1659,6027.727547,13.90076807,0.0622,2.013,0.073,0.479,0.056,TRUE,201287,40.7322,12.428827,-1.47194107,54262.2,142.65,13.515145,218917,248.683,11.411223,2.103922,391.3329939,18.03,1.01,20,4059,,,,,0.046227
J052000.17+500010.3,80.000728,50.002888,13.46,12.28,11.7,,,,,,,,,,,,,Lamost_DR2,80.00076335,50.0029301,0.001,0.001,90,2.61791E+17,80.0007657,0.0379,50.00291952,0.0286,0.2048,0.2048,4882.8125,13.44335024,0.0385,0.351,0.074,-2.457,0.053,FALSE,286893,61.7613,12.044065,-1.399285238,95379.6,246.594,12.902749,278429,237.938,11.150133,1.752616,484.5319941,15.53,1.18,12,4231.44,0.453,0.189,36.89,392.978,0.172231
J052012.94+114906.8,80.053927,11.818557,20.78,16.88,14.79,,,,,,,,,,,,,Lamost_DR2,80.053939,11.81852859,0.005,0.003,90,3.38741E+18,80.05393092,0.1626,11.81852755,0.1124,-0.447,0.447,2237.136465,11.74846238,0.183,-1.838,0.327,-0.242,0.224,FALSE,5910.87,256.352,16.259237,4.510774616,180.961,14.0331,19.707422,13780.8,1304.83,14.413733,5.29369,1318.8631,,,0,3316,,,,,0.110681
J052013.43+374020.9,80.055992,37.672485,16.66,15.02,14.17,,,,,,,,,,,,,Lamost_DR2,80.05598857,37.67249594,0.001,0.001,90,1.87493E+17,80.05599546,0.0412,37.67249538,0.0339,0.1605,0.1605,6230.529595,13.97262482,0.0464,1.267,0.081,-0.129,0.058,FALSE,23333,8.65009,14.768438,0.795813184,5263.97,28.3383,16.048105,28152,41.4421,13.638145,2.40996,69.7804007,,,0,3392.67,1.9747,0.9887,,,0.040569
J052016.89+061556.1,80.070377,6.265591,14.75,13.98,13.69,,,,,,,,,,,,,Lamost_DR2,80.07038778,6.265600876,0.001,0.001,90,3.24092E+18,80.07038928,0.0246,6.265599457,0.0205,0.1114,0.1114,8976.660682,14.76557405,0.0294,0.346,0.048,-0.329,0.037,FALSE,46070.1,13.6124,14.029817,-0.735757046,19376.8,44.7372,14.633181,37952.3,36.9325,13.313825,1.319356,81.66970169,,,0,4710.07,0.2425,0.1262,,,0.052471
J052047.23+381245.5,80.196795,38.212649,16.43,14.92,14.14,,,,,,,,,,,,,Lamost_DR2,80.19679048,38.21265222,0.001,0.001,90,1.87575E+17,80.19678706,0.0444,38.21265005,0.0362,0.1999,0.1999,5002.501251,13.49593603,0.0472,-0.624,0.088,-0.503,0.058,FALSE,24247.7,10.2577,14.726689,1.230752971,6019.48,19.3178,15.902491,27983.2,47.3669,13.644676,2.257814,66.68470052,,,0,3594.87,1.6747,0.8183,,,0.017263
J052114.34-033204.5,80.309756,-3.534599,13.9,12.87,12.53,,,,,,,,,,,,,Lamost_DR2,80.30976037,-3.534590544,0.001,0.001,90,3.21088E+18,80.309746,0.0215,-3.534627595,0.0194,0.3895,0.3895,2567.394095,12.04746269,0.0272,-3.329,0.048,-8.605,0.04,FALSE,117447,55.3802,13.013761,0.96629831,45674.8,64.296,13.702196,103765,137.385,12.221787,1.480409,201.6809976,37.54,1.3,9,4379.65,0.531,0.2472,11.17,41.33,0.034246
J052128.45+155433.9,80.368542,15.909444,18.69,14.46,12.74,,,,,,,,,,,,,Lamost_DR2,80.36858563,15.90941574,0.002,0.001,90,3.39403E+18,80.36858708,0.0545,15.90941194,0.0464,-0.0242,0.0242,41322.31405,18.08092317,0.0625,0.325,0.107,-0.881,0.074,FALSE,75140.9,2346.2,13.498674,-4.58224917,9809.92,1544.81,15.372225,105059,9821.16,12.208342,3.163883,11365.97006,,,0,3299,,,,,0.18211
J052159.17+433925.2,80.496546,43.657003,14.29,13.34,12.73,,,,,,,,,,,,,Lamost_DR2,80.49655874,43.65700763,0.001,0,90,2.07407E+17,80.49657162,0.0242,43.65699446,0.0185,0.5196,0.5196,1924.557352,11.42165429,0.0258,2.165,0.043,-3.058,0.031,FALSE,107276,30.1927,13.112106,1.690451712,35669.7,44.7554,13.97064,104953,101.537,12.209435,1.761206,146.2924016,17.6,2.55,5,3977.25,1.2227,0.603,10.85,26.547,0.037123
J052215.92+083739.1,80.566366,8.627548,17.51,13.81,13.38,,,,,,,,,,,,,Lamost_DR2,80.5663595,8.627551322,0.003,0.003,90,3.33755E+18,80.56636793,0.109,8.627558378,0.0888,0.4959,0.4959,2016.535592,11.52302946,0.1197,1.936,0.214,1.639,0.163,FALSE,50406.2,2673.57,13.932156,2.409126541,2364.79,512.283,16.916906,70415.7,10905.8,12.642746,4.27416,11418.08302,,,0,3291,2.8208,1.4298,,,0.026049
J052224.18+385112.3,80.600788,38.853441,18.91,14.85,13.5,,,,,,,,,,,,,Lamost_DR2,80.60079333,38.85342298,0.002,0.002,90,1.87702E+17,80.60079807,0.0697,38.85341446,0.0642,0.1927,0.1927,5189.413596,13.57559143,0.0806,0.857,0.144,-1.978,0.113,FALSE,103926,4693.57,13.146554,-0.429037427,9333.47,1745.63,15.426281,156751,20372.5,11.773891,3.65239,22118.13,27.59,0.89,4,3324,1.5495,0.902,,,0.066584
J052237.82+402234.2,80.6576,40.376175,15.93,14.48,13.75,,,,,,,,,,,,,Lamost_DR2,80.65758723,40.37616307,0.001,0.001,90,1.94024E+17,80.65757815,0.0322,40.37614579,0.0263,0.5176,0.5176,1931.993818,11.43002866,0.0387,-1.606,0.062,-4.013,0.046,FALSE,35132.4,10.9308,14.324096,2.894067338,9225.56,26.6335,15.438906,39217.6,61.3104,13.278219,2.160687,87.94389915,,,0,3936.21,2.173,1.0803,6.45,9.008,0.055432
J052243.84+181138.3,80.682699,18.193999,15.23,14.28,13.89,,,,,,,,,,,,,Lamost_DR2,80.68269286,18.19400396,0.001,0.001,90,3.40058E+18,80.68269893,0.0311,18.19399938,0.0254,0.3593,0.3593,2783.189535,12.22271391,0.0399,1.339,0.078,-1.061,0.058,FALSE,35982.2,11.0847,14.298147,2.075433086,13593.1,45.5663,15.018088,32210.2,38.5159,13.491935,1.526154,84.08219944,,,0,4401.58,,,6.6,14.733,0.027549
J052253.62+053621.0,80.723422,5.605861,13.45,12.96,12.48,,,,,,,,,,,,,Lamost_DR2,80.7234286,5.605869589,0.001,0.001,90,3.23783E+18,80.72343772,0.0319,5.605851921,0.0289,0.4248,0.4248,2354.048964,11.85907746,0.0357,2.109,0.058,-4.104,0.05,FALSE,168973,42.7615,12.618823,0.75974554,68959.4,205.625,13.254905,142456,140.347,11.877717,1.377188,345.972,45.45,2.35,5,4709.44,0.322,0.155,9.97,44.059,0.03892
J052256.35+215237.4,80.734832,21.877064,17.01,15.63,14.9,,,,,,,,,,,,,Lamost_DR2,80.73483285,21.87707166,0.002,0.001,90,3.41446E+18,80.73483593,0.0578,21.8770647,0.0431,0.225,0.225,4444.444444,13.23908741,0.0548,0.664,0.113,-1.616,0.068,FALSE,12085.1,9.0351,15.48274,2.243652591,3255.12,19.0628,16.56997,13479.8,23.4748,14.437716,2.132254,42.53759945,,,0,4113,1.827,0.8937,,,0.027723
J052259.17-044507.9,80.746545,-4.752196,13.23,12.34,11.94,,,,,,,,,,,,,Lamost_DR2,80.7465319,-4.752190425,0.001,0.001,90,3.21016E+18,80.74654031,0.026,-4.752200316,0.0245,0.4675,0.4675,2139.037433,11.65109192,0.0336,1.945,0.057,-2.297,0.056,FALSE,246537,54.256,12.208662,0.557570076,99209.6,162.378,12.860004,210058,175.126,11.456072,1.403933,337.504006,32.04,0.71,10,4662.66,0.5003,0.256,11.25,53.903,0.051093
J052305.83+054551.1,80.774333,5.764222,14.6,13.43,12.98,,,,,,,,,,,,,Lamost_DR2,80.77433923,5.764224571,0.001,0.001,90,3.23784E+18,80.77434071,0.0205,5.764222228,0.0177,0.0578,0.0578,17301.03806,16.19036081,0.0238,0.342,0.041,-0.544,0.034,FALSE,81616,35.7,13.408927,-2.781433808,26920.7,58.4204,14.276171,79829.8,74.9812,12.506507,1.769664,133.4015987,91.32,3.61,4,4152.75,,,,,0.024164
J052308.76+322826.8,80.786508,32.474115,17.52,13.88,12.74,,,,,,,,,,,,,Lamost_DR2,80.78650087,32.47411348,0.003,0.003,90,1.80869E+17,80.78650042,0.1102,32.47411186,0.0936,0.5087,0.5087,1965.795164,11.46769131,0.1294,-0.087,0.218,-0.376,0.167,FALSE,169291,4930.44,12.616784,1.149092688,9526.7,1270.01,15.404032,270311,23183.8,11.182261,4.22177,24453.81001,-12.03,1.23,5,3284,,,,,0.02234
J052322.23+214637.7,80.842644,21.777141,15.97,14.75,14.16,,,,,,,,,,,,,Lamost_DR2,80.84265667,21.77715259,0.001,0.001,90,3.41446E+18,80.8426626,0.0453,21.77714322,0.0332,0.1233,0.1233,8110.300081,14.54518462,0.0459,1.278,0.087,-2.176,0.055,FALSE,25322,11.3939,14.679622,0.134437383,7820.21,17.1064,15.618342,26178.7,26.8055,13.717049,1.901294,43.91189954,,,0,3864.77,1.078,0.5473,,,0.059468
J052339.27+351300.3,80.913664,35.216752,18.18,14.72,15.02,,,,,,,,,,,,,Lamost_DR2,80.91366408,35.21674328,0.002,0.002,90,1.8367E+17,80.91365488,0.0722,35.21673373,0.0625,-0.2117,0.2117,4723.665564,13.37139571,0.0882,-1.745,0.139,-2.218,0.105,FALSE,27661.9,1116.96,14.583662,1.21226629,2064.58,408.199,17.064308,42465.7,5082.54,13.191825,3.872483,5490.739005,,,0,3293.5,,,,,0.031382
J052351.81+290838.6,80.965877,29.144061,15.13,14.06,13.65,,,,,,,,,,,,,Lamost_DR2,80.96587706,29.14408159,0.001,0.001,90,3.44567E+18,80.96588351,0.027,29.14407853,0.0227,0.2111,0.2111,4737.091426,13.37755883,0.0315,1.308,0.051,-0.711,0.037,FALSE,45166.4,13.6449,14.051328,0.673769167,15878.9,31.1654,14.84934,42797.2,34.3648,13.18338,1.66596,65.53019955,,,0,4280,0.7457,0.3663,,,0.07413
J052356.62+411407.9,80.985944,41.235529,17.51,14.92,13.64,,,,,,,,,,,,,Lamost_DR2,80.98592759,41.23550598,0.002,0.001,90,1.94925E+17,80.98592902,0.0635,41.23550092,0.0504,0.1319,0.1319,7581.501137,14.39877602,0.0705,0.249,0.109,-1.176,0.085,FALSE,36870.6,82.6239,14.271664,-0.127112022,4079.62,41.3159,16.324839,54108.6,445.113,12.928754,3.396085,486.4288989,-55.27,0.42,16,3795.44,1.7025,0.946,,,0.094018
J052400.43+413942.8,81.001807,41.661896,15.88,14.39,13.61,,,,,,,,,,,,,Lamost_DR2,81.00179266,41.66189936,0.001,0.001,90,1.94975E+17,81.00179629,0.0381,41.66189804,0.0424,-0.0593,0.0593,16863.40641,16.13472653,0.0667,0.63,0.072,-0.305,0.066,FALSE,40071.2,13.3181,14.181286,-1.953440533,9897.64,31.1251,15.362558,45895.1,67.4127,13.107505,2.255054,98.53779918,,,0,3824.33,,,,,0.040419
J052424.04+331842.4,81.100207,33.311795,15.65,14.6,14.08,,,,,,,,,,,,,Lamost_DR2,81.10018293,33.31181279,0.001,0.001,90,1.82472E+17,81.10018953,0.0374,33.31180573,0.0275,0.1504,0.1504,6648.93617,14.11376082,0.0388,1.282,0.065,-1.639,0.044,FALSE,28495.3,10.7554,14.551433,0.437672181,9766.18,19.0371,15.377076,27648.7,30.4049,13.657733,1.719343,49.44199984,,,0,4217.33,0.8413,0.392,,,0.096671
J052427.86+155707.1,81.116102,15.951977,17.04,15.88,15.38,,,,,,,,,,,,,Lamost_DR2,81.11608097,15.95198219,0.005,0.004,90,3.39104E+18,81.11608602,0.1594,15.95197858,0.1329,0.1754,0.1754,5701.254276,13.77985205,0.1836,1.129,0.308,-0.84,0.231,FALSE,8460.35,8.07127,15.869895,2.090042945,2801.19,19.326,16.733032,8552.49,24.0109,14.931689,1.801343,43.33690021,,,0,3904.75,1.4582,0.713,,,0.075165
J052442.09+423336.6,81.175398,42.560171,16.57,15.36,14.79,,,,,,,,,,,,,Lamost_DR2,81.17542131,42.56017684,0.001,0.001,90,1.95249E+17,81.17542304,0.0333,42.56016755,0.0271,-0.0468,0.0468,21367.52137,16.64877073,0.0398,0.296,0.062,-2.157,0.046,FALSE,14135,6.01933,15.312628,-1.336142735,4558.79,13.4537,16.204266,14681.9,20.2662,14.344963,1.859303,33.71990007,,,0,4061.97,,,,,0.06529
J052446.85+155443.9,81.195212,15.912206,14.81,13.78,13.46,,,,,,,,,,,,,Lamost_DR2,81.19520927,15.91220771,0.001,0.001,90,3.391E+18,81.19521198,0.0299,15.91218974,0.0225,0.2536,0.2536,3943.217666,12.97925375,0.0273,0.604,0.059,-4.173,0.041,FALSE,57144.3,18.2457,13.795933,0.816679246,20903,50.577,14.550866,52684.7,76.7663,12.957708,1.593158,127.3432997,,,0,4385,0.787,0.369,11.92,47.318,0.011256
J052449.20+293542.5,81.20502,29.59515,16.17,15.19,14.74,,,,,,,,,,,,,Lamost_DR2,81.20501889,29.5951522,0.001,0.001,90,3.44578E+18,81.20501966,0.0417,29.59515186,0.035,0.1568,0.1568,6377.55102,14.02326971,0.0453,0.155,0.083,-0.078,0.059,TRUE,15849.5,6.9504,15.188325,1.165055292,5845.43,41.0344,15.934347,14831.5,34.3877,14.333954,1.600393,75.42210094,,,0,4303.5,0.859,0.4112,,,0.008636
J052453.43+091220.6,81.22266,9.205739,12.77,11.67,11.16,,,,,,,,,,,,,Lamost_DR2,81.22266909,9.205716849,0.001,0.001,90,3.33769E+18,81.22267746,0.0373,9.205730282,0.0314,0.5597,0.5597,1786.671431,11.26022347,0.0445,1.917,0.063,3.12,0.051,FALSE,412138,128.071,11.65076,0.390536535,138265,316.17,12.499606,398438,391.729,10.761019,1.738587,707.8990134,50.59,0.79,6,4063,0.912,0.4317,18.43,83.394,0.08604
J052455.38+285639.4,81.230774,28.944294,15.91,14.81,14.29,,,,,,,,,,,,,Lamost_DR2,81.23076813,28.94429976,0.001,0.001,90,3.44561E+18,81.23077464,0.0336,28.94429966,0.0255,0.2234,0.2234,4476.275739,13.25458416,0.038,1.324,0.062,-0.023,0.043,FALSE,23217.1,9.55117,14.773848,1.519263844,7870.96,17.3734,15.611319,22492,26.3457,13.881847,1.729471,43.71909973,,,0,4333.28,1.0337,0.5098,,,0.027786
J052456.06+133037.6,81.233616,13.51046,15.28,14.13,13.39,,,,,,,,,,,,,Lamost_DR2,81.2336284,13.51045065,0.001,0.001,90,3.38931E+18,81.23363088,0.0269,13.51045552,0.0215,0.2792,0.2792,3581.661891,12.77042293,0.0294,0.559,0.055,1.132,0.039,FALSE,43279.2,12.8255,14.097667,1.32724407,14469.6,47.3506,14.950245,42385.9,35.0088,13.193867,1.756378,82.3594012,,,0,4090.5,1.023,0.521,11.71,34.6,0.054926
J052510.01+584322.9,81.291746,58.723055,14.38,13.49,12.94,,,,,,,,,,,,,Lamost_DR2,81.29177128,58.72306048,0,0,0,2.80344E+17,81.29177941,0.0162,58.72306026,0.015,0.2947,0.2947,3393.281303,12.65309932,0.0191,0.98,0.025,-0.05,0.027,FALSE,91211,21.5516,13.288248,0.635148679,32116.9,40.8561,14.084554,85953.8,68.4466,12.426258,1.658296,109.3026982,29.46,1.85,11,4223.5,1.0313,0.485,14.54,60.59,0.051203
J052514.42+373213.3,81.310107,37.537036,16.58,15.29,14.65,,,,,,,,,,,,,Lamost_DR2,81.31009778,37.53704327,0.001,0.001,90,1.8453E+17,81.31010073,0.0416,37.5370443,0.0311,0.0236,0.0236,42372.88136,18.13543999,0.0461,0.543,0.079,0.24,0.054,FALSE,15757.3,8.93861,15.194661,-2.940778985,4614.14,13.1144,16.191162,16867.4,28.7551,14.194301,1.996862,41.86949991,,,0,3690.5,1.0575,0.5885,,,0.03712
J052514.87+405138.5,81.311978,40.860719,15.89,14.18,13.37,,,,,,,,,,,,,Lamost_DR2,81.31197873,40.86070641,0.001,0.001,90,1.94151E+17,81.31197894,0.0411,40.86070069,0.0345,0.0922,0.0922,10845.98698,15.17634539,0.0462,0.037,0.076,-1.328,0.06,FALSE,52394.1,28.0092,13.89016,-1.286185395,11013.1,36.6923,15.24661,63847.3,140.404,12.749064,2.497545,177.0962989,58.41,1.1,7,3795.9,0.864,0.3895,,,0.04538
J052531.46+402059.1,81.381115,40.349763,16.02,14.78,14.18,,,,,,,,,,,,,Lamost_DR2,81.38110308,40.34977813,0.001,0.001,90,1.93989E+17,81.38111367,0.046,40.34974057,0.0352,0.2038,0.2038,4906.771344,13.4539791,0.0533,1.874,0.09,-8.725,0.061,FALSE,24613.1,17.0904,14.710449,1.256469898,7628.72,26.4928,15.64526,25277.9,38.0071,13.755067,1.890193,64.49989976,,,0,3784.75,1.4397,0.6577,,,0.063532
J052545.53+373810.1,81.439713,37.636154,15.93,14.34,13.52,,,,,,,,,,,,,Lamost_DR2,81.43972601,37.63616772,0.001,0.001,90,1.84532E+17,81.43972627,0.0404,37.63616275,0.0306,0.1631,0.1631,6131.207848,13.93773019,0.048,0.048,0.081,-1.154,0.057,FALSE,42717.2,16.5013,14.111857,0.174126805,9980.39,31.9908,15.353519,50391.8,53.9516,13.006021,2.347499,85.94240086,,,0,3416.33,1.6483,0.8118,,,0.061774
J052558.74+154331.3,81.494761,15.725388,15.34,14.32,13.88,,,,,,,,,,,,,Lamost_DR2,81.49474921,15.7253967,0.002,0.002,90,3.39098E+18,81.49475337,0.0807,15.72539394,0.0538,0.2093,0.2093,4777.830865,13.39615386,0.0488,0.929,0.141,-0.643,0.099,FALSE,35217.1,13.7621,14.321484,0.925330142,12753.1,32.2659,15.087346,32736.7,58.0619,13.474334,1.613012,90.32779966,,,0,4254.17,0.842,0.4675,,,0.051476
J052600.47+403658.4,81.501965,40.61624,14.56,13.44,13.01,,,,,,,,,,,,,Lamost_DR2,81.50198102,40.61622939,0.001,0.001,90,1.94098E+17,81.50198607,0.0234,40.61623282,0.0198,0.3581,0.3581,2792.516057,12.22997839,0.0279,0.89,0.045,0.796,0.034,FALSE,81851.5,24.1772,13.405799,1.175820605,27517.9,53.0193,14.252351,79480,62.7126,12.511275,1.741076,115.7318986,,,0,4034.9,1.018,0.454,13.13,41.181,0.058101
J052603.09+324126.0,81.512878,32.690563,16.51,15.11,14.42,,,,,,,,,,,,,Lamost_DR2,81.51285255,32.6905975,0.001,0.001,90,3.4475E+18,81.51285666,0.0502,32.69059454,0.0419,0.1111,0.1111,9000.90009,14.77142971,0.0696,0.803,0.078,-0.687,0.063,FALSE,19120.9,8.70239,14.984595,0.213165295,5251.82,20.0054,16.050613,21071.7,32.805,13.952672,2.097941,52.8103997,,,0,3582.25,1.4262,0.7215,,,0.146172
J052611.17+382237.6,81.546565,38.377124,15.82,11.03,8.56,,,,,,,,,,,,,Lamost_DR2,81.54656279,38.37712655,0.003,0.002,90,1.84639E+17,81.54656945,0.092,38.37711212,0.0725,0.7969,0.7969,1254.862593,10.49298087,0.0918,1.212,0.181,-3.35,0.132,TRUE,1995130,71404.2,9.938437,-0.554543866,174971,27772.9,12.243972,3648670,337789,8.356584,3.887388,365561.9004,,,0,3709,1.257,0.817,38.44,251.958,0.011083
J052611.43+181606.4,81.547662,18.268447,16.02,14.87,14.38,,,,,,,,,,,,,Lamost_DR2,81.54764821,18.26843823,0.001,0.001,90,3.40064E+18,81.5476495,0.041,18.26843312,0.0321,0.0328,0.0328,30487.80488,17.42063078,0.0385,0.285,0.08,-1.187,0.056,FALSE,21458,9.27003,14.859391,-2.561239781,7181.3,35.3187,15.710881,20962.5,36.2401,13.958313,1.752568,71.55879888,,,0,3987,,,,,0.056745
J052614.96+322728.1,81.562366,32.457819,15.19,14.05,13.47,,,,,,,,,,,,,Lamost_DR2,81.56235672,32.45782783,0.001,0.001,90,3.4475E+18,81.56235607,0.0328,32.45782535,0.0255,0.3468,0.3468,2883.506344,12.29960456,0.0297,-0.126,0.061,-0.575,0.042,FALSE,48457.8,14.5557,13.974957,1.675352444,15736.9,36.1633,14.859093,48282.1,43.0463,13.052454,1.806639,79.20959956,,,0,3921,1.188,0.5765,11.46,27.968,0.042479
J052616.14-042458.4,81.567252,-4.416245,12.22,11.47,11.14,,,,,,,,,,,,,Lamost_DR2,81.56726425,-4.416242884,0.001,0.001,0,3.21053E+18,81.56726096,0.0263,-4.41629312,0.0275,0.9894,0.9894,1010.713564,10.02314047,0.036,-0.762,0.057,-11.668,0.058,FALSE,516672,468.686,11.405329,1.38218853,218346,362.984,12.003526,419544,421.651,10.704976,1.29855,784.6350088,5.02,1.24,14,4690.95,0.395,0.102,7.57,24.986,0.044635
J052621.48+060221.8,81.589503,6.03939,15.38,13.87,13.18,,,,,,,,,,,,,Lamost_DR2,81.58951081,6.03937885,0.001,0.001,90,3.23795E+18,81.58951206,0.0248,6.039378088,0.0222,0.0239,0.0239,41841.00418,18.1080105,0.0278,0.289,0.05,-0.177,0.043,FALSE,56594.5,58.2296,13.806431,-4.301579495,15574.9,83.8715,14.870328,61638.7,219.946,12.787286,2.083042,303.8174981,,,0,3745.5,0.5873,0.261,,,0.048919
J052637.80+140256.6,81.6575,14.049056,14.23,12.4,11.08,,,,,,,,,,,,,Lamost_DR2,81.65729204,14.04960044,0.002,0.002,90,3.38949E+18,81.65729353,0.0711,14.04959681,0.0608,0.0366,0.0366,27322.40437,17.18259457,0.0663,0.335,0.134,-0.842,0.103,FALSE,493586,4449.29,11.45496,-5.727634573,68517,2624.13,13.261892,653289,15523.7,10.224156,3.037736,18147.82988,,,0,3301.75,1.057,0.5885,,,2.090197
J052641.49+050949.6,81.672885,5.163788,14.01,13.23,12.89,,,,,,,,,,,,,Lamost_DR2,81.67289705,5.163796034,0.001,0.001,90,3.23754E+18,81.67289134,0.0216,5.163789389,0.0188,0.2325,0.2325,4301.075269,13.16788521,0.0216,-1.32,0.044,-1.543,0.036,FALSE,96056,26.304,13.232054,0.064168786,39525.5,73.2724,13.859196,80614.7,117.617,12.495884,1.363312,190.8893999,43.36,1.11,5,4580.36,0.224,0.112,14.84,87.376,0.051988
J052700.27+205301.2,81.751151,20.883673,15.98,14.64,14.02,,,,,,,,,,,,,Lamost_DR2,81.75114787,20.88368596,0.001,0.001,90,3.40214E+18,81.75115319,0.037,20.88368211,0.0293,0.1593,0.1593,6277.463905,13.98892112,0.0349,1.155,0.072,-0.896,0.046,FALSE,28252.5,10.9817,14.560724,0.571802879,8216.29,17.0782,15.564699,30058.3,76.7493,13.567007,1.997692,93.82749939,,,0,3728,1.1335,0.566,,,0.047845
J052724.52+380431.0,81.852188,38.075291,14.21,12.76,11.05,,,,,,,,,,,,,Lamost_DR2,81.85220336,38.07529437,0.003,0.002,90,1.84573E+17,81.8522022,0.083,38.07529767,0.0705,0.1704,0.1704,5868.544601,13.84265205,0.0876,-0.212,0.163,0.765,0.121,FALSE,840212,5033.16,10.877393,-2.965259048,94993.7,2044.26,12.907152,1170890,17982,9.590627,3.316526,20026.26001,-25.91,0.95,3,3301,,,,,0.045195
J052742.42-062901.6,81.926765,-6.483798,12.55,11.7,11.34,,,,,,,,,,,,,Lamost_DR2,81.92677745,-6.483768391,0.001,0.001,90,3.20888E+18,81.92677175,0.0285,-6.483776582,0.0266,0.2898,0.2898,3450.655625,12.68950809,0.0379,-1.314,0.073,-1.902,0.067,FALSE,365000,172.747,11.782635,-0.906873094,149612,291.798,12.413969,307855,539.511,11.041055,1.372914,831.3090042,-9.38,0.37,6,4810,,,20.29,198.504,0.115516
J052800.63+155606.6,82.002664,15.935172,15.26,13.64,12.98,,,,,,,,,,,,,Lamost_DR2,82.00266332,15.93518215,0.001,0.001,90,3.39089E+18,82.00266671,0.0366,15.93518069,0.0289,0.0308,0.0308,32467.53247,17.55724642,0.0419,0.757,0.067,-0.339,0.052,FALSE,79566,101.249,13.436547,-4.120699417,19139.6,72.3022,14.646556,93219.8,325.277,12.338149,2.308407,397.5792003,-10.64,6.27,4,3511,1.1865,0.6217,,,0.036603
