name,ra,dec,sloan_g_mag,sloan_r_mag,sloan_i_mag,sloan_z_mag,galah_g_mag,galah_r_mag,galah_i_mag,Bmag,Vmag,Rmag,Imag,Jmag,Hmag,Kmag,class_green13,origin,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra_x,ra_error,dec_x,dec_error,parallax,Posparallax,distance,dist_mod,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,Mg,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,Error Bar,radial_velocity,radial_velocity_error,rv_nb_transits,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val,angDist
SDSSJ093524.96+505021.8,143.85375,50.83938889,,20.42,9.07,,,,,,,,,,,,u,Green2013,143.8539479,50.83939129,0.017,0.016,90,1.01849E+18,143.8539351,0.5163,50.83935335,0.4837,0.3506,0.3506,2852.25328,12.27594044,0.7437,-1.879,1.125,-8.812,1.054,FALSE,126.318,0.95968,20.434704,8.158763559,69.2078,13.9203,20.751,155.346,8.28909,19.28367,1.467329,22.20938953,,,0,,,,,,0.449902
SDSSJ093551.52+334850.8,143.9645833,33.81411111,,20.59,8.83,,,,,,,,,,,,nL,Green2013,143.9647014,33.81380806,0.003,0.002,90,7.97297E+17,143.9647014,2.91,33.81380806,2.266,,,,,,,,,,FALSE,102.655,1.23041,20.65991,,50.9539,14.8957,21.083445,143.552,16.532,19.369394,1.71405,31.42770045,,,0,,,,,,1.146731
SDSSJ093618.26+090047.7,144.0758333,9.01325,,18.9,8.61,,,,,,,,,,,,d,Green2013,144.0760631,9.013271054,0.012,0.01,90,5.8819E+17,144.0760052,0.4278,9.013233448,0.3329,0.1116,0.1116,8960.573477,14.76167903,0.54,-13.281,0.784,-8.734,0.649,FALSE,502.082,1.69527,18.93643,4.174750973,158.647,10.6518,19.85031,515.427,9.15843,17.981503,1.868807,19.81023016,,,0,,,,,,0.820576
SDSSJ093619.49+374034.7,144.0808333,37.67630556,,17.6,8.56,,,,,,,,,,,,d,Green2013,144.0813167,37.6764621,0.003,0.003,0,7.99103E+17,144.0805179,0.0993,37.67605222,0.1114,1.9587,1.9587,510.5427069,8.540160383,0.1435,-146.848,0.199,-95.198,0.225,FALSE,1663.94,1.7591,17.635523,9.095362617,532.93,6.52871,18.534714,1669.74,6.22271,16.705301,1.829413,12.75141989,,,0,,,,,,1.488304
SDSSJ093730.62+170508.3,144.3775,17.08563889,,18.67,8.42,,,,,,,,,,,,d,Green2013,144.3776334,17.08552768,0.001,0.001,0,6.20719E+17,144.3776334,0.7601,17.08552768,0.8492,,,,,,,,,,FALSE,621.702,2.49075,18.70441,,215.511,8.89676,19.517717,609.311,10.2926,17.799824,1.717894,19.18935999,,,0,,,,,,0.609157
SDSSJ093741.12+470836.1,144.42125,47.14336111,,17.69,7.35,,,,,,,,,,,,dG,Green2013,144.4213548,47.14343466,0.003,0.003,0,8.24609E+17,144.4212018,0.0873,47.1432008,0.0881,0.6428,0.6428,1555.693839,10.95962066,0.1376,-24.172,0.189,-54.316,0.197,FALSE,1402.08,1.72879,17.821438,6.86181734,600.89,7.32222,18.404402,1122.14,7.35083,17.1368,1.267601,14.67304985,,,0,,,,,,0.368708
SDSSJ093817.99+091005.4,144.5745833,9.168166667,,19.91,8.61,,,,,,,,,,,,d,Green2013,144.5748179,9.168051583,0.002,0.001,0,5.88383E+17,144.5748179,1.4985,9.168051583,2.3726,,,,,,,,,,FALSE,196.973,1.35496,19.952353,,87.9757,12.8257,20.490482,224.604,12.2329,18.883375,1.607107,25.05859981,,,0,,,,,,0.931114
SDSSJ093825.46+064958.1,144.6058333,6.832805556,,20.7,8.77,,,,,,,,,,,,nL,Green2013,144.6060736,6.83276387,0.005,0.003,0,3.85408E+18,144.6060736,3.0362,6.83276387,4.6132,,,,,,,,,,FALSE,90.1453,1.56118,20.801008,,49.8082,16.6054,21.108135,120.628,22.6986,19.5583,1.549835,39.30400009,,,0,,,,,,0.871924
SDSSJ093854.51+091102.3,144.7270833,9.183972222,,19.67,9.44,,,,,,,,,,,,u,Green2013,144.7270896,9.183987154,0.001,0.001,0,5.88395E+17,144.7270896,0.7648,9.183987154,0.8769,,,,,,,,,,FALSE,246.226,2.06129,19.71003,,92.0685,12.5021,20.44111,290.486,11.7426,18.604109,1.837002,24.24469999,,,0,,,,,,0.058211
SDSSJ093937.51+260303.2,144.90625,26.05088889,,19.33,8.1,,,,,,,,,,,,d,Green2013,144.9062839,26.05092664,0.011,0.01,90,6.47393E+17,144.9062497,0.3749,26.05082577,0.3856,0.8959,0.8959,1116.196004,10.23870232,0.543,-7.14,0.741,-23.429,0.624,FALSE,314.779,1.36354,19.443352,9.204649683,132.417,6.79345,20.04653,318.483,17.9024,18.504206,1.542324,24.69584988,,,0,,,,,,0.174692
SDSSJ094021.16+443018.7,145.0879167,44.50519444,,15.71,7.93,,,,,,,,,,,,g,Green2013,145.0881363,44.50519368,0.001,0.001,90,8.20885E+17,145.0881332,0.0297,44.50518837,0.0299,-0.0969,0.0969,10319.91744,15.06838111,0.0469,-0.508,0.06,-1.234,0.058,TRUE,9180.84,5.85082,15.781159,0.712777885,3342.24,11.8567,16.541294,8497.29,15.9523,14.938719,1.602575,27.80899994,,,0,4248.45,,,,,0.563727
SDSSJ094026.29+362548.7,145.1091667,36.43019444,,18.28,8.48,,,,,,,,,,,,dE,Green2013,145.1095758,36.43018729,0.006,0.006,0,7.98179E+17,145.1095129,0.1748,36.43022275,0.1911,1.5019,1.5019,665.8232905,9.116794914,0.3129,-11.743,0.369,8.236,0.412,FALSE,838.301,2.7923,18.379866,9.263071086,295.137,18.2622,19.176329,845.33,15.4168,17.444355,1.731974,33.6789994,,,0,,,,,,1.185121
SDSSJ094046.93+262516.3,145.1954167,26.42119444,,18.84,7.77,,,,,,,,,,,,d,Green2013,145.1955495,26.42122311,0.008,0.006,90,6.4743E+17,145.1954777,0.2631,26.42107578,0.2306,0.758,0.758,1319.261214,10.60165397,0.3681,-14.936,0.485,-34.22,0.379,FALSE,469.29,1.23025,19.009762,8.408108028,169.777,6.91092,19.776688,420.447,5.76517,18.20264,1.574047,12.67609014,,,0,,,,,,0.440542
SDSSJ094108.48+450139.0,145.285,45.0275,,19.81,8.92,,,,,,,,,,,,d,Green2013,145.2854081,45.0275289,0.029,0.015,0,8.21112E+17,145.285149,0.5478,45.02729757,0.8532,0.9474,0.9474,1055.520372,10.1173331,0.7031,-42.527,0.952,-53.727,1.89,FALSE,209.525,0.82552,19.885275,9.767941902,71.918,6.23716,20.709295,220.287,8.47804,18.904448,1.804848,14.71520021,,,0,,,,,,1.043515
SDSSJ094117.99+122750.6,145.3245833,12.46405556,,18.53,8.03,,,,,,,,,,,,u,Green2013,145.3249458,12.46398681,0.004,0.002,0,6.14076E+17,145.3249458,2.1969,12.46398681,3.9757,,,,,,,,,,FALSE,676.851,2.24972,18.612133,,249.46,10.4321,19.358887,625.59,10.3519,17.771194,1.587692,20.7840003,,,0,,,,,,1.298082
SDSSJ094205.92+164237.7,145.5245833,16.71047222,,18.94,7.99,,,,,,,,,,,,d,Green2013,145.5246296,16.7105346,0.011,0.009,90,6.20539E+17,145.5247218,0.6014,16.71040046,0.3991,1.6748,1.6748,597.0862193,8.880185239,0.7004,20.503,0.735,-31.155,0.612,FALSE,449.893,1.74332,19.055593,10.17540776,169.937,14.9413,19.775667,419.957,11.1779,18.203907,1.57176,26.11920039,,,0,,,,,,0.275542
SDSSJ094209.73+104906.5,145.5404167,10.81847222,,18.65,9.58,,,,,,,,,,,,u,Green2013,145.5406082,10.81848489,0.001,0.001,0,6.12877E+17,145.5406082,0.8978,10.81848489,1.1457,,,,,,,,,,FALSE,594.702,6.89385,18.752617,,226.847,23.2499,19.462057,767.462,10.0434,17.549278,1.912779,33.29330082,,,0,,,,,,0.678735
SDSSJ094209.94+535719.2,145.54125,53.95533333,,16.46,8.43,,,,,,,,,,,,g,Green2013,145.5414761,53.95530342,0.002,0.002,0,1.02134E+18,145.5414665,0.0482,53.95532675,0.0467,1.9308,1.9308,517.9200331,8.571313549,0.0717,-1.315,0.104,5.418,0.107,FALSE,4737.82,3.07098,16.499418,7.928104451,1614.91,12.6977,17.331018,4592.09,12.6113,15.606894,1.724125,25.30899955,,,0,4297.74,0.462,0.22,,,0.49098
SDSSJ094215.36+534856.9,145.56375,53.81580556,,18.65,6.31,,,,,,,,,,,,dG,Green2013,145.5640061,53.81583774,0.006,0.005,0,1.02059E+18,145.5640257,0.1521,53.81579397,0.1931,0.1374,0.1374,7278.020378,14.31006634,0.2474,2.683,0.335,-10.167,0.382,FALSE,595.701,1.43436,18.750795,4.440728664,300.226,10.4832,19.157766,428.143,7.29269,18.182947,0.974819,17.77589007,,,0,,,,,,0.556554
SDSSJ094313.08+331015.2,145.8041667,33.17088889,,19.77,8.56,,,,,,,,,,,,u,Green2013,145.8045341,33.17084374,0.018,0.017,0,7.94018E+17,145.8045257,0.5372,33.17084983,0.5383,-0.5557,0.5557,1799.532122,11.27579802,0.7272,-1.628,1.118,1.416,1.182,FALSE,219.152,1.20993,19.8365,8.560701984,90.9593,6.60555,20.45427,243.026,9.2923,18.79779,1.656479,15.89784981,,,0,,,,,,1.118873
SDSSJ094318.73+032743.7,145.8279167,3.462138889,,18.11,8.46,,,,,,,,,,,,d,Green2013,145.8280402,3.46216521,0.005,0.005,90,3.84809E+18,145.8279229,0.1903,3.462065022,0.1705,0.4772,0.4772,2095.557418,11.60649783,0.2133,-27.214,0.309,-23.269,0.305,FALSE,1029.05,2.15436,18.157274,6.550776175,353.679,10.4507,18.979866,973.19,7.32503,17.291426,1.68844,17.77572981,,,0,,,,,,0.453944
SDSSJ094352.09+362545.4,145.9666667,36.42927778,,18.78,8.4,,,,,,,,,,,,d,Green2013,145.9671454,36.42933578,0.006,0.005,90,7.99474E+17,145.9667829,0.1865,36.42898258,0.1827,0.4683,0.4683,2135.383301,11.64737921,0.2804,-67.729,0.358,-82.033,0.332,FALSE,539.699,1.59881,18.857986,7.210606789,203.023,3.1701,19.582525,512.481,8.09664,17.987726,1.594799,11.26673997,,,0,,,,,,1.402084
SDSSJ094359.02+084323.7,145.9958333,8.72325,,18.41,8.75,,,,,,,,,,,,dE,Green2013,145.9958678,8.723262139,0.023,0.012,0,3.85496E+18,145.9958678,12.1679,8.723262139,22.6463,,,,,,,,,,FALSE,829.195,4.07562,18.391724,,239.768,12.2088,19.401913,867.488,9.58039,17.41626,1.985653,21.78919032,,,0,,,,,,0.130198
SDSSJ094511.56+503214.5,146.2979167,50.53736111,,18.83,8.01,,,,,,,,,,,,d,Green2013,146.2981709,50.53735473,0.008,0.006,0,8.27631E+17,146.2981498,0.1895,50.53729663,0.2283,0.7499,0.7499,1333.511135,10.62498323,0.317,-3.116,0.403,-13.493,0.511,FALSE,477.92,1.14158,18.989977,8.364993768,184.933,8.43545,19.683853,479.773,12.8949,18.05933,1.624523,21.3303496,,,0,,,,,,0.582066
SDSSJ094528.17+340205.4,146.3670833,34.03483333,,19.98,8.43,,,,,,,,,,,,n,Green2013,146.3673705,34.0348892,0.017,0.016,90,7.94457E+17,146.3674128,0.773,34.0346841,0.4938,0.2272,0.2272,4401.408451,13.21795836,1.0132,8.139,1.111,-47.635,1.042,FALSE,162.085,1.21637,20.164011,6.946052635,52.925,5.29096,21.042236,160.537,6.42796,19.24798,1.794256,11.71891984,,,0,,,,,,0.88017
SDSSJ094612.75+164851.2,146.5529167,16.81422222,,19.04,8.62,,,,,,,,,,,,d,Green2013,146.5532643,16.81424821,0.009,0.007,90,6.20165E+17,146.5529661,0.3593,16.81418388,0.2731,1.3501,1.3501,740.6858751,9.348170314,0.4202,-66.304,0.591,-14.94,0.467,FALSE,454.887,1.45352,19.043608,9.695437686,159.84,6.64495,19.842176,466.184,12.6743,18.090525,1.751652,19.31924991,,,0,,,,,,1.201502
SDSSJ094624.63+161040.5,146.6025,16.17791667,,20.08,,,,,,,,,,,,,n,Green2013,146.6026262,16.17796056,0.02,0.017,90,6.19705E+17,146.6026227,1.0889,16.17789101,0.6485,-1.124,1.124,889.6797153,9.746168444,1.2338,-0.779,1.304,-16.155,1.116,FALSE,153.702,1.21445,20.221666,10.47549756,66.3446,6.97298,20.796873,142.601,13.0516,19.376612,1.420261,20.02458002,,,0,,,,,,0.463997
SDSSJ094738.52+091508.2,146.9104167,9.252277778,,19.13,6.81,,,,,,,,,,,,u,Green2013,146.9105025,9.252226891,0.029,0.015,0,3.87901E+18,146.9105025,15.2862,9.252226891,28.6441,,,,,,,,,,FALSE,349.465,2.14601,19.329857,,176.804,8.78102,19.732655,294.261,20.3314,18.590088,1.142567,29.11242016,,,0,,,,,,0.355548
SDSSJ094742.33+395045.1,146.92625,39.84586111,,19.31,9.54,,,,,,,,,,,,d,Green2013,146.9263971,39.84584521,0.008,0.007,0,8.01239E+17,146.9263552,0.2471,39.84588993,0.2623,1.377,1.377,726.2164125,9.305330299,0.453,-7.468,0.471,10.386,0.491,FALSE,352.727,1.37037,19.319769,10.0144387,101.744,9.4442,20.332615,412.821,9.99744,18.222515,2.1101,19.44163956,,,0,,,,,,0.410524
SDSSJ094832.63+421654.2,147.1358333,42.28172222,,18.77,7.53,,,,,,,,,,,,d,Green2013,147.1359455,42.28171863,0.006,0.006,90,8.07673E+17,147.1358466,0.2168,42.28160513,0.1911,0.2244,0.2244,4456.327986,13.24488574,0.3145,-17,0.404,-26.362,0.375,FALSE,510.709,1.54597,18.917933,5.673047263,229.721,12.7873,19.448385,421.807,7.08347,18.199137,1.249249,19.87077011,,,0,,,,,,0.299222
SDSSJ094858.68+583020.4,147.2441667,58.50566667,,18.76,7.89,,,,,,,,,,,,d,Green2013,147.2444665,58.50571599,0.009,0.007,0,1.04947E+18,147.2444928,0.2244,58.50562295,0.2955,0.3328,0.3328,3004.807692,12.38908341,0.3373,3.184,0.446,-21.61,0.565,FALSE,518.302,1.34665,18.901907,6.512823588,205.876,8.99446,19.567373,476.029,5.65256,18.067837,1.499537,14.64702011,,,0,,,,,,0.59114
SDSSJ094929.27+423527.8,147.3716667,42.59105556,,16.3,8.73,,,,,,,,,,,,g,Green2013,147.3719813,42.59108154,0.002,0.002,0,8.07784E+17,147.3720105,0.063,42.59106334,0.062,2.6059,2.6059,383.7445796,7.920211271,0.0907,4.996,0.121,-4.226,0.124,FALSE,5609.54,4.07162,16.316048,8.395836729,1769.02,14.4214,17.232054,5655.72,12.6142,15.380699,1.851355,27.03560007,,,0,4056.84,0.379,0.199,,,0.838906
SDSSJ095005.09+584123.7,147.5208333,58.68991667,,17.02,8.35,,,,,,,,,,,,d,Green2013,147.5212135,58.68996731,0.003,0.002,0,1.04947E+18,147.5214179,0.0763,58.6895492,0.0836,1.9462,1.9462,513.8218066,8.554062659,0.1046,24.673,0.156,-97.109,0.174,FALSE,2725.32,2.02002,17.099821,8.545758341,942.189,10.1299,17.916044,2574.39,6.70934,16.235233,1.680811,16.83923998,,,0,,,,,,0.734301
SDSSJ095040.38+463125.1,147.6679167,46.52363889,,19.43,8.17,,,,,,,,,,,,d,Green2013,147.668248,46.52365928,0.014,0.009,0,8.21575E+17,147.6681482,0.244,46.5235908,0.3066,-0.0431,0.0431,23201.85615,16.82761365,0.396,-15.941,0.552,-15.904,0.892,FALSE,283.772,0.855093,19.55594,2.728326351,113.145,7.0164,20.217297,274.858,7.6089,18.66415,1.553146,14.62529986,,,0,,,,,,0.823842
SDSSJ095114.99+261207.5,147.8120833,26.20208333,,19.35,8.6,,,,,,,,,,,,d,Green2013,147.8125495,26.20218817,0.01,0.008,90,6.4684E+17,147.8122169,0.3594,26.20186474,0.3279,0.329,0.329,3039.513678,12.41402051,0.4914,-69.3,0.627,-75.119,0.513,FALSE,320.34,0.992957,19.424335,7.01031449,93.4936,6.10648,20.424433,338.324,6.43774,18.43859,1.985844,12.54422012,,,0,,,,,,1.552354
SDSSJ095204.01+390157.9,148.0166667,39.03275,,18.95,8.32,,,,,,,,,,,,d,Green2013,148.0166483,39.0327868,0.012,0.009,0,8.00198E+17,148.0167179,0.308,39.03263428,0.4299,0.5647,0.5647,1770.85178,11.24091106,0.361,12.555,0.588,-35.425,0.8,FALSE,458.106,1.02295,19.03595,7.795038939,183.705,11.6926,19.691084,452.779,11.0377,18.122206,1.568878,22.73030025,,,0,,,,,,0.142108
SDSSJ095240.17+441211.3,148.1670833,44.20313889,,16.75,7.31,,,,,,,,,,,,u,Green2013,148.1673407,44.20315552,0.002,0.001,90,8.20301E+17,148.1673359,0.0526,44.20313897,0.0499,0.0682,0.0682,14662.7566,15.83107813,0.0793,-0.785,0.1,-3.844,0.094,FALSE,3515.07,2.66221,16.82353,0.992451873,1618.7,14.2592,17.328472,2716.28,7.69123,16.176985,1.151487,21.9504301,,,0,4967,,,,,0.666869
SDSSJ095438.27+553652.4,148.6591667,55.61455556,,15.84,7.7,,,,,,,,,,,,g,Green2013,148.6594715,55.61455281,0.001,0.001,0,1.02118E+18,148.6594698,0.0282,55.61454497,0.0327,0.0023,0.0023,434782.6087,23.19136082,0.0448,-0.231,0.062,-1.82,0.066,FALSE,8307.54,4.15438,15.889685,-7.30167582,3477.69,18.3436,16.498163,6892.22,15.5873,15.166023,1.33214,33.93089932,,,0,4856.39,0.9623,0.4393,,,0.619819
SDSSJ095516.40+012129.7,148.8183333,1.35825,,18.35,8.56,,,,,,,,,,,,d,Green2013,148.818301,1.35825611,0.007,0.007,0,3.8346E+18,148.8182547,0.2529,1.358240526,0.2343,0.1252,0.1252,7987.220447,14.51197836,0.3939,-10.748,0.422,-3.619,0.453,FALSE,803.181,2.11984,18.426332,3.914353644,248.304,11.7438,19.36393,791.113,9.72792,17.516323,1.847607,21.47172016,,,0,,,,,,0.118269
SDSSJ095545.84+443640.4,148.9408333,44.61122222,,16.37,6.66,,,,,,,,,,,,dG,Green2013,148.9409744,44.61126292,0.002,0.002,0,8.20383E+17,148.9411391,0.0547,44.61112891,0.0647,0.6182,0.6182,1617.599482,11.044355,0.0905,27.226,0.126,-31.124,0.153,FALSE,4896.84,3.71882,16.463577,5.419222004,2469.66,16.7495,16.869795,3513.87,17.6704,15.897456,0.972339,34.41990027,,,0,5356.5,0.14,0.0655,,,0.390139
SDSSJ095707.09+325346.2,149.2791667,32.89616667,,17.49,6.72,,,,,,,,,,,,dG,Green2013,149.2795364,32.89621628,0.004,0.003,90,7.46849E+17,149.2795142,0.137,32.89606885,0.1031,0.3376,0.3376,2962.085308,12.35798781,0.1548,-4.342,0.241,-34.24,0.185,FALSE,1795.68,2.43717,17.552792,5.19480419,959.584,20.7997,17.896181,1262.57,11.2662,17.008778,0.887404,32.06589978,,,0,,,,,,1.131776
SDSSJ095720.06+265441.7,149.3333333,26.91158333,,20.1,8.87,,,,,,,,,,,,d,Green2013,149.33359,26.91157772,0.02,0.018,0,6.43991E+17,149.3334947,0.5844,26.91156996,0.735,1.229,1.229,813.6696501,9.552240586,0.8124,-19.74,1.136,-1.804,1.29,FALSE,159.503,0.922862,20.181442,10.62920141,72.6779,7.13755,20.697882,181.126,5.53793,19.116966,1.580916,12.67547988,,,0,,,,,,0.824376
SDSSJ095747.55+195043.6,149.4479167,19.84544444,,17.43,8.43,,,,,,,,,,,,d,Green2013,149.4481732,19.8454213,0.004,0.003,90,6.27725E+17,149.4479852,0.1287,19.8455787,0.1192,2.308,2.308,433.2755633,8.183820978,0.1513,-41.084,0.235,36.558,0.209,FALSE,1852.35,2.62454,17.519058,9.335237022,581.82,8.04206,18.439417,1821.88,9.15423,16.610619,1.828798,17.1962899,,,0,,,,,,0.872583
SDSSJ095955.55+304058.5,149.98125,30.68291667,,20.66,,,,,,,,,,,,,n,Green2013,149.9814595,30.68288935,0.044,0.04,0,7.4417E+17,149.9814433,1.3465,30.68289483,1.824,-1.7265,1.7265,579.2064871,8.814167087,2.0367,-3.242,2.573,1.271,2.865,FALSE,93.5543,1.43286,20.760706,11.94653891,27.2327,4.08905,21.76366,119.928,8.71907,19.56462,2.199041,12.80811982,,,0,,,,,,0.655977
SDSSJ100132.62+020402.7,150.3858333,2.067416667,,19.39,8.85,,,,,,,,,,,,dL,Green2013,150.3858638,2.067399232,0.001,0.001,0,3.83607E+18,150.3858638,1.0004,2.067399232,1.3599,,,,,,,,,,FALSE,314.265,1.80908,19.445126,,110.26,10.9729,20.245338,358.457,16.6483,18.375828,1.869511,27.62120039,,,0,,,,,,0.126396
SDSSJ100146.76+540818.0,150.4445833,54.13833333,,17.68,6.98,,,,,,,,,,,,dG,Green2013,150.4448329,54.13834986,0.003,0.003,0,8.52661E+17,150.4449401,0.0789,54.13828573,0.0872,0.4266,0.4266,2344.116268,11.84989574,0.1227,14.59,0.162,-14.895,0.202,FALSE,1519.62,2.07593,17.73403,5.884134256,782.702,7.57823,18.117397,1092.11,9.16521,17.166252,0.951145,16.7434399,,,0,,,,,,0.529677
SDSSJ100151.33+502600.2,150.46375,50.43338889,,18.58,,,,,,,,,,,,,uE,Green2013,150.4638563,50.43338973,0.006,0.004,0,8.27028E+17,150.463921,0.1323,50.43339793,0.1973,0.7267,0.7267,1376.083666,10.6932242,0.2247,9.568,0.268,1.905,0.38,FALSE,652.637,1.33802,18.651686,7.958461801,241.137,8.36679,19.395727,613.181,7.50277,17.792948,1.602779,15.86955982,,,0,,,,,,0.24382
SDSSJ100206.98+280512.2,150.52875,28.08672222,,19.84,8.38,,,,,,,,,,,,d,Green2013,150.5290249,28.08679422,0.016,0.015,90,7.40247E+17,150.529167,0.5503,28.08660692,0.5813,1.8653,1.8653,536.1067925,8.646256549,0.6782,29.123,1.006,-43.501,0.997,FALSE,195.035,0.832882,19.963083,11.31682645,77.4154,5.50488,20.62932,202.873,5.54642,18.993862,1.635458,11.05129995,,,0,,,,,,0.910698
SDSSJ100244.58+004337.1,150.6854167,0.726972222,,18.26,8.69,,,,,,,,,,,,d,Green2013,150.6857248,0.726958322,0.016,0.012,0,3.83362E+18,150.6858122,0.4514,0.726697411,0.586,1.445,1.445,692.0415225,9.200660765,0.3035,20.298,0.748,-60.599,1.009,FALSE,941.116,2.47015,18.254257,9.053596235,339.556,14.8728,19.024109,954.971,12.3095,17.311945,1.712164,27.18229987,,,0,,,,,,1.110206
SDSSJ100257.67+551555.6,150.74,55.26544444,,19.66,8.62,,,,,,,,,,,,d,Green2013,150.7402631,55.26547608,0.01,0.01,0,1.0449E+18,150.7403052,0.277,55.2652363,0.3026,1.0664,1.0664,937.7344336,9.860399318,0.4354,5.58,0.614,-55.691,0.63,FALSE,237.007,0.980542,19.751461,9.891061682,67.9162,5.93248,20.771454,237.153,7.331,18.824348,1.947105,13.26347986,,,0,,,,,,0.551528
SDSSJ100259.28+343046.2,150.7466667,34.51283333,,20.09,8.7,,,,,,,,,,,,d,Green2013,150.7469968,34.51283175,0.021,0.021,90,7.47421E+17,150.7470182,0.7322,34.51280517,0.7711,0.8845,0.8845,1130.58225,10.26651081,0.7688,4.097,1.337,-6.173,1.336,FALSE,156.126,1.11247,20.204676,9.938165186,53.2131,10.7293,21.036343,178.482,8.45818,19.132933,1.90341,19.18747955,,,0,,,,,,0.979078
SDSSJ100329.48+361144.5,150.8725,36.19569444,,19.69,8.68,,,,,,,,,,,,u,Green2013,150.8728456,36.19571498,0.014,0.013,90,7.95908E+17,150.8728247,0.591,36.19569428,0.4693,1.8529,1.8529,539.6945329,8.660740093,0.7819,-3.913,0.884,-4.808,0.827,FALSE,228.467,1.35522,19.79131,11.13056991,74.184,5.77521,20.675613,230.788,13.0161,18.85389,1.821724,18.7913099,,,0,,,,,,1.006787
SDSSJ100353.99+100807.2,150.9745833,10.13533333,,17.13,8.35,,,,,,,,,,,,d,Green2013,150.9750273,10.13537037,0.004,0.003,90,3.87863E+18,150.9747317,0.1718,10.1351709,0.1454,1.1938,1.1938,837.6612498,9.615342127,0.2071,-67.581,0.261,-46.327,0.207,FALSE,2510.51,3.29917,17.18896,7.573617873,893.289,9.20498,17.973907,2376.3,7.80723,16.322168,1.651739,17.0122099,,,0,,,,,,1.579058
SDSSJ100432.45+004337.6,151.135,0.727111111,,19.97,8.58,,,,,,,,,,,,d,Green2013,151.1352048,0.727118964,0.034,0.028,0,3.8351E+18,151.1352057,1.3829,0.726966697,1.4361,2.0548,2.0548,486.6653689,8.436152215,1.9973,0.203,1.787,-35.365,2.223,FALSE,177.49,1.42803,20.065434,11.62928179,60.4105,10.6207,20.898607,192.042,12.6268,19.053427,1.845181,23.24749988,,,0,,,,,,0.737856
SDSSJ100438.31+170556.0,151.1595833,17.09888889,,19.23,8.3,,,,,,,,,,,,d,Green2013,151.1596248,17.09891828,0.018,0.017,90,6.22871E+17,151.1596777,0.6021,17.09880865,0.6555,-0.0427,0.0427,23419.20375,16.84786062,0.6,11.748,1.133,-25.461,1.117,FALSE,349.711,2.10337,19.329092,2.481231375,128.383,13.5742,20.080116,342.061,19.7063,18.42666,1.653456,33.28049968,,,0,,,,,,0.177688
SDSSJ100454.66+401507.3,151.2275,40.25202778,,18.06,7.95,,,,,,,,,,,,d,Green2013,151.227752,40.25207924,0.004,0.003,0,8.0367E+17,151.2278371,0.1022,40.25186103,0.1092,0.8155,0.8155,1226.24157,10.44288017,0.1645,15.082,0.216,-50.681,0.232,FALSE,1012.77,1.33801,18.174585,7.731704827,396.553,7.16456,18.855635,891.974,6.73199,17.38604,1.469595,13.89654984,,,0,,,,,,0.716865
SDSSJ100518.46+230547.5,151.3266667,23.09652778,,18.99,7.76,,,,,,,,,,,,d,Green2013,151.3269418,23.09654414,0.013,0.01,90,6.3024E+17,151.3269174,0.3613,23.09646717,0.381,0.2459,0.2459,4066.693778,13.04620736,0.3662,-5.227,0.808,-17.878,0.655,FALSE,438.588,2.12066,19.083223,6.037015644,228.172,59.582,19.455732,368.124,10.2062,18.346935,1.108797,69.78820073,,,0,,,,,,0.913026
SDSSJ100531.23+053809.1,151.38,5.635861111,,17.23,8.67,,,,,,,,,,,,d,Green2013,151.3801151,5.635883523,0.004,0.003,90,3.87339E+18,151.3799795,0.1144,5.635866311,0.128,1.8618,1.8618,537.1146203,8.65033487,0.1565,-31.348,0.228,-3.998,0.218,FALSE,2304.44,3.95589,17.28195,8.63161513,683.44,10.8892,18.264637,2358.31,10.3751,16.33042,1.934218,21.26430021,,,0,,,,,,0.420319
SDSSJ100623.73+365730.4,151.59875,36.95844444,,19.67,8.73,,,,,,,,,,,,d,Green2013,151.598859,36.95846653,0.014,0.012,90,8.0196E+17,151.5988369,0.548,36.95838716,0.3836,0.7611,0.7611,1313.887794,10.59279139,0.659,-4.104,0.932,-18.435,0.775,FALSE,227.825,1.31344,19.794361,9.20156961,75.7269,6.95041,20.653263,242.694,5.65742,18.799273,1.853991,12.60782989,,,0,,,,,,0.323542
SDSSJ100638.20+473039.4,151.6591667,47.51094444,,19.95,8.61,,,,,,,,,,,,d,Green2013,151.6591083,47.5109794,0.018,0.012,0,8.22753E+17,151.6591276,0.3831,47.51083514,0.5133,2.2843,2.2843,437.7708707,8.206234301,0.588,3.025,0.764,-33.506,1.171,FALSE,177.55,0.847444,20.065063,11.8588287,71.7309,8.61272,20.712122,181.135,6.67765,19.116917,1.595205,15.29036954,,,0,,,,,,0.189673
