col1,col1,Nsigma,usigma,gsigma,starindex_x,N/uchisq,g/rchisq,r/ichisq,i/zchisq,u/gchisq,totchisq,reducedtotchisq,totchisq2,reducedtotchisq2,starindex_y,modelindex,test2,diffN,diffu,diffg,Unnamed: 0,col1.1,col1.1.1,col1.1.1.1,name,ra,dec,sloan_g_mag,sloan_r_mag,sloan_i_mag,sloan_z_mag,galah_g_mag,galah_r_mag,galah_i_mag,Bmag,Vmag,Rmag,Imag,Jmag,Hmag,Kmag,class_green13,origin,RAJ2000,DEJ2000,name_x,objid,phID,Cat,RAfdeg,DEfdeg,FUVexp,NUVexp,GLON,GLAT,tile,img,sv,r.fov,Obs,b,E(B-V),Sp?,chkf,FUVmag,e_FUVmag,NUVmag,e_NUVmag,FUV.a,e_FUV.a,NUV.a,e_NUV.a,FUV.4,e_FUV.4,NUV.4,e_NUV.4,FUV.6,e_FUV.6,NUV.6,e_NUV.6,Fafl,Nafl,Fexf,Nexf,Fflux,e_Fflux,Nflux,e_Nflux,FXpos,FYpos,NXpos,NYpos,Fima,Nima,Fr,Nr,nS/G,fS/G,nell,fell,nPA,e_nPA,fPA,e_fPA,Fnr,F3r,Nar,Narms,Nbrms,Far,Farms,Fbrms,w_NUV,w_FUV,Prob,Sep,Nerr,Ferr,Ierr,Nperr,Fperr,CV,G,N,primid,groupid,Gd,Nd,primidd,groupidd,grouptot,OName,Size,angDist,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra_x,ra_error,dec_x,dec_error,parallax,Posparallax,parallax_error,parallax_over_error,distance,pm,pmra,pmra_error,pmdec,pmdec_error,astrometric_n_good_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,pseudocolour,pseudocolour_error,visibility_periods_used,ruwe,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_mag,phot_bp_rp_excess_factor,bp_rp,dr2_radial_velocity,dr2_radial_velocity_error,dr2_rv_nb_transits,dr2_rv_template_teff,dr2_rv_template_logg,panstarrs1,sdssdr13,skymapper2,urat1,phot_g_mean_mag_error,phot_bp_mean_mag_error,phot_rp_mean_mag_error,phot_g_mean_mag_corrected,phot_g_mean_mag_error_corrected,phot_g_mean_flux_corrected,phot_bp_rp_excess_factor_corrected,ra_epoch2000_error,dec_epoch2000_error,ra_dec_epoch2000_corr,angDist_x,RAdeg,DEdeg,errHalfMaj_x,errHalfMin_x,errPosAng_x,objID_x,mode,q_mode,class,SDSS12,m_SDSS12,flags,ObsDate,Q,umag,e_umag,umagub,umaglb,gmag,e_gmag,gmagub,gmaglb,rmag_x,e_rmag,rmagub,rmaglb,imag_x,e_imag,imagub,imaglb,zmag,e_zmag,zmagub,zmag_lb,zmaglb2,zsp,e_zsp,f_zsp,zph,e_zph,avg_zph,pmRA_x,e_pmRA,pmDE,e_pmDE,SpObjID,spType,spCl,subClass,angDist_xa,uflux,e_uflux,gflux,e_gflux,rflux,e_rflux,iflux,e_iflux,zflux,e_zflux,ufluxub,ufluxlb,gfluxub,gfluxlb,rfluxub,rfluxlb,ifluxub,ifluxlb,zfluxub,zfluxlb,F-Nflux,e_F-Nflux,n-uflux,e_n-uflux,u-gflux,e_u-gflux,g-rflux,e_g-rflux,r-iflux,e_r-iflux,i-zflux,e_i-zflux,N/g,e_N/g,g/r,e_g/r,r/i,e_r/i,i/z,e_i/z,N/u,e_N/u,u/g,e_u/g
301,622,9.966511872,57.44252622,56.82646433,622,74.39606005,358.8019843,376.2887907,86.45952773,1108.458776,462.7483184,462.7483184,2004.405139,501.1012848,622,546,1.082880834,0.001320703,0.153486953,0.581286185,622,622,622,622,J160354.76+232603.3,240.978193,23.434262,14.71,14.04,13.77,,,,,,,,,,,,,Lamost_DR2,240.978227,23.434392,GALEX J160354.7+232603,6.3756699E18,6.3756699E18,AIS,241.154855,23.691015,156.0,380.05,39.1681,46.5922,50135,929,29,0.303426,true,1,0.0798,0,0,,,20.6826,0.1088,,,0.6026,0.1088,,,0.715,0.1021,,,0.57,0.1263,0,0,0,0,,,0.0193619,0.00194013,,,2293.33,1285.92,,6.927,,0.003,0.9864,0.0,0.2185,,-1.42,2.79,,,10.9179,2.36244,3.5,8.59E-4,6.71E-4,,,,297.0,130.1,,,0.57,,,0.19,,C,0,1,6.3756699E18,6.37567E+18,0,1,6.3756699E18,6.37567E+18,6.37567E+18,N,0.0,0.481356,240.97819,23.43426556,2.783E-4,1.637E-4,36.34,1.20676995E18,240.9781762,0.0096,23.43422585,0.0102,8.37E-5,8.37E-5,0.0156,5.3669,11947.431302270012,9.382,-2.858,0.013,-8.936,0.015,651,1.0475,686.56,0.0,0.0,31,,,27,1.029,false,45297.6,5.67826,14.047178,20237.7,14.7639,14.57314,35650.0,13.367747,1.234,1.205393,,,0,,,1.36000002E17,1.23999994E18,,568194911,0.002759,0.0029,0.003808,14.047178,0.002759,45297.6,-0.003,0.2112,0.2443,0.4688,0.471295,240.978196,23.434253,0.049,0.048,90,1.23766004E18,1,,6,J160354.76+232603.3,*,2.02381E14,2003.4805,3,16.869,0.008,16.877,16.861,14.825,0.004,14.829,14.821,14.03,0.008,14.038,14.022,13.96,0.001,13.961,13.959,13.537,0.005,13.542,13.532,13.532,,,,,,,-3.7,2.4,-5.9,2.4,0.0,,,,0.51007,0.649270966,0.009568109,4.266052997,0.031433512,8.872096315,0.130745227,9.462943495,0.017431389,13.97095947,0.128677756,6.44505E-4,6.54073E-4,0.004250365,0.004281799,0.008806965,0.00893771,0.009454232,0.009471663,0.013906769,0.014035446,,,-0.629909066,0.011508239,-3.616782031,0.04100162,-4.606043318,0.162178738,-0.590847179,0.148176615,-4.508015978,0.146109145,0.004538598,4.88225E-4,0.480839347,0.010628938,0.937562009,0.015543603,0.677329536,0.007486145,0.029820985,0.00342763,0.152194773,0.003364263
302,624,9.018899137,87.84013694,47.85133539,624,64.06966586,498.6556047,7.726625516,20.00212957,1488.447797,27.72875509,27.72875509,2078.901823,519.7254558,624,580,18.74319471,7.18874E-4,0.029149883,0.3829778,624,624,624,624,J160457.75+235515.5,241.24066,23.920974,12.3,11.16,10.64,,,,,,,,,,,,,Lamost_DR2,241.240817,23.921277,GALEX J160457.7+235516,6.3756699E18,6.3756699E18,AIS,241.154855,23.691015,156.0,380.05,39.9427,46.4872,50135,929,29,0.243323,true,1,0.069,0,0,,,20.5379,0.1203,,,0.4579,0.1203,,,0.7312,0.1023,,,0.5011,0.1172,0,0,0,0,,,0.0221233,0.00245123,,,1715.86,2454.3,,6.195,,0.003,0.9833,0.0,0.1859,,-60.49,-64.82,,,12.5723,19.002,4.61704,9.69E-4,7.89E-4,,,,308.3,147.1,,,0.59,,,0.22,,C,0,1,6.3756699E18,6.37567E+18,0,1,6.3756699E18,6.37567E+18,6.37567E+18,GA:NGC6051,161.49,1.208001,241.2405652,23.92124977,3.708E-4,2.181E-4,29.14,1.20692003E18,241.2405311,0.0106,23.92114988,0.0134,2.192E-4,2.192E-4,0.0198,11.0788,4562.043795620438,23.543,-7.011,0.016,-22.475,0.021,616,2.6991,2735.63,0.158,46.31,95,1.4015,0.0025,26,1.078,false,833560.0,300.995,10.885024,304270.0,248.769,11.630395,752610.0,10.056471,1.268,1.573924,2.69,0.2,16,4500,3.0,,1.23999994E18,,570201504,0.002783,0.002928,0.003836,10.885024,0.002783,833560.0,-0.011,0.2625,0.3409,0.4277,0.834362,241.240598,23.921239,0.081,0.08,90,1.23766004E18,2,,6,J160457.74+235516.4,*,4.83854E14,2004.2119,3,15.544,0.006,15.55,15.538,14.553,0.007,14.56,14.546,14.051,0.008,14.059,14.043,13.244,0.009,13.253,13.235,12.536,0.009,12.545,12.527,12.527,,,,,,,,,,,0.0,,,,0.733654,2.200017957,0.024315623,5.48057654,0.070669656,8.702143644,0.128240689,18.29895328,0.303374734,35.12580179,0.582343738,0.002187894,0.002212209,0.005445356,0.005516025,0.00863826,0.0087665,0.018147895,0.018451269,0.034835837,0.03541818,,,-2.177894657,0.026766853,-3.280558583,0.094985279,-3.221567104,0.198910345,-9.596809637,0.431615423,-16.82684851,0.885718472,0.004036674,4.99309E-4,0.629796147,0.017402051,0.475554176,0.014892208,0.52095475,0.017273612,0.010055963,0.00122533,0.401420898,0.009612839
303,625,4.611502009,40.22900209,66.96889819,625,17.45096463,381.5038551,1457.896773,3264.585304,29.04357589,4722.482077,4722.482077,5150.480472,1287.620118,625,1185,0.272657492,2.19485E-4,0.110724807,0.13646509,625,625,625,625,J160719.77+141838.0,241.832406,14.31058,14.54,13.88,13.61,,,,,,,,,,,,,Lamost_DR2,241.832538,14.310629,GALEX J160719.8+141838,6.3757001E18,6.3757001E18,AIS,241.746316,14.009764,176.0,176.0,27.4589,42.7484,50136,97,3,0.312264,true,1,0.0375,0,0,,,21.3024,0.2354,,,1.2224,0.2354,,,1.1595,0.1987,,,1.4463,0.3653,0,0,0,0,,,0.0109401,0.00237183,,,1719.56,2645.08,,7.954,,0.003,0.9835,0.0,0.0277,,-34.07,17.29,,,10.2627,3.78329,3.5,7.24E-4,7.04E-4,,,,134.4,160.1,,,0.78,,,0.31,,C,0,1,6.3757001E18,6.3757E+18,0,1,6.3757001E18,6.3757E+18,6.3757E+18,N,0.0,0.494614,241.8323427,14.31058938,2.391E-4,2.319E-4,23.2,4.45856006E18,241.8323392,0.0127,14.31057748,0.0114,1.636E-4,1.636E-4,0.0167,9.7763,6112.469437652812,2.785,-0.767,0.015,-2.677,0.015,325,-1.5681,282.43,0.0,0.0,31,,,20,0.938,false,52272.8,8.35177,13.891678,23618.7,22.5156,14.405404,40390.3,13.232203,1.225,1.173202,,,0,,,1.24999998E17,1.23999994E18,,522193721,0.002761,0.002976,0.003853,13.891678,0.002761,52272.8,-0.009,0.2331,0.238,0.0221,0.695888,241.83233,14.310589,0.062,0.056,0,1.23766994E18,1,,6,J160719.75+141838.1,*,4.83785E14,2004.4525,3,17.289,0.012,17.301,17.277,15.6,0.007,15.607,15.593,16.068,0.017,16.085,16.051,12.528,0.002,12.53,12.526,14.275,0.007,14.282,14.268,14.268,,,,,,,-2.4,2.4,-1.4,2.4,0.0,,,,0.738638,0.440986883,0.009748159,2.089422361,0.026942196,1.357769986,0.042520527,35.38557432,0.130365347,7.079884722,0.091292066,4.3614E-4,4.45888E-4,0.002075995,0.002102937,0.001336676,0.001379197,0.035320452,0.035450817,0.007034386,0.007125678,,,-0.430046783,0.012119989,-1.648435478,0.036690354,0.731652375,0.069462722,-34.02780434,0.172885874,28.3056896,0.221657413,0.005235945,0.001202676,1.538863271,0.068034699,0.038370721,0.001342998,4.998043854,0.082861109,0.024808221,0.005926853,0.211056841,0.007386967
304,628,6.167201081,9.264832782,1.348982884,628,25.32654104,0.454938803,1.036826296,0.025537189,50.42436882,1.062363485,1.062363485,77.26821214,19.31705304,628,265,18.18309205,0.085062642,0.743990254,0.990060301,628,628,628,628,J161138.44+201224.2,242.910169,20.206727,16.6,15.94,15.72,,,,,,,,,,,,,Lamost_DR2,242.910112,20.206811,GALEX J161138.4+201224,6.3756699E18,6.3756699E18,AIS,243.193276,20.226965,122.05,320.05,35.5296,43.9315,50135,2241,70,0.266483,true,1,0.0503,0,0,,,21.1339,0.1611,,,1.0539,0.1611,,,1.1207,0.1278,,,1.0595,0.1826,0,0,0,0,,,0.0127779,0.00189567,,,2583.51,1866.83,,7.637,,0.003,0.9818,0.0,0.0593,,61.37,-66.69,,,11.0286,140.895,3.99356,7.91E-4,7.44E-4,,,,252.8,115.2,,,0.63,,,0.25,,C,0,1,6.3756699E18,6.37567E+18,0,1,6.3756699E18,6.37567E+18,6.37567E+18,N,0.0,0.360409,242.910229,20.20674803,7.106E-4,3.408E-4,43.32,1.20185994E18,242.9101571,0.0284,20.20669856,0.0236,8.31E-5,8.31E-5,0.0408,2.0381,12033.694344163658,18.83,-15.187,0.034,-11.131,0.035,682,0.4563,723.31,0.0,0.0,31,,,21,1.012,false,7570.74,2.04501,15.989522,3489.88,8.96578,16.481516,5750.03,15.34872,1.22,1.132796,,,0,,,1.31999996E17,1.23999994E18,,552191875,0.002771,0.003945,0.004149,15.989522,0.002771,7570.74,-0.009,0.547,0.5674,0.6254,0.455755,242.910218,20.206746,0.001,0.001,90,1.23766994E18,1,+,6,J161138.45+201224.2,*,6.8987912704E10,2004.2885,3,18.351,0.015,18.366,18.336,16.708,0.004,16.712,16.704,15.939,0.004,15.943,15.935,15.695,0.004,15.699,15.691,15.58,0.006,15.586,15.574,15.574,,,,,,,-11.7,2.4,-9.2,2.4,0.0,,,,0.427588,0.165814371,0.004581852,0.753054082,0.005548722,1.529065937,0.011266602,1.914371404,0.014105645,2.128264283,0.023522641,1.63539E-4,1.68121E-4,7.50285E-4,7.55834E-4,0.001523443,0.00153471,0.001907332,0.001921437,0.002116535,0.002140058,,,-0.153036471,0.006477522,-0.587239711,0.010130574,-0.776011855,0.016815324,-0.385305467,0.025372246,-0.213892879,0.037628286,0.016968104,0.002642335,0.492492877,0.007257662,0.798730034,0.01177055,0.89949891,0.016569481,0.077061475,0.013561878,0.220189193,0.007706778
305,630,4.351130059,4.746052374,3.0002611,630,10.58343217,2.678160622,0.862101165,0.108499824,13.51680455,0.970600989,0.970600989,27.74899834,6.937249584,630,252,7.147375351,0.08284479,0.711409077,0.96683959,630,630,630,630,J161801.17+505949.0,244.504906,50.996964,17.88,17.31,17.12,,,,,,,,,,,,,Lamost_DR2,244.505637,50.997167,GALEX J161801.3+505949,6.37113E18,6.37113E18,AIS,244.123514,50.638224,159.0,382.0,79.0701,44.5809,50006,609,19,0.432578,true,1,0.0224,0,0,,,21.9371,0.2289,,,1.8571,0.2289,,,1.9072,0.1847,,,1.704,0.2529,0,1,0,0,,,0.00609762,0.00128529,,,1325.88,2804.57,,5.137,,0.002,0.9787,0.0,0.2109,,-86.56,-88.28,,,10.9602,4.20181,3.5,8.58E-4,6.77E-4,,,,332.2,123.1,,,0.87,,,0.39,,C,0,1,6.37113E18,6.37113E+18,0,1,6.37113E18,6.37113E+18,6.37113E+18,N,0.0,1.809701,244.5048957,50.99694709,0.0012688,0.0010012,30.6,1.42442996E18,244.5048782,0.0568,50.99694066,0.0535,1.517E-4,1.517E-4,0.0596,2.5458,6591.957811470006,2.879,-2.49,0.067,-1.446,0.075,364,-0.5323,358.43,0.0,0.0,31,,,25,0.979,false,2148.85,1.66206,17.356853,1047.95,10.1565,17.78769,1571.48,16.757122,1.219,1.030567,,,0,,,1.69000005E17,1.23999994E18,,705239501,0.00288,0.010886,0.007642,17.356853,0.00288,2148.85,-0.001,1.0769,1.2052,0.2051,1.856729,244.504899,50.996952,0.003,0.003,0,1.23765001E18,2,,6,J161801.17+505949.0,*,6.8987912704E10,2001.2247,3,19.466,0.033,19.499,19.433,17.982,0.006,17.988,17.976,17.296,0.005,17.301,17.291,17.108,0.005,17.113,17.103,17.025,0.012,17.037,17.013,17.013,,,,,,,-5.8,3.0,1.6,3.0,0.0,,,,1.84253,0.059373742,0.003610311,0.232929983,0.002574461,0.43815303,0.004035561,0.520985415,0.004798485,0.562362477,0.01243174,5.76E-5,6.12E-5,2.31646E-4,2.34221E-4,4.3614E-4,4.40175E-4,5.18592E-4,5.2339E-4,5.56181E-4,5.68613E-4,,,-0.053276122,0.004895601,-0.173556241,0.006184771,-0.205223048,0.006610021,-0.082832385,0.008834046,-0.041377062,0.017230225,0.026177909,0.005807256,0.531617874,0.010772119,0.841008246,0.015492039,0.926422791,0.029012484,0.102698935,0.027892213,0.254899523,0.018316832
306,631,3.475751389,7.037300017,1.130880266,631,7.991761167,0.252619941,0.102943317,0.770973311,22.49686749,0.873916627,0.873916627,31.61516522,7.903791305,631,251,9.044102215,0.401021303,0.870365535,0.991667346,631,631,631,631,J161824.90+253653.2,244.603784,25.61479,15.97,15.38,15.19,,,,,,,,,,,,,Lamost_DR2,244.603889,25.614872,GALEX J161824.9+253653,6.3714401E18,6.3714401E18,AIS,244.2632,25.73352,165.05,384.05,43.349,43.9497,50015,1921,60,0.329179,true,1,0.0538,0,0,,,21.6494,0.1872,,,1.5694,0.1872,,,1.6107,0.172,,,1.6319,0.2775,256,0,0,0,,,0.0079478,0.00136965,,,1201.85,1636.07,,5.061,,0.002,0.9841,0.0,0.0565,,-1.12,-13.82,,,3.18739,17.2134,3.5,6.5E-4,6.13E-4,,,,308.3,122.3,,,0.62,,,0.24,,C,0,1,6.3714401E18,6.37144E+18,0,1,6.3714401E18,6.37144E+18,6.37144E+18,N,0.0,0.449254,244.6037612,25.61481152,0.0012636,6.695E-4,26.13,1.30335998E18,244.603824,0.0379,25.61469337,0.0543,0.0012696,0.0012696,0.0721,17.6063,787.6496534341525,29.485,12.751,0.051,-26.585,0.072,683,52.4247,5232.91,0.694,122.3,31,,,30,2.72,false,12670.0,2.4579,15.430422,6084.13,8.73813,15.878046,9292.58,14.827555,1.214,1.050491,,,0,,,1.39000002E17,1.23999994E18,,579202388,0.002763,0.003196,0.003995,15.430422,0.002763,12670.0,-0.008,0.8191,1.1722,0.4729,0.468651,244.603771,25.614787,0.001,0.001,0,1.23766004E18,2,,6,J161824.90+253653.2,*,6.8987912192E10,2003.3223,3,17.729,0.01,17.739,17.719,16.072,0.004,16.076,16.068,15.367,0.005,15.372,15.362,15.17,0.005,15.175,15.165,15.096,0.005,15.101,15.091,15.091,,,,,,,12.3,2.4,-21.6,2.4,0.0,,,,0.489918,0.294052551,0.005416757,1.35277704,0.009967653,2.589561542,0.023850829,3.104747097,0.028595881,3.323731745,0.030612849,2.91357E-4,2.96773E-4,0.001347802,0.00135777,0.002577664,0.002601514,0.003090482,0.003119078,0.003308461,0.003339073,,,-0.286104751,0.006786407,-1.058724489,0.01538441,-1.236784502,0.033818482,-0.515185555,0.05244671,-0.218984648,0.05920873,0.005875174,0.001055763,0.522396173,0.00866063,0.834065211,0.015364104,0.934114825,0.017207104,0.027028502,0.005155734,0.217369561,0.005605818
307,633,4.897884754,19.02064407,19.19261311,633,17.35058286,92.08910657,0.829163446,0.165864699,121.5929921,0.995028145,0.995028145,232.0277097,58.00692743,633,438,58.29677052,0.065678261,0.579539384,0.85858326,633,633,633,633,J161933.92+373123.6,244.891351,37.523227,16.09,15.49,15.26,,,,,,,,,,,,,Lamost_DR2,244.891379,37.523756,GALEX J161933.9+373125,6.3712702E18,6.3712702E18,AIS,244.451431,37.235953,257.0,257.0,60.0058,45.397,50010,1985,62,0.45282,true,1,0.0207,0,0,,,21.5356,0.2072,,,1.4556,0.2072,,,1.7719,0.2128,,,1.6166,0.2838,0,0,0,0,,,0.008826,0.00168365,,,1025.22,2571.81,,7.168,,0.003,0.89,0.0,0.2887,,-11.06,-9.08,,,11.6452,25.3449,3.5,9.6E-4,6.83E-4,,,,219.4,231.3,,,1.01,,,0.42,,C,0,1,6.3712702E18,6.37127E+18,0,1,6.3712702E18,6.37127E+18,6.37127E+18,N,0.0,1.905447,244.8912918,37.52325681,5.807E-4,3.343E-4,18.58,1.33068999E18,244.8912792,0.0173,37.52325558,0.0247,2.67E-5,2.67E-5,0.0226,1.1791,37453.183520599254,2.251,-2.234,0.023,-0.275,0.034,463,-1.0952,443.35,0.0,0.0,31,,,27,0.963,false,11710.2,3.27324,15.515958,5471.21,8.25791,15.993334,8800.69,14.886604,1.219,1.10673,,,0,,,1.52999998E17,1.23999994E18,,638209480,0.002772,0.003236,0.004005,15.515958,0.002772,11710.2,-0.008,0.3669,0.5606,0.3311,1.814282,244.891295,37.52326,0.001,0.001,0,1.23766004E18,1,+,6,J161933.91+373123.7,*,3.52555E13,2003.1799,3,18.008,0.012,18.02,17.996,16.193,0.004,16.197,16.189,15.475,0.004,15.479,15.471,15.228,0.004,15.232,15.224,15.096,0.005,15.101,15.091,15.091,,,,,,,-1.0,2.6,-1.2,2.6,0.0,,,,1.799869,0.227417604,0.005027177,1.21011381,0.00891647,2.344370425,0.017274,2.94324373,0.021686672,3.323731745,0.030612849,2.24918E-4,2.29945E-4,0.001205664,0.00121458,0.002335749,0.002353023,0.00293242,0.002954107,0.003308461,0.003339073,,,-0.218591604,0.006710827,-0.982696206,0.013943647,-1.134256615,0.026190469,-0.598873305,0.038960672,-0.380488015,0.052299521,0.007293529,0.001445056,0.516178586,0.007606707,0.796526092,0.01173807,0.88552385,0.014680812,0.038809661,0.008261247,0.187930756,0.005539029
308,635,3.354641112,68.22485997,236.9806882,635,9.9210827,2246.363352,20.55560807,3504.48531,10.01835854,3525.040918,3525.040918,5791.343711,1447.835928,635,1187,0.410728829,0.002773218,0.120269767,0.126930385,635,635,635,635,J162156.40+351340.4,245.485024,35.227892,13.11,12.53,11.91,,,,,,,,,,,,,Lamost_DR2,245.485049,35.227783,GALEX J162156.4+351340,6.3712702E18,6.3712702E18,AIS,245.882996,35.483288,96.0,197.05,56.8028,44.7752,50010,2625,82,0.413061,true,1,0.018,0,0,,,22.301,0.3228,,,2.2209,0.3228,,,2.2339,0.3208,,,2.7752,0.9014,0,0,0,0,,,0.00436132,0.00129648,,,2639.32,1387.21,,5.959,,0.002,0.9903,0.0,0.3896,,-8.32,-6.62,,,0.209992,1.42043,3.5,6.45E-4,3.94E-4,,,,172.0,96.4,,,0.91,,,0.35,,C,0,1,6.3712702E18,6.37127E+18,0,1,6.3712702E18,6.37127E+18,6.37127E+18,N,0.0,0.399563,245.4850307,35.22790082,1.918E-4,1.31E-4,18.64,1.32942006E18,245.4850204,0.007,35.22789064,0.0084,1.741E-4,1.741E-4,0.0096,18.1508,5743.825387708213,2.972,-1.894,0.009,-2.29,0.012,444,0.5165,690.33,0.056,5.198,31,,,28,1.017,false,274404.0,58.204,12.091393,105081.0,84.6986,12.784726,240683.0,11.294282,1.26,1.490444,-173.7,0.52,15,5000,3.0,1.49999998E17,1.23999994E18,,627209377,0.002765,0.002924,0.003838,12.091393,0.002765,274404.0,-0.009,0.1384,0.1865,0.2302,0.427553,245.485017,35.227902,0.052,0.052,0,1.23766004E18,1,,6,J162156.40+351340.4,*,4.83856E14,2002.3498,3,16.144,0.007,16.151,16.137,13.503,0.002,13.505,13.501,14.237,0.008,14.245,14.229,11.765,0.001,11.766,11.764,12.783,0.007,12.79,12.776,12.776,,,,,,,-3.0,2.7,-4.0,2.7,0.0,,,,0.439457,1.265978059,0.016324243,14.41538509,0.053108271,7.332064004,0.108050267,71.45395117,0.131623061,27.97861711,0.360772127,0.001257842,0.001274166,0.014388855,0.014441964,0.007278238,0.007386288,0.07138817,0.071519793,0.027798813,0.028159585,,,-1.261616739,0.017620723,-13.14940704,0.069432514,7.083321091,0.161158538,-64.12188717,0.239673327,43.47533407,0.492395188,3.02546E-4,9.11E-5,1.96607464,0.0362167,0.102612436,0.001701186,2.553877159,0.037635554,0.00344502,0.001068516,0.087821314,0.001455964
309,636,3.449936004,3.506777119,70.21774165,636,10.76577557,366.7295831,717.7814171,1.922324368,735.7920263,719.7037414,719.7037414,1832.991126,458.2477816,636,1059,0.636717242,0.005597335,0.948321645,0.611961923,636,636,636,636,J162459.42+341626.4,246.247619,34.274022,14.23,14.16,13.11,,,,,,,,,,,,,Lamost_DR2,246.247861,34.274395,GALEX J162459.4+341627,6.3712702E18,6.3712702E18,AIS,246.496406,34.521019,96.0,215.0,55.5595,44.0589,50010,2913,91,0.320753,true,1,0.0207,0,0,,,21.9839,0.313,,,1.9039,0.313,,,2.2176,0.3385,,,2.3652,0.619,0,17,0,0,,,0.00584059,0.00168348,,,2476.65,1315.78,,10.528,,0.004,0.9851,0.0,0.5341,,22.78,24.8,,,10.5279,2.43427,3.5,0.001073,4.99E-4,,,,178.2,94.4,,,1.56,,,0.58,,C,0,1,6.3712702E18,6.37127E+18,0,1,6.3712702E18,6.37127E+18,6.37127E+18,N,0.0,1.523602,246.2476137,34.27400976,2.063E-4,1.487E-4,26.7,1.32612001E18,246.2475973,0.008,34.27398873,0.0091,1.165E-4,1.165E-4,0.0105,11.1447,8583.690987124464,5.628,-3.045,0.01,-4.733,0.012,447,2.5015,511.91,0.0,0.0,31,,,30,1.085,false,86112.4,14.7715,13.349703,33962.6,27.9041,14.011041,73613.6,12.580501,1.249,1.43054,,,0,,,1.48999992E17,1.23999994E18,,622211523,0.002762,0.002929,0.003824,13.349703,0.002762,86112.4,-0.013,0.162,0.196,0.2582,1.569941,246.247652,34.274026,0.063,0.052,90,1.23766994E18,2,,6,J162459.43+341626.4,*,2.02379E14,2004.3652,3,17.17,0.008,17.178,17.162,14.475,0.003,14.478,14.472,13.502,0.008,13.51,13.494,14.091,0.011,14.102,14.08,12.781,0.003,12.784,12.778,12.778,,,,,,,-0.2,2.6,-3.7,2.6,0.0,,,,1.467771,0.49206875,0.007251474,5.888792445,0.032542711,14.42866827,0.212630638,8.387378582,0.169954255,28.03020312,0.154900827,4.88456E-4,4.95708E-4,0.005872544,0.005905086,0.014322745,0.014535375,0.008302832,0.008472786,0.02795286,0.028107761,,,-0.48622816,0.008934954,-5.396723695,0.039794185,-8.53987582,0.245173349,6.041289683,0.382584893,-19.64282454,0.324855082,9.91815E-4,2.9136E-4,0.408131391,0.008269921,1.720283414,0.06020953,0.299226465,0.007716843,0.011869459,0.003596146,0.083560213,0.001693174
310,637,14.01868388,103.2810997,94.55771806,637,152.9099461,2235.290517,1190.85172,379.6492847,3712.563287,1570.501005,1570.501005,7671.264756,1917.816189,637,1198,1.221149291,2.04854E-4,0.048742261,0.477454071,637,637,637,637,J163012.79+322312.8,247.553316,32.386905,14.43,13.86,13.7,,,,,,,,,,,,,Lamost_DR2,247.553363,32.386998,GALEX J163012.8+322313,6.3714401E18,6.3714401E18,AIS,247.813943,32.631206,112.0,221.05,53.177,42.7338,50015,289,9,0.328522,true,1,0.0229,0,1,,,19.7629,0.0775,,,-0.3171,0.0775,,,-0.2154,0.0769,,,-0.2728,0.0859,0,0,0,0,,,0.0451682,0.00322134,,,2430.83,1326.76,,4.289,,0.002,0.9834,0.0,0.1325,,-16.08,-24.61,,,11.7617,6.6465,3.5,8.78E-4,7.62E-4,,,,181.4,86.3,,,0.52,,,0.12,,C,0,1,6.3714401E18,6.37144E+18,0,1,6.3714401E18,6.37144E+18,6.37144E+18,N,0.0,0.363113,247.5533137,32.38690966,2.746E-4,2.178E-4,27.91,1.32459004E18,247.5533122,0.0108,32.38688212,0.0129,7.349E-4,7.349E-4,0.015,48.9605,1360.7293509320996,6.204,-0.291,0.014,-6.197,0.016,421,5.2839,591.63,0.076,4.1,31,,,28,1.188,false,52294.9,7.235,13.891218,25466.3,18.2212,14.323627,37812.4,13.303809,1.21,1.019818,,,0,,,1.46999997E17,1.23999994E18,,612211849,0.002759,0.002896,0.003814,13.891218,0.002759,52294.9,-0.009,0.2314,0.2632,0.1899,0.351511,247.553316,32.386912,0.0,0.0,90,1.23766004E18,1,+,6,J163012.79+322312.8,*,2.02381E14,2003.4066,3,16.122,0.005,16.127,16.117,14.489,0.003,14.492,14.486,13.846,0.003,13.849,13.843,14.157,0.005,14.162,14.152,13.56,0.004,13.564,13.556,13.556,,,,,,,-3.9,2.6,-9.2,2.6,0.0,,,,0.341563,1.291891919,0.01189881,5.813347009,0.032125784,10.5105695,0.058083628,7.892711818,0.07269482,13.67811441,0.100784307,0.001285956,0.001297855,0.005797306,0.005829432,0.010481568,0.010539651,0.007856448,0.007929143,0.013627815,0.013728599,,,-1.246723719,0.01512015,-4.52145509,0.044024594,-4.697222488,0.090209412,2.617857679,0.130778448,-5.785402596,0.173479128,0.007769741,5.97066E-4,0.55309534,0.006113043,1.331680383,0.01962442,0.577032154,0.009566421,0.034962832,0.002815527,0.222228592,0.003274891
