,col1,Nsigma,usigma,gsigma,starindex_x,N/uchisq,g/rchisq,r/ichisq,i/zchisq,u/gchisq,totchisq,reducedtotchisq,totchisq2,reducedtotchisq2,starindex_y,modelindex,test2,diffN,diffu,diffg,Unnamed: 0,col1.1,col1.1.1,col1.1.1.1,name,ra,dec,sloan_g_mag,sloan_r_mag,sloan_i_mag,sloan_z_mag,galah_g_mag,galah_r_mag,galah_i_mag,Bmag,Vmag,Rmag,Imag,Jmag,Hmag,Kmag,class_green13,origin,RAJ2000,DEJ2000,name_x,objid,phID,Cat,RAfdeg,DEfdeg,FUVexp,NUVexp,GLON,GLAT,tile,img,sv,r.fov,Obs,b,E(B-V),Sp?,chkf,FUVmag,e_FUVmag,NUVmag,e_NUVmag,FUV.a,e_FUV.a,NUV.a,e_NUV.a,FUV.4,e_FUV.4,NUV.4,e_NUV.4,FUV.6,e_FUV.6,NUV.6,e_NUV.6,Fafl,Nafl,Fexf,Nexf,Fflux,e_Fflux,Nflux,e_Nflux,FXpos,FYpos,NXpos,NYpos,Fima,Nima,Fr,Nr,nS/G,fS/G,nell,fell,nPA,e_nPA,fPA,e_fPA,Fnr,F3r,Nar,Narms,Nbrms,Far,Farms,Fbrms,w_NUV,w_FUV,Prob,Sep,Nerr,Ferr,Ierr,Nperr,Fperr,CV,G,N,primid,groupid,Gd,Nd,primidd,groupidd,grouptot,OName,Size,angDist,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra_x,ra_error,dec_x,dec_error,parallax,parallax_error,parallax_over_error,distance,pm,pmra,pmra_error,pmdec,pmdec_error,astrometric_n_good_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,pseudocolour,pseudocolour_error,visibility_periods_used,ruwe,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_mag,phot_bp_rp_excess_factor,bp_rp,dr2_radial_velocity,dr2_radial_velocity_error,dr2_rv_nb_transits,dr2_rv_template_teff,dr2_rv_template_logg,panstarrs1,sdssdr13,skymapper2,urat1,phot_g_mean_mag_error,phot_bp_mean_mag_error,phot_rp_mean_mag_error,phot_g_mean_mag_corrected,phot_g_mean_mag_error_corrected,phot_g_mean_flux_corrected,phot_bp_rp_excess_factor_corrected,ra_epoch2000_error,dec_epoch2000_error,ra_dec_epoch2000_corr,angDist_x,RAdeg,DEdeg,errHalfMaj_x,errHalfMin_x,errPosAng_x,objID_x,mode,q_mode,class,SDSS12,m_SDSS12,flags,ObsDate,Q,umag,e_umag,umagub,umaglb,gmag,e_gmag,gmagub,gmaglb,rmag_x,e_rmag,rmagub,rmaglb,imag_x,e_imag,imagub,imaglb,zmag,e_zmag,zmagub,zmag_lb,zmaglb2,zsp,e_zsp,f_zsp,zph,e_zph,avg_zph,pmRA_x,e_pmRA,pmDE,e_pmDE,SpObjID,spType,spCl,subClass,angDist_xa,uflux,e_uflux,gflux,e_gflux,rflux,e_rflux,iflux,e_iflux,zflux,e_zflux,ufluxub,ufluxlb,gfluxub,gfluxlb,rfluxub,rfluxlb,ifluxub,ifluxlb,zfluxub,zfluxlb,F-Nflux,e_F-Nflux,n-uflux,e_n-uflux,u-gflux,e_u-gflux,g-rflux,e_g-rflux,r-iflux,e_r-iflux,i-zflux,e_i-zflux,N/g,e_N/g,g/r,e_g/r,r/i,e_r/i,i/z,e_i/z,N/u,e_N/u,u/g,e_u/g
0,0,11.38640992,104.7589513,17.78357054,0,137.5591278,79.06384525,1365.597002,6386.747471,7500.287409,7752.344472,7752.344472,15469.25485,3867.313714,0,92,0.498857311,0.299808144,2.350821286,1.032758552,0,0,0,0,1.41E+14,60.95166700000001,15.857582999999998,,,,,11.807,10.784,10.363,,,,,,,,,Galah_DR2,60.95192900000001,15.857721,GALEX J040348.4+155127,6376967516879585854,6376967516878536704,AIS,60.900838,16.234394,397.45,397.45,176.1012,-26.566,50172,1473,46,0.379859,True,1,0.4031,0,0,,,19.6952,0.0668,,,-0.3848,0.0668,,,-0.2917,0.0612,,,-0.3525,0.0786,0,0,0,0,,,0.0480769999999999,0.00295643,,,1812.55,1010.4,,3.707,,0.002,0.9835,0.0,0.153,,-8.19,-16.48,,,11.3598,4.07537,3.5,0.000858,0.000727,,,,297.3,344.5,,,0.58,,,0.12,,C,0,1,6376967516879586304,6376967516879585854,0,1,6376967516879586304,6376967516879585854,6376967516879585854,N,0.0,1.034133,60.9517680607,15.85755627236,0.0007652,0.0004771,79.45,45417084429742208,60.9517763619,0.0366,15.857527397570006,0.0269,0.0011929,0.0398,29.9385,838.2932349735937,6.7410000000000005,1.797,0.047,-6.497000000000001,0.032,498,48.312,7387.59,0.321,185.7,31,,,17,2.882,False,910907.0,130.486,10.788682,343647.0,145.92700000000005,11.49826,815456.0,9.969395,1.272,1.528865,23.87,0.41,15,5000.0,3.0,,1.2376732857405276e+18,,530022407.0,0.00276,0.002828,0.003792,10.788682,0.00276,910907.0,-0.001,0.7573,0.4895,0.1738,0.813813,60.951797,15.857526000000002,0.057,0.053,90.0,1237673285740527673,1,,6,J040348.43+155127.0,*,483856286613520,2006.8047,3,15.286,0.0069999999999999,15.293,15.279000000000002,12.007,0.001,12.008,12.005999999999998,10.886,0.001,10.887,10.885,10.405,0.001,10.406,10.404000000000002,10.595999999999998,0.001,10.596999999999998,10.595,10.595,,,,,,,,,,,0,,,,0.837051,2.790141536848989,0.0359776661703098,57.17764302252658,0.105325125679144,160.55589244088443,0.2957549254408442,250.04964880089832,0.4606085401984983,209.71343259142867,0.3863064736918942,0.0027722106927055,0.0028081883588758,0.0571250047116917,0.0572303298373708,0.1604080830782474,0.1607038380036883,0.2498194505898272,0.2502800591300257,0.2095203683049289,0.2099066747786208,,,-2.7420645368489893,0.0389340961703098,-54.38750148567759,0.1413027918494538,-103.37824941835784,0.4010800511199883,-89.49375636001389,0.7563634656393425,40.33621620946965,0.8469150138903925,0.0008408356388712,5.325492549841498e-05,0.3561229809337517,0.0013120057330224,0.6420960525672517,0.0023655696127453,1.192339688073554,0.0043927423682765,0.0172310255107327,0.0012817851841437,0.0487977711104625,0.0007191149437408
3,3,9.020613131,12.10435086,20.35410776,3,66.33451001,103.5724257,0.181121078,925.4698103,186.24742,925.6509314,925.6509314,1281.805287,320.4513218,3,1207,0.346190244,0.208696341,1.156080368,0.962506343,3,3,3,3,1.60E+14,123.263875,13.724694,,,,,12.81,11.938,11.718,,,,,,,,,Galah_DR2,123.263941,13.724795,GALEX J081303.3+134329,6377917521769532883,6377917521768480768,AIS,123.297245,13.522355,159.0,159.0,209.3673,24.1809,50199,2273,71,0.205012,True,1,0.0279,0,0,,,19.6975,0.0953,,,-0.3825,0.0953,,,-0.3523,0.0905,,,-0.4067,0.1044,0,0,0,0,,,0.0479724999999999,0.00420823,,,2014.29,2390.06,,3.249,,0.001,0.9835,0.0,0.0176,,9.61,43.87,,,10.7335,0.8133670000000001,3.5,0.000753,0.00074,,,,115.4,137.8,,,0.53,,,0.13,,C,0,1,6377917521769532416,6377917521769532883,0,1,6377917521769532416,6377917521769532883,6377917521769532883,N,0.0,0.432022,123.26388101548,13.72471405244,0.0002581,0.0001492,111.49,650705687286899968,123.26386699396002,0.013,13.72470463281,0.009,0.000649,0.0163,39.9136,1540.8320493066255,3.726,-3.065,0.015,-2.119,0.011,301,0.1554,543.01,0.063,5.973,31,,,17,1.005,False,294747.0,52.5084,12.013744,133729.0,80.0372,12.522977,227716.0,11.354413,1.226,1.168564,48.82,0.65,9,5000.0,3.0,,1.2376674300859515e+18,,519148728.0,0.002762,0.002865,0.0038009999999999,12.013744,0.002762,294747.0,-0.0069999999999999,0.2463,0.168,-0.3653,0.359065,123.263857,13.724722,0.045,0.044,90.0,1237667430085951750,1,,6,J081303.32+134328.9,*,483854105579536,2005.0469,3,15.614,0.0069999999999999,15.621,15.607,12.907,0.001,12.908,12.906,12.056,0.001,12.057,12.055,11.815,0.001,11.816,11.814,12.601,0.009,12.61,12.592,12.592,,,,,,,-3.8,2.3,1.0,2.3,0,,,,0.394293,2.0626532363015246,0.0265970212151244,24.95894642604589,0.0459760848980188,54.65454068855896,0.1006773987701215,68.23799361186677,0.1256990472881247,33.08462725357079,0.548503509255685,0.0020493975948734,0.0020759946160885,0.0249359689699809,0.0249819450548789,0.0546042251709999,0.05470490256977,0.0681751730314957,0.0683008720787839,0.0328115121708227,0.0333600156800784,,,-2.014680736301525,0.0308052512151244,-22.89629318974437,0.0725731061131432,-29.69559426251307,0.1466534836681403,-13.58345292330781,0.2263764460582462,35.15336635829598,0.6742025565438098,0.0019220562912037,0.0001721466343122,0.4566673896002686,0.0016824250762638,0.8009400305558572,0.002950772537235,2.062528711261268,0.0379935754972082,0.0232576659788039,0.0023400999016719,0.0826418391662976,0.0012178626817773
4,4,4.368730676,10.95118524,12.14145884,4,14.54779977,53.06943832,3.908068045,355.1972391,111.1223522,359.1053071,359.1053071,537.8448974,134.4612244,4,1207,0.374433966,0.182660175,0.818442373,1.067096267,4,4,4,4,1.60E+14,124.485167,14.35,,,,,14.402,13.083,13.156,,,,,,,,,Galah_DR2,124.484813,14.349804999999998,GALEX J081756.3+142059,6377917531433208638,6377917531432157184,AIS,124.845972,14.206993,128.0,128.0,209.2616,25.5166,50199,2561,80,0.378017,True,1,0.0274,0,0,,,20.6848,0.2032,,,0.6048,0.2032,,,0.6399,0.1739,,,0.6245,0.2513,0,0,0,0,,,0.0193225,0.00361502,,,2746.18,2250.5,,6.794,,0.003,0.9812,0.0,0.2287,,13.3,14.37,,,0.0,7.00212,3.5,0.000892,0.000688,,,,95.1,102.5,,,0.81,,,0.32,,C,0,1,6377917531433208832,6377917531433208638,0,1,6377917531433208832,6377917531433208638,6377917531433208638,N,0.0,1.418697,124.48516352101002,14.349987844089998,0.0002535,0.0001338,114.11,652207693186643584,124.48516642408,0.0128,14.34994407879,0.0081,0.0004091,0.0146,28.0275,2444.390124663896,9.868,0.633,0.015,-9.847,0.01,408,1.4032,469.25,0.02,0.4566,31,,,17,1.0490000000000002,False,106463.0,12.2994,13.119371,46798.8,26.8311,13.662954999999998,84400.9,12.432028,1.232,1.230928,,,0,,,1.2522124485137046e+17,1.2376674300865416e+18,,522147164.0,0.002758,0.002859,0.003797,13.119371,0.002758,106463.0,-0.0069999999999999,0.2377,0.1601,-0.4543,1.388452,124.485158,14.349972,0.048,0.048,90.0,1237667430086541443,1,,6,J081756.43+142059.8,*,483856252014608,2005.0469,3,16.371,0.009,16.38,16.362000000000002,14.151,0.003,14.154000000000002,14.148,13.188,0.002,13.19,13.186,12.933,0.002,12.935,12.931,13.349,0.009,13.358,13.34,13.34,,,,,,,3.5,2.3,-2.3,2.3,0,,,,1.343485,1.0271317227883618,0.0170286223464544,7.936449335826388,0.043858495793414,19.267539087108823,0.0709842774657722,24.36835700472009,0.0897763958286508,16.61216505624674,0.2754098184758364,0.0010186527002625,0.001035681322609,0.0079145503842858,0.0079584088800792,0.0192320796378344,0.0193030639153002,0.0243235101503521,0.0244132865461808,0.0164750308827991,0.016750440701275,,,-1.007809222788362,0.0206436423464544,-6.909317613038025,0.0608871181398684,-11.331089751282434,0.1148427732591862,-5.10081791761127,0.160760673294423,7.756191948473351,0.3651862143044873,0.0024346529767127,0.0004689502899661,0.4119077843800179,0.0037938146599667,0.790678628164252,0.0058259387341379,1.4668983195273968,0.0297236750333469,0.0188120954414153,0.003831411280078,0.1294195526646565,0.0028608220492367
6,6,4.143435343,56.32985913,50.17159205,6,14.94687678,279.6862061,197.441605,103.6368571,1425.138186,301.0784621,301.0784621,2020.849731,505.2124328,6,1199,1.678009212,0.002009815,0.169883782,0.722741181,6,6,6,6,1.60E+14,129.684417,10.617194,,,,,14.33,13.384,13.029000000000002,,,,,,,,,Galah_DR2,129.684955,10.616628,GALEX J083844.3+103659,6377811949325911790,6377811949324861440,AIS,129.291457,10.757985,222.45,222.45,215.4312,28.6047,50196,1697,53,0.4117,True,1,0.036,0,0,,,21.6161,0.2616,,,1.5361,0.2616,,,2.0763,0.3191,,,1.8272,0.4227,0,0,0,0,,,0.00819553,0.00197398,,,992.51,1563.77,,11.193,,0.005,0.9452,0.0,0.5474,,32.17,32.46,,,11.1927,3.15818,3.5,0.001157,0.000524,,,,173.3,175.9,,,1.79,,,0.72,,C,0,1,6377811949325912064,6377811949325911790,0,1,6377811949325912064,6377811949325911790,6377811949325911790,N,0.0,2.7870630000000003,129.68441070941003,10.6171983859,0.0003393,0.000206,96.69,601443653647467904,129.68439507288,0.0158,10.61719382687,0.0076,0.0001661999999999,0.0197,8.4266,6016.84717208183,3.607,-3.458,0.021,-1.026,0.013,387,-0.4970000000000001,365.52,0.0,0.0,31,,,17,0.981,False,79164.0,14.5733,13.441048,32837.4,21.5531,14.047620000000002,65357.4,12.709658,1.24,1.337962,,,0,,,1.2074129684421107e+17,1.237671124832027e+18,,504142520.0,0.002763,0.00288,0.003822,13.441048,0.002763,79164.0,-0.011,0.3378,0.2084,-0.1195,2.815228,129.684393,10.617162,0.06,0.052,90.0,1237670594403041337,2,,6,J083844.25+103701.7,*,202381275303952,2005.8603,1,16.97,0.008,16.977999999999998,16.962,14.586,0.003,14.589,14.583,13.557,0.006,13.563,13.550999999999998,13.458,0.004,13.462,13.454,13.04,0.004,13.044,13.036,13.036,,,,,,,-2.9,2.4,-1.6,2.4,0,,,,2.766317,0.5915969526517945,0.0087181866355972,5.31650525241116,0.0293801313853581,13.71596121804454,0.1515951775121343,15.025407115065642,0.1107115418696857,22.08138156947392,0.1627020049835767,0.0005872539187308,0.0005959721053664,0.0053018354817811,0.0053312156131665,0.0136403730652326,0.0137919682427447,0.0149701533131134,0.0150808648549831,0.0220001804208927,0.0221628824258762,,,-0.5834014226517945,0.0106921666355972,-4.724908299759365,0.0380983180209554,-8.39945596563338,0.1809753088974925,-1.309445897021103,0.2623067193818201,-7.055974454408277,0.2734135468532624,0.0015415257976625,0.0003798115744461,0.3876144856269231,0.0064261349780057,0.9128512201371136,0.0168154075065162,0.6804559337825716,0.0100275920644922,0.0138532322779285,0.0035408483007149,0.1112755324342981,0.0022547662100128
7,7,6.753152806,46.82201962,167.9196074,7,49.21055787,7049.248641,0.250210309,933.542895,434.7542351,933.7931053,933.7931053,8467.006539,2116.751635,7,1206,2.26683151,0.334752253,1.862505855,1.309319392,7,7,7,7,1.70E+14,129.765917,13.781332999999998,,,,,12.488,11.605,11.262,,,,,,,,,Galah_DR2,129.765903,13.781248,GALEX J083903.8+134652,6377811935367270055,6377811935366217728,AIS,129.800568,13.302301000000002,215.0,215.0,212.1646,29.9855,50196,1281,40,0.480131,True,1,0.0494,0,0,,,20.2682,0.107,,,0.1882,0.107,,,0.2115,0.0995,,,0.1513,0.1198,0,1,0,0,,,0.0283608,0.0027938,,,2038.61,3030.27,,4.621,,0.002,0.9835,0.0,0.0916,,-2.98,-18.14,,,11.1319,54.5069,3.5,0.0008119999999999,0.0007379999999999,,,,168.4,189.8,,,0.56,,,0.17,,C,0,1,6377811935367270400,6377811935367270055,0,1,6377811935367270400,6377811935367270055,6377811935367270055,N,0.0,0.308442,129.7659131759,13.78133741606,0.0003127,0.0001798,115.26,603384253015346560,129.76591818213,0.015,13.78132424962,0.0102,0.0005289,0.0184,28.6933,1890.7165815844205,3.158,1.094,0.018,-2.962,0.013,290,-1.8799,585.3,0.092,11.73,31,,,17,0.921,False,417203.0,86.2962,11.636498,182542.0,106.054,12.185138,331602.0,10.946354,1.232,1.238784,35.59,0.75,7,5000.0,3.0,,1.237667783348453e+18,,519153265.0,0.002764,0.002861,0.003792,11.636498,0.002764,417203.0,-0.008,0.293,0.2104,-0.4097,0.323858,129.765889,13.781327,0.071,0.063,90.0,1237667783348453496,1,,6,J083903.81+134652.7,*,483856253063184,2005.1942,3,15.923,0.01,15.933,15.913,12.898,0.001,12.899,12.897,11.651,0.001,11.652,11.65,11.39,0.001,11.390999999999998,11.389,13.776,0.015,13.791,13.761,13.761,,,,,,,1.0,2.4,4.7,2.4,0,,,,0.289925,1.551765893839252,0.0285849943967562,25.16669865015076,0.0463587786914028,79.36449349043029,0.1461948203777402,100.93138874810744,0.185922515219386,11.210532032852328,0.3097683368511288,0.0015375392155434,0.0015661242099401,0.0251435299353075,0.0251898887139989,0.0792914297428404,0.0794376245632181,0.100838470300736,0.1010243928159554,0.0110567177492187,0.0113664860860698,,,-1.523405093839252,0.0313787943967562,-23.6149327563115,0.074943773088159,-54.19779484027954,0.192553599069143,-21.566895257677142,0.3321173355971263,89.72085671525511,0.4956908520705149,0.0011269177731354,0.0001130876389951,0.3171027438508801,0.001168249846906,0.7863212274676886,0.0028969148684621,9.003264827425605,0.2653619719673895,0.0182764681918817,0.0021370702591308,0.0616594935796219,0.0012494071491434
8,8,11.11771957,101.9010672,121.8362266,8,98.77737931,790.4967483,0.537462434,0.51583261,3035.383058,1.053295044,1.053295044,3925.71048,981.4276201,8,341,931.7689529,0.000943608,0.061452966,0.326707271,8,8,8,8,1.60E+14,129.822833,-0.480278,,,,,14.162,13.37,13.606,,,,,,,,,Galah_DR2,129.822904,-0.480289,GALEX J083917.4-002849,6377987838974105029,6377987838973050880,AIS,130.024336,-0.8822190000000001,157.0,301.0,226.4461,23.5598,50201,737,23,0.449574,True,1,0.0297,0,0,,,20.3141,0.0976,,,0.2341,0.0976,,,0.2836,0.0889,,,0.3036,0.1204,0,1,0,0,,,0.0271877999999999,0.00244314,,,2406.24,2886.92,,4.873,,0.002,0.9835,0.0,0.2257,,-11.88,-29.07,,,11.0305,59.8991,3.5,0.000872,0.000675,,,,239.1,136.3,,,0.55,,,0.15,,C,0,1,6377987838974104576,6377987838974105029,0,1,6377987838974104576,6377987838974105029,6377987838974105029,N,0.0,0.259297,129.82282996153998,-0.4803031494399999,0.000393,0.0002116,110.07,3073629986024857344,129.82280138863,0.0133,-0.48032539117,0.0085,0.0006958,0.0215,32.376,1437.1945961483184,8.147,-6.428999999999999,0.023,-5.004,0.015,377,-0.4733,361.33,0.0,0.0,31,,,18,0.982,False,78694.6,8.81218,13.447504,37145.1,21.2619,13.913788,58752.7,12.825326,1.219,1.088462,,,0,,,1.0742129822817408e+17,1.2376487206718671e+18,75922446.0,448100599.0,0.002758,0.002859,0.003802,13.447504,0.002758,78694.6,-0.0069999999999999,0.3762,0.2401,-0.3912,0.271353,129.822816,-0.480288,0.047,0.042,90.0,1237654898984812572,2,,6,J083917.47-002849.0,*,202381308858384,2001.216,1,15.929,0.005,15.934,15.924,14.2,0.003,14.203,14.197,13.99,0.01,14.0,13.98,13.448,0.002,13.45,13.446,13.112,0.003,13.115,13.109000000000002,13.109000000000002,,,,,,,-7.1,2.8,-2.1,2.8,0,,,,0.318055,1.5432141678133164,0.014213581076117,7.586234237053982,0.0419231331797295,9.205052036713145,0.1695657229230252,15.164435495880866,0.0558678767892222,20.66456376212988,0.1141967487041095,0.0015361237412327,0.0015503373223088,0.00756530162992,0.0076072247630997,0.0091206596119956,0.0092902253349187,0.0151365272855869,0.0151923951623761,0.0206075442720443,0.0207217410207484,,,-1.5160263678133166,0.016656721076117,-6.043020069240665,0.0561367142558465,-1.6188177996591628,0.2114888561027547,-5.9593834591677215,0.2254335997122474,-5.500128266249014,0.1700646254933317,0.0035838334475891,0.0003418541328779,0.824138115330286,0.0197357611634966,0.6070158061085442,0.0134181326593448,0.7338376783772899,0.0067589016320025,0.0176176454098552,0.0017454154371975,0.2034229526259136,0.0029977598766708
9,9,4.195070034,62.97516646,40.11174914,9,12.79910258,402.238107,0.206238846,0.735809607,1351.430351,0.942048453,0.942048453,1767.409609,441.8524023,9,1205,469.0336266,0.044174003,0.30396875,0.778333998,9,9,9,9,1.60E+14,174.692375,6.443861,,,,,14.747,14.001,13.69,,,,,,,,,Galah_DR2,174.692542,6.443824,GALEX J113846.2+062637,6379113716332365699,6379113716331315200,AIS,174.43083700000005,6.428396,106.0,106.0,259.7939,63.0569,50233,65,2,0.2605119999999999,True,1,0.0247,0,0,,,21.006,0.2474,,,0.926,0.2474,,,0.9908,0.2317,,,0.7833,0.2886,0,0,0,0,,,0.0143749,0.00327525,,,1282.09,1953.75,,7.351,,0.003,0.983,0.0,0.139,,-45.46,-43.03,,,9.93571,4.08469,3.5,0.000745,0.000641,,,,85.6,108.5,,,0.84,,,0.32,,C,0,1,6379113716332365824,6379113716332365699,0,1,6379113716332365824,6379113716332365699,6379113716332365699,N,0.0,0.612001,174.69238586163002,6.44384707132,0.0004348,0.000296,116.83,3909587272169573888,174.69235531273,0.0199,6.44380341954,0.0176,0.0001955,0.023,8.4818,5115.089514066496,11.963,-6.83,0.026,-9.822,0.02,210,4.2627,305.02,0.093,3.916,31,,,15,1.216,False,46251.4,8.58008,14.024554,21259.6,25.7431,14.519654,35416.3,13.374887,1.225,1.144767,,,0,,,1.1573174692377309e+17,1.2376584224864993e+18,111912556.0,483154164.0,0.002763,0.003084,0.00387,14.024554,0.002763,46251.4,-0.005,0.4104,0.3291,-0.3025,0.564689,174.69237900000005,6.443841,0.001,0.001,90.0,1237658422486499351,1,+,6,J113846.17+062637.8,*,35255508664336,2002.1746,3,16.516,0.006,16.522000000000002,16.509999999999998,14.732,0.003,14.735,14.729,13.987,0.003,13.99,13.984000000000002,13.705,0.003,13.708,13.702,13.58,0.004,13.584,13.576,13.576,,,,,,,-7.8,2.6,-9.0,2.6,0,,,,0.588083,0.8987235250633414,0.0099331163927674,4.647573286278552,0.0256834720571983,9.230521706992276,0.0510098131743571,11.96812861347144,0.0661384074399848,13.428460670183766,0.0989447865051423,0.0008937706899306,0.0009037038063234,0.0046347492917524,0.0046604327638096,0.0092050520367131,0.0092560618498875,0.0119351050965154,0.0120012435039554,0.0133790794083369,0.0134780241948421,,,-0.8843486250633414,0.0132083663927674,-3.74884976121521,0.0356165884499657,-4.582948420713724,0.0766932852315554,-2.737606906479164,0.1171482206143419,-1.4603320567123266,0.1650831939451272,0.0030929904951558,0.0007218151341173,0.5035006074204816,0.005564901487202,0.7712585655707536,0.0085242755756166,0.8912509711589794,0.0114922363995499,0.0159947966188899,0.0038211174857718,0.1933747936190105,0.003205899419647
10,10,4.42738422,13.95186416,9.726329533,10,14.60602044,23.65037213,0.299759609,0.975882274,72.05696753,1.275641883,1.275641883,111.589002,27.8972505,10,278,21.8691867,0.167753791,0.768694037,0.946250246,10,10,10,10,1.70E+14,186.431,-1.362083,,,,,15.529000000000002,14.753,14.542,,,,,,,,,Galah_DR2,186.431475,-1.362057,GALEX J122543.5-012143,6382597041109861835,6382597041108811776,AIS,186.187467,-1.175913,203.05,203.05,289.6505,60.845,50332,2209,69,0.306855,True,1,0.0227,0,0,,,21.2909,0.2041,,,1.2109,0.2041,,,1.1908,0.1773,,,1.212,0.2697,0,0,0,0,,,0.0110571,0.0020784799999999,,,1361.52,1476.19,,5.914,,0.002,0.9674,0.0,0.2714,,3.8,0.75,,,9.83627,64.8068,3.5,0.000802,0.000584,,,,160.9,194.7,,,0.75,,,0.31,,C,0,1,6382597041109861376,6382597041109861835,0,1,6382597041109861376,6382597041109861835,6382597041109861835,N,0.0,1.7110439999999998,186.43100537227,-1.36207687988,0.0005311,0.0003378,125.71,3694810320067728896,186.43100850571,0.0224,-1.36210574973,0.0165,0.0001562,0.0271,5.7613,6402.048655569783,6.534,0.705,0.03,-6.496,0.026,394,-0.9445,372.82,0.0,0.0,31,,,18,0.965,False,22482.4,4.64089,14.807757999999998,10327.3,14.0593,15.303577,17196.2,14.159313,1.224,1.144264,,,0,,,1.0636186431037587e+17,1.2376503720953774e+18,106799749.0,444123589.0,0.002764,0.003157,0.003881,14.807757999999998,0.002764,22482.4,-0.0069999999999999,0.4742,0.4139,-0.4056,1.691697,186.430989,-1.362078,0.001,0.001,90.0,1237650372095377445,1,+,6,J122543.43-012143.4,*,68987912192,2000.1163,3,17.406,0.009,17.415,17.397000000000002,15.53,0.003,15.533,15.527,14.75,0.003,14.753,14.747,14.507,0.003,14.51,14.504,14.364,0.004,14.368,14.36,14.36,,,,,,,-2.1,2.9,-5.7,2.9,0,,,,1.752404,0.3959364939339312,0.0065641745878145,2.228569792833976,0.0123155480014169,4.571158128692057,0.0252611859583784,5.717764227730719,0.0315975738546386,6.522681539148621,0.0480610187227675,0.0003926680096307,0.0003992321842185,0.0022224205261066,0.002234736074108,0.0045585449855105,0.0045838061714688,0.0057019872676197,0.0057335848414743,0.0064986952955562,0.006546756314279,,,-0.3848793939339312,0.0086426545878144,-1.832633298900045,0.0188797225892315,-2.342588335858081,0.0375767339597953,-1.146606099038662,0.0568587598130171,-0.8049173114179027,0.0796585925774062,0.0049615228724513,0.0009600703913225,0.4875284840499787,0.0053883709562367,0.7994660057024194,0.0088360362731999,0.8765971776198405,0.0113032848189878,0.0279264482294604,0.0057125173265111,0.1776639417832348,0.0039272736349159
11,11,7.634748275,72.11905542,29.2910786,11,48.00792717,274.0977355,1700.038299,5012.711625,431.5506007,6712.749924,6712.749924,7466.406187,1866.601547,11,1185,0.27806809,0.000233776,0.070055856,0.298553111,11,11,11,11,1.70E+14,236.316417,0.6023609999999999,,,,,13.114,12.317,11.782,,,,,,,,,Galah_DR2,236.316396,0.6026100000000001,GALEX J154515.9+003609,6382808115130140623,6382808115129090048,AIS,235.908873,0.6428590000000001,192.0,192.0,7.8703,40.6014,50338,1249,39,0.409482,True,1,0.0961,0,0,,,20.5899,0.1422,,,0.5099,0.1422,,,0.6102,0.1348,,,0.7139,0.2042,0,0,0,0,,,0.0210875999999999,0.00276141,,,933.59,1799.15,,4.651,,0.002,0.9885,0.0,0.18,,-77.49,-77.92,,,10.4917,24.116,3.5,0.000806,0.000661,,,,145.4,140.3,,,0.61,,,0.22,,C,0,1,6382808115130140672,6382808115130140623,0,1,6382808115130140672,6382808115130140623,6382808115130140623,N,0.0,0.899652,236.3164419961,0.60236074972,0.0002666,0.0002079,89.08,4422593353008932736,236.31644509687,0.0133,0.60234544779,0.0106,0.0004323,0.0154,28.0451,2313.208420078649,3.513,0.698,0.017,-3.443,0.013,315,4.8335,666.7,0.088,12.27,31,,,16,1.199,False,238556.0,58.7393,12.24339,100444.0,71.3963,12.833735,196394.0,11.515073,1.244,1.318662,-18.14,0.86,5,5500.0,3.5,,1.237648705137148e+18,304453828.0,454145742.0,0.002768,0.002895,0.0038079999999999,12.24339,0.002768,238556.0,-0.005,0.2666,0.2079,0.0081,0.91245,236.316424,0.602368,0.267,0.046,90.0,1237648597723578506,2,,6,J154515.94+003608.5,*,483856285569040,1999.1992,3,16.011,0.0069999999999999,16.018,16.003999999999998,15.669,0.013,15.682,15.656,15.287,0.01,15.297,15.277,12.009,0.001,12.01,12.008,13.212,0.006,13.218,13.206,13.206,,,,,,,2.2,2.6,-3.1,2.6,0,,,,0.878028,1.4309557170336615,0.0184515573809821,1.9607681187065773,0.0469554131229843,2.787572929028808,0.0513497194806868,57.07241485459962,0.1051312882237656,18.846306077175825,0.2082981411349188,0.0014217596786293,0.0014402112360103,0.0019374309649426,0.0019843863780656,0.0027620163055454,0.0028133660250261,0.0570198734178597,0.0571250047060834,0.0187424447803811,0.018950742921516,,,-1.4098681170336615,0.0212129673809821,-0.5298124016729158,0.0654069705039665,-0.8268048103222307,0.0983051326036712,-54.28484192557082,0.1564810077044525,38.2261087774238,0.3134294293586845,0.010754764828546,0.0016658800163068,0.703396168863539,0.0298017706416958,0.0488427366553625,0.0009897008817577,3.028307755423661,0.0390486157578765,0.0147367243786649,0.0021197899273701,0.7297934433866626,0.0268870701775916
