,fuvchisq,nuvchisq,uchisq,gchisq,rchisq,ichisq,zchisq,totchisq,reducedtotchisq
42,,118.53737913067079,3513006.680093631,8815464.035391575,6633884.303307989,6011308.947096592,16013707.936002674,37474365.22179883,12491455.073932944
43,,118.86906376828239,3758356.812103964,9394592.684349054,7038464.68772679,6365002.0577006815,16853175.60131754,39651235.03109407,13217078.343698023
44,,119.12658170700726,3959668.223209817,9868897.428716097,7368584.925210925,6652654.65479046,17534073.706891015,41424210.7156085,13808070.238536166
45,,119.54030979393451,4303305.42181713,10666133.759972863,7919204.84616184,7130708.598140269,18660714.75414861,44376761.958423585,14792253.986141196
46,,119.92020107233569,4643432.792163858,11445971.44910163,8454186.531154491,7593431.165399367,19746889.598333735,47240478.74398923,15746826.24799641
47,,120.06578534405556,4779871.710538206,11760565.948056761,8668930.338885903,7778164.62466719,20178623.475158375,48386284.38676823,16128761.462256076
48,,120.21009318625002,4919114.105622518,12080705.231135003,8887049.30770546,7965618.249406126,20616300.74760209,49549673.53584868,16516557.845282892
49,,120.38267632589017,5090180.201391672,12462960.942128351,9145948.15384367,8188117.649610641,21135226.825966887,50932253.57154955,16977417.857183184
50,,120.56893181108276,5281193.975436271,12891757.727263786,9435804.16354792,8436480.553866096,21713350.61626538,52477393.06094318,17492464.353647728
51,,120.74930247019533,5472886.823519978,13320179.375648223,9724625.72354286,8683580.453902718,22287711.753159847,54016097.30625365,18005365.768751215
52,,121.01239770223476,5763201.256051787,13966309.628693592,10157713.381556014,9052439.334761363,23142471.25766914,56318933.60268011,18772977.867560036
53,,121.27804402053582,6071153.36031328,14637978.650607862,10605550.04966517,9433390.975141354,24024061.76041419,58700981.435828574,19566993.811942857
54,,121.48671001106958,6324077.40835799,15188951.89780228,10971551.906565372,9743676.808969716,24740836.23119627,60645016.84453364,20215005.614844546
55,,121.61303117492064,6480540.554508765,15525447.254838329,11193286.83490683,9930714.09345252,25171545.326091703,61820993.509289384,20606997.836429793
56,,121.73754449435866,6638258.609663575,15858709.398826825,11412252.690638497,10115465.616091276,25596951.451916464,62983379.15747306,20994459.719157685
57,,121.85728239070879,6793504.895009986,16189851.265966473,11629512.15434387,10298230.44747201,26017100.534994293,64134694.40277664,21378231.467592213
58,,122.00315569448098,6986887.011816068,16599416.600974273,11897153.737061396,10522794.52139071,26532701.881482683,65552066.74090906,21850688.913636353
59,,122.15825290512633,7197933.8039781265,17043675.56229193,12186392.132730134,10764901.373465342,27087984.998848137,67082954.067335546,22360984.689111847
60,,122.31483275316786,7416766.6256137155,17496603.557013787,12480109.625180105,11010475.410357676,27650957.681227196,68638146.27377877,22879382.091259588
61,,122.6353652056123,7884011.4035290815,18457002.76332339,13098989.398049776,11525354.301815705,28829074.694475394,71910421.15766427,23970140.38588809
62,,122.98470373603195,8424355.384245574,19544031.984537836,13794500.564343942,12101975.000690872,30147122.741578314,75587630.29115096,25195876.763716985
63,,123.41375982224271,9130738.380996017,20947579.719702847,14680712.14215516,12828397.475786585,31801296.411120385,80257985.74876498,26752661.916254994
64,,124.04523137052892,10279975.659867382,23191954.591812506,16086289.270307703,13973058.422387296,34407971.02419995,87659273.30870745,29219757.769569147
65,,124.74487857028191,11716990.932876498,25926470.686425615,17777631.541758735,15336989.561028767,37514509.22586015,96555601.01507327,32185200.338357758
66,,125.83564883624445,14318155.953533653,30652061.57098387,20622594.2000515,17594117.444107987,42604057.277896665,111472830.49304003,37157610.16434667
67,,126.90313649659177,17406148.084061395,36000380.11216108,23777771.84482352,20084134.64064609,48144800.75870368,128007087.35633436,42669029.11877812
68,,127.97200289209471,21143105.496899568,42217190.46957251,27365727.025043033,22894253.210462466,54312372.312350646,146789543.01742864,48929847.67247621
69,,129.03241088892145,25598216.551855937,49277305.037234776,31351300.50272847,25993196.291290298,61027665.2281997,167649467.05945325,55883155.68648442
70,,130.12315234612097,31130454.973460376,57697922.481196426,36011952.32528753,29595644.46933552,68738035.36508466,192043554.64090413,64014518.21363471
71,,131.20823250498597,37680166.46672664,67116745.18440655,41071904.68002508,33464412.8086196,76882219.77126735,218535282.44431856,72845094.14810619
72,,132.32187819975823,45656624.98841497,77954327.05907355,46710950.72532169,37724811.64135142,85689056.04355876,248079145.46930546,82693048.48976849
73,,133.43566636746328,55238744.09952741,90461006.99342188,53080986.68824484,42508018.89621554,95453086.87689967,281503099.45478195,93834366.48492731
74,,134.53261430842775,66524673.74208502,104632257.81774431,60147653.21866259,47781986.07220595,106093132.7579938,318655029.86660665,106218343.28886889
75,,135.67314105013966,80487578.66026226,121465220.81213996,68332308.9603019,53837671.439251356,118147226.76329765,361782427.97499084,120594142.65833028
76,,136.7814521375459,96631635.38868001,140185207.43612775,77217848.72657374,60329658.605723485,130963707.69383062,408696422.4622556,136232140.82075188
77,,137.91349669901712,116285256.48447749,162171437.70131907,87424394.49386102,67669311.31572963,145401941.33551866,462667084.8464284,154222361.61547613
78,,139.17082339442132,142061519.78772557,189361466.57573482,99575902.03983742,76197759.91587423,162001153.67709526,527136282.20854175,175712094.06951392
79,,140.4971067518895,174752826.74321842,222009897.11019847,113650473.58969612,85847443.73478432,180603834.58466032,602111649.0193392,200703883.0064464
80,,141.80121768871186,213935126.20212004,259477773.10536405,129378695.7345964,96461785.87101078,200936157.62430337,686254412.3352746,228751470.77842486
81,,143.0640222124573,259964899.3367788,301668668.2040004,146643410.17252308,107963900.63274908,222790291.22038615,779066270.2296587,259688756.74321958
82,,144.318039864245,315222763.3282732,350257294.3366301,166024180.11879992,120738397.05599725,246798754.6069615,883818626.1183888,294606208.7061296
83,,145.58967523389794,382947386.6149329,407317148.269531,188226684.4340866,135239526.03521374,273721377.94065905,1004504736.6794903,334834912.22649676
84,,146.9123762084053,468420319.72447413,476463893.805671,214513157.5936132,152166777.78004256,304857050.11224926,1148000879.291576,382666959.7638586
85,,148.18307868108502,567537764.8857502,553305282.7725474,242923829.6502306,170170509.03817037,337614486.7042964,1304014108.1652446,434671369.38841486
86,,149.39338685063203,680283789.8804913,637185390.6149722,273070152.6595635,189016963.10662943,371554002.3225143,1470826508.7036793,490275502.90122646
87,,150.6287840725065,817786215.488086,735827034.2845173,307609171.65339434,210420848.54177827,409789313.7931359,1663646368.2728257,554548789.4242753
88,,151.93342644392098,992568877.2585279,856805660.6509379,348760015.21279025,235751941.28258622,454659035.82880956,1895976652.9751236,631992217.6583745
89,,153.18548950740646,1194515271.2508838,991767080.9626038,393250651.3260175,263007697.07852796,502518275.4636024,2150543704.830752,716847901.6102506
90,,154.40848387975524,1429748600.1723244,1143450242.951669,442080374.59241474,292552132.9293148,553962599.8816953,2432045350.355094,810681783.451698
91,,155.71051626374663,1730111804.3535652,1330911092.6436996,501258878.25959116,327813221.9483619,614865496.8499556,2774848689.701608,924949563.2338694
92,,157.0422601195182,2100419187.4748592,1554395065.9731352,570308119.5197389,368275721.680803,684104866.1364212,3177083773.310098,1059027924.4366994
93,,158.42026157358504,2562817830.69537,1824002483.1961608,651655404.4247038,415084189.0341785,763353818.3236438,3654095894.9786873,1218031964.9928958
94,,159.81442500779548,3131101475.971318,2145684341.6601903,746751428.6003278,468971341.14616454,853775897.0843251,4215183008.491008,1405061002.8303359
95,,161.23518266030507,3834707315.6123343,2532562325.1479983,858221476.2694404,531449587.7673134,957640619.3435344,4879874008.528286,1626624669.5094287
96,,162.5694822291231,4632982350.190758,2959956565.485039,977797503.1679473,597984225.7558175,1067202401.0450993,5602940695.453903,1867646898.4846344
97,,163.91914499945293,5603620711.256183,3467864065.9249907,1116304359.3277273,674443287.2895509,1192040857.3817081,6450652569.923977,2150217523.3079925
98,,165.25784601270377,6760089260.122401,4060927862.892248,1274016418.6415548,760493017.4589921,1331169880.768462,7426607179.761257,2475535726.5870857
99,,166.48597495332447,8009277986.048817,4687326826.315513,1435965098.435242,847304484.8355833,1469722004.8252766,8440318414.411614,2813439471.470538
100,,167.7414298338051,9518970433.243288,5433976512.682983,1625148746.532476,947599967.6553327,1628507735.783467,9635232962.654259,3211744320.8847528
101,,168.95880079157394,11248173813.752068,6280136981.810703,1835138961.5549705,1057782845.3957042,1801510434.4774365,10974569223.238813,3658189741.0796046
102,,170.1383303683166,13219799186.559872,7239038910.416013,2068316503.001112,1178858766.3363397,1990016125.3748064,12476230305.128273,4158743435.0427575
103,,171.3304191289898,15561071475.557682,8374892416.237221,2338989477.776947,1317921796.3998234,2204666715.2675567,14236470405.68155,4745490135.227183
104,,172.47015239768584,18179179099.038395,9645514311.15231,2635759873.966417,1468802493.2742631,2435547155.6230936,16185623834.016083,5395207944.672028
105,,173.62352261541338,21263908983.37392,11146026283.837189,2979575794.8282595,1641868742.0246944,2698214345.8648105,18465685166.55495,6155228388.85165
106,,174.7314432084265,24719870623.319557,12837224693.641556,3359778642.370228,1831305438.6329148,2983297569.9948344,21011606344.639534,7003868781.546512
107,,175.8388058502417,28737782673.711838,14817381612.827723,3796460305.5911703,2046608647.4646726,3304575122.773776,23965025688.65734,7988341896.219113
108,,176.9035772435709,33253917117.12591,17071477798.37036,4284013998.350825,2284331929.2218986,3656084421.009084,27295908146.952164,9098636048.984055
109,,177.96409025459087,38476253872.26182,19714088220.83896,4844950164.764132,2554964507.6705966,4052825872.2889533,31166828765.562637,10388942921.854212
110,,178.99056363086453,44342675567.982666,22737140711.709145,5474236425.444222,2855168203.9675274,4488790874.42311,35555336215.54401,11851778738.51467
111,,180.00634692435614,51030518832.207985,26239434161.950333,6189523512.78933,3192797866.9016438,4975016996.51288,40596772538.15418,13532257512.718061
112,,181.01457376878773,58640004735.767876,30281672603.24366,6999559399.768151,3571176200.492468,5515694091.792691,46368102295.296974,15456034098.432325
113,,181.9938009286098,67216569389.820244,34957714130.94291,7917626599.284901,3994630779.7964997,6114475364.825335,52984446874.84965,17661482291.61655
114,,182.95479721133077,76918512342.85416,40387575506.662445,8962816356.658443,4471004431.294193,6781695296.31724,60603091590.93232,20201030530.310772
115,,183.9159570572962,87921558418.5502,46665473845.29111,10148879908.79924,5006124116.019045,7525782214.948835,69346260085.05823,23115420028.35274
116,,184.85682399071368,100263258426.68451,53956744999.11006,11498359251.850794,5607316628.012607,8353503973.44309,79415924852.41655,26471974950.805515
117,,185.78321707321226,114158848230.88828,62400800153.11216,13029369399.41749,6281045567.2362995,9272359582.24815,90983574702.0141,30327858234.0047
118,,186.69465868957144,129861261474.37581,72189580789.49518,14768523972.396498,7037033742.5569725,10293744599.446417,104288883103.89507,34762961034.63169
119,,187.59199512025972,147596481514.19867,83555145580.88387,16746947650.439934,7886330541.037038,11430565541.74055,119618989314.10138,39872996438.03379
120,,188.48073716243283,167604008126.52924,96716381663.70633,18991499208.484215,8837861936.436628,12693123296.128233,137238866104.75542,45746288701.58514
121,,188.85736351704057,176917986932.3875,102985203394.36456,20045480190.237923,9280831511.265327,13277109462.581266,145588624558.44907,48529541519.483025
122,,189.2268838488239,186563458104.21738,109575643121.84366,21143680040.078926,9739856785.235592,13879727533.47096,154338907480.62912,51446302493.54304
123,,189.59415717010074,196684369495.46042,116589185335.83122,22302463238.58464,10221690435.91585,14509900004.917215,163623239015.24893,54541079671.74964
124,,189.95738573493512,207277126418.13925,124048056095.28217,23523545321.00275,10726459504.41574,15167213541.616732,173465274462.31738,57821758154.1058
125,,190.31901138529827,218393643259.40652,131973496483.4078,24809845151.5852,11255295063.86227,15853531862.519257,183892168561.37454,61297389520.45818
126,,190.67423643031154,229951613824.05356,140329540390.55325,26154363240.280487,11804931208.56696,16564308633.360252,194853143472.76096,64951047824.253654
127,,191.02822187344836,242150207318.34824,149270961359.91586,27580279924.11474,12384386623.16902,17310948439.77402,206546576346.97363,68848858782.32454
128,,191.3755166690683,254839941284.89758,158692083004.9113,29069778985.376415,12986082287.3603,18083777871.120777,218831722148.76877,72943907382.92293
129,,191.7207851358583,268155093657.57297,168671599415.35202,30634773415.133728,13614897648.530943,18889395110.65253,231810665589.66922,77270221863.22307
130,,192.06321466978233,282080134350.60803,179213779614.25272,32276070271.769882,14271156189.945015,19728858050.41114,245489864126.37872,81829954708.79291
131,,192.40164266527597,296634767642.8493,190381752602.99377,34001392926.965504,14957339502.71792,20604561954.336758,259945046987.01398,86648348995.67133
132,,192.73388827847202,311757053719.73224,202154596694.44803,35805238155.22773,15670611001.739706,21512256849.43143,275142702700.8469,91714234233.61565
133,,193.06281102800892,327614597244.7166,214681510081.88892,37709094826.571396,16419155774.422163,22461937779.35313,291271698462.2356,97090566154.07854
134,,193.3887215433598,344130925515.01245,227884153694.38507,39698854246.20962,17197205438.41964,23446181697.913925,308226395076.9283,102742131692.30943
135,,193.71214817750328,361401939946.5486,241874612603.5194,41789055601.95735,18009746236.1433,24470443231.940197,326143857673.56024,108714619224.52008
136,,194.03371537614444,379516608131.86755,256740053113.13867,43991186731.319046,18861085654.372402,25539747195.901558,345132072694.7316,115044024231.57721
137,,194.35308775752682,398396035331.558,272420620379.31332,46293300535.640144,19746158260.933147,26647124119.466625,365107203295.3533,121702401098.4511
138,,194.67798018529194,418326311045.87213,289075950423.3327,48718786018.486046,20674400172.59015,27805156058.790024,386274292673.1989,128758097557.73297
139,,195.00145297365822,439159701161.2188,306683410666.9041,51260680609.14359,21642029886.747185,29007853185.964714,408593974348.75964,136197991449.58655
140,,195.32389900355793,460936299389.0374,325294392184.7922,53924277246.52167,22650547245.203316,30257174240.823494,432126390917.34064,144042130305.7802
141,,195.64516366934893,483751671321.30426,345022754780.77966,56724433697.082985,23705052838.544994,31559047978.631577,457011289295.03925,152337096431.67975
142,,195.9642679904834,507560687588.5537,365846494672.64355,59655172068.076866,24802921417.09768,32909976833.150574,483214564990.9686,161071521663.65622
143,,196.282788817669,532518891251.8198,387927877894.134,62736459243.63169,25951017370.7214,34317819905.440716,510933174413.9278,170311058137.97592
144,,196.59914952611294,558545806075.8524,411218575123.049,65958939974.82666,27145239797.79843,35777468041.7803,540100222937.45435,180033407645.8181
145,,196.91571751313666,585809104794.2917,435856363705.3178,69341257098.00294,28392802299.227985,37298004752.37425,570888427854.923,190296142618.30765
146,,197.23140959584217,614313675168.3706,461883650911.59863,72885527578.61842,29693599216.5593,38878616890.64459,603341394597.4209,201113798199.1403
147,,197.5457381425532,644090054367.5709,489325569297.1514,76592245868.12312,31047238090.559994,40518481952.68628,637483535208.5208,212494511736.17358
148,,197.8606975923145,675405451670.5146,518417295197.6995,80489955676.92218,32464405445.75026,42232565857.10282,673604222177.4747,224534740725.82492
149,,198.17566983920867,708073718048.8887,549138699051.66864,84570832764.66003,33940640065.616894,44011339963.08228,711661511845.0278,237220503948.34262
150,,198.48810958197615,742201686221.3577,581727128522.2139,88861689361.0606,35483768444.729034,45863069328.502426,751935655656.5059,250645218552.1686
151,,198.7988209985046,777785327303.4923,616081814567.3905,93346785037.93806,37088317079.39753,47782280752.23015,794299197436.9563,264766399145.6521
152,,199.10915494592402,814983299488.0115,652297468132.4097,98038505201.42088,38759229629.474815,49776553433.82408,838871756397.1295,279623918799.04315
153,,199.41622493761045,853802899247.5181,690435058368.923,102940746749.31602,40496784431.71858,51845625919.53261,885718215469.4902,295239405156.49677
154,,199.7211509938124,894342967784.658,730544412468.8441,108057389747.14418,42301887307.065575,53991824117.78633,934895513640.8402,311631837880.2801
155,,200.0226743060271,936616323216.4692,772636910998.6475,113385449202.06183,44172979817.7557,56213160836.27076,986408500854.7357,328802833618.24524
156,,200.32199306491762,980732360621.5585,816735298700.3887,118928597069.8171,46111733150.61934,58514003023.36091,1040289631944.1862,346763210648.0621
157,,200.61702256561136,1026759778524.2972,862926634882.7,124694653667.10942,48120357818.51991,60896767611.5535,1096638413979.8827,365546137993.29425
158,,200.90770490549338,1074769044079.9912,911312915847.7361,130689643313.30736,50199306689.23718,63361476936.18665,1155563342786.4673,385187780928.82245
159,,201.1949321582252,1124776437577.4204,962005396326.6632,136923870651.17516,52350653984.088425,65909159837.04219,1217189080798.969,405729693599.6563
160,,201.4799351750742,1176969568880.0278,1015122018522.2119,143417156150.21533,54583906071.94713,68553601274.29249,1281676682018.6667,427225560672.8889
161,,201.76287215424622,1231407578204.5554,1070744270707.9159,150173532887.35428,56899494732.17864,71294949422.98666,1349112247750.4355,449704082583.4785
162,,202.04079590203017,1288066757147.014,1129049219948.6301,157195767412.24344,59293602623.21858,74123637004.195,1419662226988.287,473220742329.429
163,,202.31585104279918,1346997794774.3574,1190003897848.523,164478159896.4621,61765177218.64687,77040262826.48117,1493287497790.1133,497762499263.3711
164,,202.59244131958255,1408684609110.4958,1253730835043.1377,172072611956.20883,64343578745.44913,80089862829.04893,1570236888573.8445,523412296191.2815
165,,202.86821845140645,1472919530779.12,1320251435331.8848,179952749076.3924,67012300009.31952,83246538675.56305,1650463023093.1597,550154341031.0532
166,,203.14011427528908,1539816751248.343,1389862547672.4536,188137297571.39587,69773040498.79384,86507872007.78697,1734280757750.4304,578093585916.8102
167,,203.40896966241968,1609372684343.6255,1462517626519.619,196615144970.52194,72622190489.74376,89869648843.5011,1821624610823.3857,607208203607.7953
168,,203.67409275079987,1681618121953.271,1538346032217.0415,205383091380.01102,75554226391.21283,93321811131.99318,1912605161120.2585,637535053706.7528
169,,203.93857700114992,1756931803401.968,1617523701593.5142,214487596238.07132,78595089123.01186,96904671010.31502,2007511057964.9124,669170352654.9708
170,,204.20210182262005,1835435819696.9988,1700430947709.72,223945473342.94858,81747804969.88628,100620876836.11627,2106745102858.671,702248367619.557
171,,204.46780883700836,1917599376338.0889,1787211231550.4436,233820579352.02332,85045537484.61864,104519768478.53273,2210597116865.618,736865705621.8727
172,,204.7304749955838,2003038645816.669,1877914023016.54,244051211057.99658,88449399709.78859,108540361078.46362,2318954994862.789,772984998287.5963
173,,204.98758553583562,2091675684385.2952,1972677395340.1458,254610874147.1355,91940323206.96797,112651655611.35597,2431880248305.605,810626749435.2017
174,,205.24572967184994,2184415991145.0005,2071652855231.8662,265634036578.57202,95591121744.23463,116962777076.73344,2549840790631.4067,849946930210.4689
175,,205.50277553793146,2281078983644.2866,2174851693024.0542,277082566727.2346,99378869831.65776,121438075102.29994,2672751204685.2466,890917068228.4155
176,,205.75739135049,2381650744577.5503,2282403730589.0967,288935263363.76917,103286836162.07202,126050979766.62982,2800676809881.5674,933558936627.1891
177,,206.01031023718156,2486509971760.9355,2394382069440.3994,301255827085.28687,107348740522.24883,130849832177.38303,2933836469225.3184,977945489741.7728
178,,206.2613053219877,2595608051129.8447,2510784255630.444,314017518071.46454,111547812022.43831,135809940766.21718,3072159526490.564,1024053175496.8546
179,,206.51037280864833,2709158399353.3545,2631772320696.076,327239284643.4047,115889612977.15253,140936867255.9356,3215838085572.569,1071946028524.1896
180,,206.76103023585588,2827863655561.6694,2757532362334.2456,341063383868.27924,120449594592.88257,146341125326.51297,3365386466121.9204,1121795488707.307
181,,207.0075765295993,2951095823691.748,2887996774222.618,355331621862.0664,125136899802.55629,151886603098.46027,3520351898985.701,1173450632995.2336
182,,207.25172785944272,3079283935659.854,3023479231272.0503,370129600047.5551,129996873385.42776,157639162741.19916,3681244867446.2324,1227081622482.0774
183,,207.49324586177036,3212229299221.4263,3164132660767.532,385436953924.858,135024024107.53494,163595559225.35184,3848189198025.2773,1282729732675.0925
184,,207.7320281840924,3349846594857.39,3309845962506.6313,401243904675.1559,140215165941.5623,169751811303.00278,4021056844426.3525,1340352281475.451
185,,207.96733818490478,3492091997433.546,3460578364828.4473,417556377249.3835,145574045701.76102,176112932485.66788,4199821720265.26,1399940573421.7532
186,,208.1993747208021,3638895727188.175,3616168007736.998,434399578991.4142,151116398408.95547,182703839961.48932,4384387825098.857,1461462608366.2856
187,,208.42947987934312,3791486630075.4736,3778007078275.7397,451886079691.6548,156870766493.25592,189551733208.83447,4576315657669.484,1525438552556.4949
188,,208.6555688349179,3948475281323.473,3944601575614.147,469885580929.8241,162800551430.5973,196617683279.70648,4773905391254.274,1591301797084.758
189,,208.87834857766734,4110812794976.0825,4116978186020.199,488515279291.39453,168944044932.18152,203946488732.8059,4978383998976.581,1659461332992.1936
190,,209.09846902472944,4278508086766.0283,4295137142919.9663,507772829445.98004,175299811569.89798,211537377081.25583,5189747161017.101,1729915720339.0334
191,,209.3157691910587,4452002484299.692,4479601360184.655,527719175107.3283,181888486284.48523,219413862697.15845,5408622884273.627,1802874294757.8757
192,,209.53104747447645,4631320347854.379,4670360062751.691,548396179090.6716,188731943989.67566,227609472124.76056,5635097657956.8,1878365885985.5999
193,,209.74309551506522,4816911098798.501,4867994039394.1045,569843119340.7625,195837411848.52383,236128878686.43304,5869803449269.823,1956601149756.6077
194,,209.95252578243077,5008942255848.043,5072690822135.425,592111039753.9514,203229709011.88168,245004930638.41574,6113036501539.674,2037678833846.5579
195,,210.1596774437959,5207276080469.471,5284319002808.0,615179634191.8643,210898147284.77643,254225693620.54498,6364622477905.186,2121540825968.3953
196,,210.36292803097652,5412166738734.254,5503284290566.388,639120737366.334,218872712909.6594,263830258428.90976,6625107999271.291,2208369333090.43
197,,210.56317485145004,5623150616954.054,5729094005547.044,663900221586.8358,227146959092.72897,273813638373.27512,6893954824599.884,2297984941533.2944
198,,210.75932334652975,5840067259011.01,5961652093461.802,689520622257.7063,235722082316.9144,284179303954.9722,7171074101991.395,2390358033997.1313
199,,210.95070935424812,6062614658059.225,6200758072365.563,715974973754.7001,244600442368.56735,294932277221.28204,7456265765710.113,2485421921903.371
200,,211.13796520549596,6290802720700.605,6446470956912.223,743313772295.3163,253806926908.05264,306109414869.63873,7749701070985.23,2583233690328.41
201,,211.31953150697774,6523936874456.982,6698191390606.588,771465741306.043,263316521242.02042,317678874178.4393,8050652527333.091,2683550842444.364
202,,211.49626657429144,6761972784492.843,6955932504464.298,800472572208.0082,273152504900.10645,329676266904.1387,8359233848476.551,2786411282825.517
203,,211.66800677816474,7005389264746.221,7220316952887.226,830393674066.7048,283332717598.8523,342121482154.7394,8676164826707.522,2892054942235.841
204,,211.8342438014353,7253598480052.18,7490856192922.195,861236002288.5532,293871005825.9058,355040203459.9964,9001003404496.65,3000334468165.5503
