,Unnamed: 0,col1,col1.1,col1.1.1,col1.1.1.1,name,ra,dec,sloan_g_mag,sloan_r_mag,sloan_i_mag,sloan_z_mag,galah_g_mag,galah_r_mag,galah_i_mag,Bmag,Vmag,Rmag,Imag,Jmag,Hmag,Kmag,class_green13,origin,RAJ2000,DEJ2000,name_x,objid,phID,Cat,RAfdeg,DEfdeg,FUVexp,NUVexp,GLON,GLAT,tile,img,sv,r.fov,Obs,b,E(B-V),Sp?,chkf,FUVmag,e_FUVmag,NUVmag,e_NUVmag,FUV.a,e_FUV.a,NUV.a,e_NUV.a,FUV.4,e_FUV.4,NUV.4,e_NUV.4,FUV.6,e_FUV.6,NUV.6,e_NUV.6,Fafl,Nafl,Fexf,Nexf,Fflux,e_Fflux,Nflux,e_Nflux,FXpos,FYpos,NXpos,NYpos,Fima,Nima,Fr,Nr,nS/G,fS/G,nell,fell,nPA,e_nPA,fPA,e_fPA,Fnr,F3r,Nar,Narms,Nbrms,Far,Farms,Fbrms,w_NUV,w_FUV,Prob,Sep,Nerr,Ferr,Ierr,Nperr,Fperr,CV,G,N,primid,groupid,Gd,Nd,primidd,groupidd,grouptot,OName,Size,angDist,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra_x,ra_error,dec_x,dec_error,parallax,parallax_error,parallax_over_error,distance,pm,pmra,pmra_error,pmdec,pmdec_error,astrometric_n_good_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,pseudocolour,pseudocolour_error,visibility_periods_used,ruwe,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_mag,phot_bp_rp_excess_factor,bp_rp,dr2_radial_velocity,dr2_radial_velocity_error,dr2_rv_nb_transits,dr2_rv_template_teff,dr2_rv_template_logg,panstarrs1,sdssdr13,skymapper2,urat1,phot_g_mean_mag_error,phot_bp_mean_mag_error,phot_rp_mean_mag_error,phot_g_mean_mag_corrected,phot_g_mean_mag_error_corrected,phot_g_mean_flux_corrected,phot_bp_rp_excess_factor_corrected,ra_epoch2000_error,dec_epoch2000_error,ra_dec_epoch2000_corr,angDist_x,RAdeg,DEdeg,errHalfMaj_x,errHalfMin_x,errPosAng_x,objID_x,mode,q_mode,class,SDSS12,m_SDSS12,flags,ObsDate,Q,umag,e_umag,umagub,umaglb,gmag,e_gmag,gmagub,gmaglb,rmag_x,e_rmag,rmagub,rmaglb,imag_x,e_imag,imagub,imaglb,zmag,e_zmag,zmagub,zmag_lb,zmaglb2,zsp,e_zsp,f_zsp,zph,e_zph,avg_zph,pmRA_x,e_pmRA,pmDE,e_pmDE,SpObjID,spType,spCl,subClass,angDist_xa,uflux,e_uflux,gflux,e_gflux,rflux,e_rflux,iflux,e_iflux,zflux,e_zflux,ufluxub,ufluxlb,gfluxub,gfluxlb,rfluxub,rfluxlb,ifluxub,ifluxlb,zfluxub,zfluxlb,F-Nflux,e_F-Nflux,n-uflux,e_n-uflux,u-gflux,e_u-gflux,g-rflux,e_g-rflux,r-iflux,e_r-iflux,i-zflux,e_i-zflux,N/g,e_N/g,g/r,e_g/r,i/z,e_i/z
31,31,31,31,31,31,SDSSJ002011.85+002912.2,5.049166667,0.486722222,,15.76,7.5,,,,,,,,,,,,g,Green2013,5.049356,0.487313,GALEX J002011.8+002914,6381013760471993810,6381013760470941696,AIS,4.633898,0.330976,256.0,256.0,106.4514,-61.3808,50287,2689,84,0.443889,True,1,0.0245,0,0,,,23.0343,0.474,,,2.9543,0.474,,,2.9419,0.517,,,3.3617,1.3436,0,0,0,0,,,0.00221969,0.00096888,,,887.88,2292.52,,6.52,,0.003,0.7828,0.0,0.5297,,-0.91,-0.0,,,0.0,15.8335,3.5,0.000664,0.000312,,,,211.1,173.1,,,1.8,,,0.72,,C,0,1,6381013760471993344,6381013760471993810,0,1,6381013760471993344,6381013760471993810,6381013760471993810,N,0.0,2.23318,5.04935122426,0.48673509186,0.0007999,0.000574,71.03,2545373442687636224,5.0493462488,0.0363,0.48672192936,0.0251,3.2500000000000004e-05,0.0432,0.7525,30769.23076923077,3.1660000000000004,-1.119,0.049,-2.962,0.037,459,1.1909999999999998,509.92,0.02,0.0594,31,,,17,1.039,False,8754.29,2.71427,15.831814,3597.3,9.16826,16.4486,7221.58,15.101316,1.236,1.347285,,,0,,,1.0858005049373456e+17,1.2376632779299886e+18,16641765.0,,0.002776,0.0039299999999999,0.004099,15.831814,0.002776,8754.29,-0.017,0.7791,0.6019,0.2035,2.08054,5.04972,0.4874520000000001,0.034,0.03,0.0,1237663784736456753,2,,3,J002011.93+002914.8,,105622137733136,2003.8855,3,23.459,0.4,23.859,23.059,22.666,0.131,22.797,22.535,21.438,0.062,21.5,21.376,20.895,0.061,20.956,20.834,20.623,0.149,20.772,20.474,20.474,,,,,,,,,,,0,,,,1.403195,0.0013290172535582,0.0012610118466414,0.0030819368658883,0.000762090272169,0.009636984382167,0.0011057142645882,0.0158962226887241,0.0017931692857252,0.0201033297535282,0.0057294045588842,7.897289222781695e-07,2.050740768919663e-06,2.723351974934524e-06,3.485442247103596e-06,9.099844042048827e-06,1.0205558306637048e-05,1.5024733161916688e-05,1.681790244764197e-05,1.7428229680340417e-05,2.315763423922464e-05,,,0.0008906727464417,0.0022298918466414,-0.00175291961233,0.0020231021188105,-0.0065550475162787,0.0018678045367572,-0.006259238306557,0.0028988835503135,-0.0042071070648041,0.0075225738446095,0.7202256556804006,0.4924685455953249,0.3198030362684148,0.1157728400280748,0.7907258590301072,0.3145527484654683
35,35,35,35,35,35,SDSSJ012321.07-004549.9,20.8375,-0.763861111,,17.73,8.21,,,,,,,,,,,,uE,Green2013,20.837699,-0.76335,GALEX J012321.0-004548,6380274860742937248,6380274860739788800,AIS,20.845604,-0.871577,221.0,221.0,140.4507,-62.5446,50266,1857,58,0.108516,True,3,0.0468,0,0,20.8051,0.2199,20.8564,0.1771,1.9851,0.2199,0.7764,0.1771,2.2206,0.2149,1.2221,0.1819,1.9114,0.2055,0.8869,0.2038,0,0,0,0,0.017297,0.00350314,0.0164977999999999,0.00269074,1932.65,2161.72,1931.83,2162.18,12.761,12.272,0.005,0.005,0.9757,0.953,0.4884,0.4633,16.99,18.33,33.42,33.42,9.18764,4.77053,3.80448,0.001274,0.0006519999999999,4.6017,0.0012109999999999,0.00065,166.7,199.5,0.632,1.32,0.99,1.28,1.38,0.42,0.23,C,0,1,6380274860742937600,6380274860742937248,0,1,6380274860742937600,6380274860742937248,6380274860742937248,N,0.0,1.97592,20.83780523539,-0.7638779484199999,0.0025304999999999,0.0013647,72.22,2533910754793841408,20.83779101623,0.1052,-0.7638563219399999,0.0729,0.0008682,0.1229,7.0626,1151.808339092375,5.823,-3.199,0.152,4.8660000000000005,0.095,303,-0.6756,293.89,0.0,0.0,31,,,16,0.971,False,1443.29,2.68513,17.788984,537.59,6.564660000000001,18.512415,1285.37,16.975327,1.263,1.537088,,,0,,,1.0708020837752382e+17,1.2376637831327908e+18,14055020.0,,0.0034159999999999,0.013549,0.008863,17.788984,0.0034159999999999,1443.29,-0.012,2.4455,1.5119,0.3571,1.938704,20.837775,-0.7638590000000001,0.006,0.005,90.0,1237660785233363090,2,,6,J012321.06-004549.8,*,68987912192,2003.0009,3,20.729,0.085,20.814,20.644,19.1,0.011,19.111,19.089,17.773,0.006,17.779,17.767,17.401,0.006,17.407,17.395,17.078,0.012,17.09,17.066,17.066,,,,,,,-7.2,3.2,7.8,3.2,0,,,,1.853376,0.0185395893092379,0.0029101829094072,0.0831801206309179,0.0016855387542609,0.2823743309011893,0.0031209471868457,0.3977636355006339,0.004396292279701,0.5355688606552944,0.0118394885839543,1.714134139626985e-05,2.005152430567705e-05,8.234162029154015e-05,8.402715904580112e-05,0.0002808181690241,0.0002839391162109,0.0003955715630147,0.0003999678552944,0.0005296818280995,0.0005415213166834,0.0007992,0.00619388,-0.0020417893092379,0.0056009229094072,-0.0646405313216799,0.0045957216636681,-0.1991942102702714,0.0048064859411067,-0.1153893045994446,0.0075172394665468,-0.1378052251546604,0.0162357808636553,0.1983382552810063,0.0363674252066932,0.2945739450376067,0.0092249478592145,0.7426937313232717,0.0246269101921635
36,36,36,36,36,36,SDSSJ014155.53+005823.6,25.48125,0.973222222,,17.92,7.0,,,,,,,,,,,,uG,Green2013,25.480631,0.973327,GALEX J014155.3+005823,6380274886510642638,6380274886509592576,AIS,25.183963,1.139198,96.0,183.0,148.3361,-59.3853,50266,2625,82,0.339846,True,1,0.0296,0,0,,,21.5087,0.424,,,1.4287,0.424,,,2.0298,0.3607,,,1.4316,0.3524,0,0,0,0,,,0.00904699,0.0035321,,,1202.06,1533.64,,10.647,,0.004,0.9974,0.0,0.3224,,-82.92,-86.24,,,2.2185200000000003,13.2208,6.3971800000000005,0.0009,0.00061,,,,140.9,94.6,,,1.61,,,0.6,,C,0,1,6380274886510642176,6380274886510642638,0,1,6380274886510642176,6380274886510642638,6380274886510642638,N,0.0,2.259492,25.48137809013,0.97323626326,0.0026793,0.0017326,63.5,2510316059895252992,25.48139676745,0.1097,0.97322325498,0.0911,-8.64e-05,0.1323,-0.6534,-11574.074074074077,5.121,4.202,0.158,-2.927,0.119,339,-1.1224,318.14,0.0,0.0,31,,,15,0.956,False,1233.75,1.11421,17.959301,606.491,8.239930000000001,18.381481,885.056,17.380468,1.209,1.001013,,,0,,,1.0916025481382832e+17,1.237663785282306e+18,16884044.0,455004079.0,0.002925,0.015013,0.008213,17.959301,0.002925,1233.75,-0.008,2.5194,1.9579,0.3381,2.708903,25.48135,0.973238,0.006,0.004,90.0,1237646012704882918,2,,6,J014155.52+005823.6,*,68988047872,1998.7334,3,19.85,0.042,19.892000000000003,19.808,18.521,0.008,18.529,18.513,17.908,0.006,17.914,17.902,17.707,0.0069999999999999,17.714000000000006,17.7,17.627,0.018,17.645,17.608999999999995,17.608999999999995,,,,,,,2.3,3.1,2.1,3.1,0,,,,2.60653,0.0416832595577133,0.0032266665718716,0.1417829283076946,0.0020894315512724,0.2493589283849414,0.0027560475836743,0.3000711126418122,0.0038693234340838,0.3229952961451476,0.010711600652786,4.010111773683704e-05,4.332778430870865e-05,0.0001407420613489,0.0001428314929001,0.0002479847121806,0.0002507407597642,0.0002981426874565,0.0003020120108905,0.0003176838845282,0.000328395485181,,,-0.0326362695577133,0.0067587665718716,-0.1000996687499813,0.005316098123144,-0.1075760000772468,0.0048454791349468,-0.0507121842568707,0.0066253710177581,-0.0229241835033354,0.0145809240868698,0.0638087399377617,0.025852364866652,0.5685897402030091,0.0146635693156985,0.9290262620634768,0.0427891115264029
43,43,43,43,43,43,SDSSJ073341.27+222758.9,113.42166670000002,22.46636111,,18.05,6.48,,,,,,,,,,,,d,Green2013,113.42179,22.465318,GALEX J073341.2+222755,6377882292302385528,6377882292299235328,AIS,113.6737,22.152468,203.05,333.05,196.7951,18.9658,50198,929,29,0.3901139999999999,True,3,0.0713,0,0,21.9879,0.3931,20.9894,0.1763,3.1679,0.3931,0.9094,0.1763,3.0986,0.3339999999999999,1.4475,0.1813,3.1028,0.4728,1.0036,0.2039,0,0,0,2,0.00581866,0.00210617,0.0145965,0.00236936,2487.64,2664.96,2491.12,2666.29,6.904,13.68,0.003,0.006,0.3231,0.8554,0.3131,0.4598,-9.85,-8.33,-30.51,-30.56,13.6801,6.0705800000000005,3.5,0.001147,0.000788,5.51469,0.000655,0.000354,258.2,193.3,0.00118,5.9,0.86,1.75,1.61,0.43,0.43,C,0,1,6377882292302385152,6377882292302385528,0,1,6377882292302385152,6377882292302385528,6377882292302385528,N,0.0,3.779014,113.42195801629,22.46633337098,0.0036427,0.002395,129.25,865657564822304000,113.42197077467,0.1653,22.46625863678,0.1604,0.0003675,0.1782,2.0628,2721.08843537415,17.023,2.653,0.196,-16.815,0.18,219,5.6561,367.75,0.706,4.081,31,,,16,1.284,False,1075.05,1.57313,18.108799,544.572,15.9532,18.498404,806.273,17.481691,1.257,1.016712,,,0,,,1.3496113421991008e+17,1.237657879685104e+18,,563145535.0,0.003181,0.031929,0.019411,18.108799,0.003181,1075.05,0.038,3.202,2.9584,-0.3896,3.697825,113.421815,22.464801,0.042,0.0409999999999999,0.0,1237657879685103972,1,+,3,J073341.23+222753.2,*,105622104310032,2002.038,3,20.77,0.166,20.936,20.604,19.227,0.021,19.248,19.206,18.587,0.017,18.604,18.57,18.255,0.019,18.274,18.236,18.197,0.063,18.26,18.134,18.134,,,,0.10249,0.03903,0.1074599999999999,-2.2,3.4,-4.2,3.4,0,,,,1.86414,0.0178514917435123,0.0054888599279307,0.073997624676767,0.0028627720408589,0.1334202091504437,0.0041783346731699,0.1811425992476403,0.0063403516453443,0.1910470645785905,0.0221922846917792,1.531611549453386e-05,2.080497542246464e-05,7.258008041497694e-05,7.544285245583585e-05,0.0001313473967817,0.0001355257314549,0.0001780001604733,0.0001843405121187,0.0001802726323224,0.0002024649170142,-0.00877784,0.00447553,-0.0032549917435123,0.0078582199279307,-0.0561461329332547,0.0083516319687896,-0.0594225844736766,0.0070411067140288,-0.0477223900971966,0.0105186863185142,-0.0099044653309501,0.0285326363371235,0.1972563317236162,0.0396507310086936,0.5546208115543261,0.0388259278052611,0.9481569352934192,0.1433265690119861
47,47,47,47,47,47,SDSSJ075053.80+094740.5,117.7241667,9.794583333,,18.35,7.21,,,,,,,,,,,,dG,Green2013,117.724216,9.794182,GALEX J075053.8+094739,6377917494925988062,6377917494924935168,AIS,117.657238,9.681353,300.0,300.0,210.76,17.6113,50199,1473,46,0.130721,True,1,0.0185,0,0,,,22.0417,0.3104,,,1.9617,0.3104,,,2.1533,0.3224,,,3.2664,1.6422,0,17,0,0,,,0.00553763,0.00158276,,,1755.05,2179.94,,8.545,,0.004,0.9813,0.0,0.5042,,-14.27,-14.69,,,8.544880000000001,2.1126,3.5,0.0008449999999999,0.000419,,,,213.3,295.8,,,1.43,,,0.6,,C,0,1,6377917494925987840,6377917494925988062,0,1,6377917494925987840,6377917494925988062,6377917494925988062,N,0.0,1.456628,117.72415188549,9.79458582138,0.0026445,0.0014676,104.47,3148789100504962944,117.72415104971,0.1295,9.7945756084,0.0917,0.000115,0.1516,0.7586,8695.652173913044,2.305,-0.185,0.161,-2.298,0.1009999999999999,426,-1.3423,398.96,0.0,0.0,31,,,18,0.953,False,802.701,0.971658,18.425983,375.755,11.465,18.901281,584.235,17.831426999999994,1.196,1.069855,,,0,,,1.19751177241414e+17,1.2376675374560712e+18,,499138389.0,0.003053,0.033245,0.015312,18.425983,0.003053,802.701,-0.027,2.5868,1.5671,-0.2888,1.471442,117.724151,9.794585,0.004,0.004,0.0,1237667537456071201,1,+,6,J075053.79+094740.5,*,35253393686544,2005.0956,3,20.474,0.054,20.528,20.42,19.03,0.009,19.039,19.021,18.352,0.008,18.36,18.344,18.129,0.008,18.137,18.121,18.036,0.02,18.056,18.016,18.016,0.00074,2e-05,0.0,,,,0.0,2.9,16.2,2.9,3315872608011970560,NONLEGACY,STAR,F9,1.469455,0.0234542950446222,0.0023361917603572,0.0887197596876988,0.00147090728755,0.1656621313657234,0.0024413432536131,0.2034331698818872,0.0029979909941094,0.2215962521214655,0.0081667697143446,2.231521404524776e-05,2.4651405805605043e-05,8.798735414403538e-05,8.945826143158546e-05,0.0001644459567768,0.0001668873000304,0.0002019396967493,0.0002049376877434,0.0002175504645114,0.0002257172342257,,,-0.0179166650446222,0.0039189517603572,-0.0652654646430766,0.0038070990479073,-0.0769423716780245,0.0039122505411632,-0.0377710385161638,0.0054393342477226,-0.0181630822395783,0.0111647607084541,0.0624170987330549,0.0188748230528216,0.535546409769635,0.0167712432475239,0.9180352462386304,0.0473625945353941
49,49,49,49,49,49,SDSSJ084259.79+225729.8,130.74875,22.95827778,,17.13,8.2,,,,,,,,,,,,uE,Green2013,130.749276,22.958277,GALEX J084259.8+225729,6377776799315657619,6377776799312510976,AIS,130.948498,23.236477,112.0,112.0,202.438,34.1387,50195,2721,85,0.333131,True,3,0.0389,0,0,21.5623,0.3711,21.1697,0.2754,2.7423,0.3711,1.0897,0.2754,2.7436,0.3715,1.2091,0.2574,3.1733,0.5956,1.1046,0.359,0,0,0,0,0.00861161,0.00294246,0.0123625,0.00313448,2372.76,1233.34,2373.25,1234.71,5.698,8.838,0.002,0.004,0.9705,0.9372,0.2777,0.4484,22.13,28.42,20.22,20.16,8.3505,3.61235,3.5,0.0008619999999999,0.000623,3.5,0.000797,0.000439,95.7,117.8,0.352,2.35,1.06,1.61,1.63,0.41,0.32,C,0,1,6377776799315657728,6377776799315657619,0,1,6377776799315657728,6377776799315657619,6377776799315657619,N,0.0,1.7438669999999998,130.74915661477,22.95827214827,0.0014838,0.0010308,103.14,665380254803229696,130.74912006645002,0.0774,22.95829705807,0.0341,0.0010738,0.0835,12.8567,931.2721177127956,9.421,-7.572,0.091,5.605,0.066,516,4.2847,689.73,0.253,2.497,31,,,18,1.136,False,2513.73,2.63907,17.18657,913.661,7.6139899999999985,17.936579000000005,2274.74,16.355566,1.268,1.581013,,,0,,,1.3555130749170048e+17,1.2376738091960896e+18,,565155648.0,0.002982,0.009468,0.005682,17.18657,0.002982,2513.73,-0.012,1.4638,1.0589,-0.1627,0.396128,130.749151,22.95827,0.003,0.003,0.0,1237664877797114024,2,,6,J084259.79+225729.7,*,68988043264,2004.2116,3,20.541,0.073,20.614,20.468,18.455,0.008,18.463,18.447,17.173,0.005,17.177999999999994,17.168,16.755,0.005,16.759999999999998,16.75,16.448,0.008,16.456,16.44,16.44,,,,,,,-8.7,2.9,2.1,2.9,0,,,,0.413635,0.0220493401727373,0.0029703831791886,0.1506691041008412,0.0022203829527924,0.4907111277589847,0.0045196396128439,0.721150472152191,0.0066420756962565,0.95680365135063,0.0141003296540394,2.061400559921392e-05,2.358438877840255e-05,0.000149563002664,0.0001517833856168,0.0004884565113625,0.0004929761509754,0.0007178370812502,0.0007244791569464,0.0009497794597635,0.0009638797894175,-0.0037508899999999,0.0060769399999999,-0.0096868401727373,0.0061048631791886,-0.1286197639281039,0.0051907661319811,-0.3400420236581435,0.0067400225656364,-0.2304393443932063,0.0111617153091004,-0.2356531791984391,0.020742405350296,0.0820506637626644,0.0220128998236036,0.3070423627622382,0.0073528061098421,0.7537079014426946,0.018049268044781
50,50,50,50,50,50,SDSSJ085935.75+601614.3,134.89875,60.27063889,,16.32,,,,,,,,,,,,,dG,Green2013,134.898885,60.270819,GALEX J085935.7+601614,6373589776358965828,6373589776355819520,AIS,134.105678,60.657374,265.05,265.05,155.7077,39.0577,50076,257,8,0.5498350000000001,True,3,0.0521,0,0,22.1049,0.3447,17.8908,0.0271,3.2849,0.3447,-2.1892,0.0271,3.3343,0.3739,-1.992,0.0301,3.4348,0.5483,-2.1875,0.0273,0,1,0,0,0.00522445,0.00165804,0.2533289999999999,0.0063294499999999,961.99,946.4,962.57,946.67,2.732,4.894,0.001,0.002,0.9794,0.8290000000000001,0.2397,0.1469,11.18,-9.7,-88.2,-87.51,14.7717,2.7593400000000003,3.5,0.001176,0.000896,3.5,0.000464,0.000396,224.1,216.6,0.46,1.29,0.47,1.33,1.03,0.05,0.25,C,0,1,6373589776358966272,6373589776358965828,0,1,6373589776358966272,6373589776358965828,6373589776358965828,N,0.0,0.692376,134.89952342133998,60.27115081946,0.0006955,0.0005655,3.24,1038076351151065088,134.89704427889,0.0309,60.26911541675,0.0368,0.0240351,0.051,471.0125,41.60581815761116,535.026,-276.61400000000003,0.034,-457.971,0.043,432,1.2427,482.19,0.145,1.927,31,,,24,1.042,False,5775.8,3.38111,16.283337,3764.79,10.2527,16.39919,2948.52,16.073883,1.162,0.325308,,,0,,,1.8032134897864445e+17,1.2376635474432492e+18,,752219741.0,0.002828,0.004065,0.005326,16.283337,0.002828,5775.8,-0.006,0.5660000000000001,0.6951,0.0235,1.651042,134.898927,60.270664,0.001,0.001,90.0,1237663547443249158,1,+,6,J085935.74+601614.3,,68987912192,2003.8124,3,16.719,0.0069999999999999,16.726000000000006,16.712,16.379,0.004,16.383000000000006,16.375,16.315,0.004,16.319000000000006,16.311,16.382,0.004,16.386000000000006,16.378,16.489,0.009,16.498,16.48,16.48,0.00331,0.00043,0.0,,,,-276.1,2.6,-457.7,2.6,2009886164449781760,QSO,STAR,CarbonWD,0.561448,0.7454629214394661,0.0096124296699612,1.0195914954394592,0.0075126463088554,1.0814991399806244,0.0079688007664511,1.0167778329303885,0.0074919190780353,0.9213455769990694,0.0152750662032415,0.0007406721999424,0.0007502846296124,0.0010158420916787,0.0010233547379875,0.0010775220791234,0.0010854908798899,0.0010130387736903,0.0010205306927683,0.0009137396981035,0.0009290147643067,-0.2481045499999999,0.0079874899999999,-0.4921339214394661,0.0159418796699611,-0.274128573999993,0.0171250759788167,-0.0619076445411652,0.0154814470753065,0.0647213070502359,0.0154607198444864,0.0954322559313191,0.0227669852812769,0.2484612721203714,0.0080385641656964,0.9427575647057156,0.013893024004928,1.1035792196910017,0.0264278304766437
51,51,51,51,51,51,SDSSJ090148.19+365402.7,135.45041669999998,36.90075,,18.34,7.1,,,,,,,,,,,,dG,Green2013,135.451287,36.900773,GALEX J090148.3+365402,6373906524826240165,6373906524825190400,AIS,135.018283,37.087414,112.0,112.0,186.2929,41.0827,50085,2913,91,0.392987,True,1,0.0315,0,0,,,22.0242,0.3997,,,1.9442,0.3997,,,2.3984,0.6143,,,2.4708,1.212,256,0,0,0,,,0.00562747,0.00207102,,,1116.75,1438.6,,6.075,,0.003,0.9132,0.0,0.4095,,61.42,63.51,,,6.44961,2.42201,3.5,0.000586,0.000346,,,,84.9,96.6,,,1.57,,,0.57,,C,0,1,6373906524826240000,6373906524826240165,0,1,6373906524826240000,6373906524826240165,6373906524826240165,N,0.0,2.505951,135.4508237652,36.90076875087,0.0037138,0.0020057,134.57,718537480181201792,135.45088693584,0.1323,36.90071471051,0.1016,0.0004606,0.1737,2.6517,2171.081198436821,16.644000000000002,11.366,0.186,-12.159,0.186,346,-0.0265,354.14,0.0,0.0,31,,,17,0.998,False,825.715,1.0949799999999998,18.39529,383.116,7.7175,18.880215,594.633,17.812273,1.1840000000000002,1.067942,,,0,,,1.5228135450924154e+17,1.2376581910782935e+18,,635178397.0,0.003109,0.0220479999999999,0.017381,18.39529,0.003109,825.715,-0.039,2.997,2.9722,-0.5483,1.333665,135.450825,36.900769,0.004,0.004,0.0,1237658191078293620,1,+,6,J090148.19+365402.7,*,68987912704,2002.1059,1,20.359,0.054,20.413,20.305000000000003,19.012,0.011,19.023,19.001,18.326,0.008,18.334,18.318,18.113,0.009,18.122,18.104,18.035,0.023,18.058,18.012,18.012,0.00011,2e-05,0.0,,,,9.7,3.4,-10.7,3.4,2702179905675749376,NONLEGACY,STAR,Carbon,1.3287790000000002,0.0260772211512799,0.0025969859190313,0.0902029101203607,0.001827838157465,0.1696771594467265,0.0025005106301241,0.2064533320168519,0.0034228176279827,0.2218005038376103,0.0094006082148228,2.481098784663639e-05,2.7407973765667777e-05,8.929362050869032e-05,9.112145866615536e-05,0.0001684315101608,0.000170932020791,0.000204749016216,0.000208171833844,0.0002171499683739,0.0002265505765887,,,-0.0204497511512799,0.0046680059190313,-0.0641256889690808,0.0044248240764964,-0.0794742493263658,0.0043283487875891,-0.0367761725701254,0.0059233282581068,-0.0153471718207583,0.0128234258428055,0.0623867898773008,0.0242237523395186,0.5316149233903322,0.0186067879426422,0.9308064158772392,0.0548824906024577
54,54,54,54,54,54,SDSSJ093817.99+091005.4,144.5745833,9.168166667,,19.91,8.61,,,,,,,,,,,,d,Green2013,144.574286,9.168481,GALEX J093817.8+091006,6382702522285428144,6382702522284376064,AIS,144.536995,8.740372,112.0,112.0,225.0136,41.095,50335,65,2,0.4296899999999999,True,1,0.0438,0,0,,,21.792,0.3799,,,1.712,0.3799,,,2.1291,0.4911,,,2.0335,0.7932,0,1,0,0,,,0.00696923,0.00243801,,,1824.75,2957.35,,3.513,,0.001,0.9707,0.0,0.4617,,-32.84,-34.9,,,2.08922,47.0688,4.04873,0.000686,0.000369,,,,93.4,108.9,,,1.42,,,0.53,,C,0,1,6382702522285427712,6382702522285428144,0,1,6382702522285427712,6382702522285428144,6382702522285428144,N,0.0,1.548237,144.57500096281998,9.16822783614,0.0136321,0.0063783,141.18,588383409719249664,144.57481203116,0.5413,9.16804581917,0.6496,0.0004862,0.4747,1.0244,2056.766762649116,58.63800000000001,-41.967,0.596,-40.954,0.672,321,-0.9334,304.57,0.0,0.0,95,1.543,0.0871,16,0.962,False,204.402,0.7731819999999999,19.911156,65.5499,9.7786,20.797112,192.211,19.03845,1.261,1.758661,,,0,,,1.190014457489722e+17,1.2376606698133263e+18,,,0.004946,0.161992,0.046221,19.906334,0.004931,205.311,-0.0409999999999999,9.8859,11.3483,-0.6319,2.699487,144.574958,9.168179,0.016,0.016,0.0,1237660669813326558,1,+,6,J093817.99+091005.4,*,35253360132624,2002.9527,3,23.646,0.726,24.372,22.92,21.649,0.061,21.71,21.588,19.879,0.023,19.902,19.856,19.312,0.022,19.334,19.290000000000006,19.059,0.06,19.119,18.999,18.999,0.00147,5e-05,0.0,,,,-43.5,6.0,-30.2,6.0,1468208713109104640,QSO,STAR,Carbon_lines,2.624573,0.0010591535674401,0.0021130281499588,0.0079376512122991,0.0008954126207072,0.0405859954765882,0.0017200547958078,0.0684205602092419,0.0027734730059039,0.0862990179298548,0.0095614594929423,2.483792928260537e-07,2.3614074427848608e-06,7.502475946727583e-06,8.397888567434871e-06,3.9735074955872704e-05,4.145512975168052e-05,6.704787020912194e-05,6.982134321502584e-05,8.165009571893643e-05,9.121155521187882e-05,,,0.0059100764325599,0.0045510381499588,-0.006878497644859,0.003008440770666,-0.0326483442642891,0.0026154674165151,-0.0278345647326537,0.0044935278017117,-0.0178784577206128,0.0123349324988462,0.8779965021896443,0.4061880602667089,0.1955761123779233,0.030350721629064,0.7928312725975076,0.1199793155467752
