col1,N/uchisq,g/rchisq,r/ichisq,i/zchisq,u/gchisq,totchisq,reducedtotchisq,totchisq2,reducedtotchisq2,starindex,modelindex,test2
209,195.5780609,506466.7126,5955.955502,46296.22955,341.2311327,52252.18505,52252.18505,559255.7068,139813.9267,209,1131,2.675752728
210,6.226303238,638.3741993,161.5416581,741.2863527,948.0287751,902.8280108,902.8280108,2495.457288,623.8643221,210,1191,0.691011261
211,9.246882679,283.5770627,55.83551809,1837.285385,120.1143942,1893.120903,1893.120903,2306.059243,576.5148108,211,1187,0.304531427
212,25.75463689,384.3649227,71.66605092,2945.423814,14.57931339,3017.089865,3017.089865,3441.788738,860.4471846,212,93,0.285191102
213,4.763317211,2918.387778,129.3417561,1465.711667,470.4148736,1595.053423,1595.053423,4988.619392,1247.154848,213,86,0.781889077
214,369.2889461,148187.7704,401.5381833,555.2987691,298.5975982,956.8369524,956.8369524,149812.4939,37453.12346,214,1226,39.14263906
215,14.37454387,580.8951266,192.1669357,60.96235927,2458.589479,253.129295,253.129295,3306.988444,826.7471111,215,557,3.266106008
216,106.4720325,23390.26145,7890.722652,987.2667585,296.4416939,8877.98941,8877.98941,32671.16459,8167.791147,216,1131,0.920004606
217,10.61345953,340.3748912,1.219886675,10.16176802,417.5752968,11.3816547,11.3816547,779.9453021,194.9863255,217,1207,17.1316325
218,5.554318801,1451.479978,5.144612977,1488.169626,567.9730028,1493.314239,1493.314239,3518.321538,879.5803845,218,96,0.589012253
219,48.40852287,684.3701465,85.50213047,2147.425815,1303.178137,2232.927945,2232.927945,4268.884751,1067.221188,219,637,0.477946989
220,64.95464813,93.12402718,114.6071065,4092.906981,19503.48103,4207.514087,4207.514087,23869.07379,5967.268448,220,1208,1.418240872
221,16.24235229,703.2777062,202.1720145,70.91781264,417.2443785,273.0898271,273.0898271,1409.854264,352.463566,221,6,1.290650662
222,15.01511888,216.6301933,365.8591434,8384.099596,169.1781989,8749.958739,8749.958739,9150.78225,2287.695563,222,1131,0.261452154
223,25.57057387,26184.74641,19.75389959,924.284633,408.6342561,944.0385326,944.0385326,27562.98977,6890.747442,223,93,7.299222653
224,31.97019766,233657.2563,0.113878947,794.8659019,532.7293717,794.9797808,794.9797808,235016.9356,58754.2339,224,97,73.9065764
225,144.576937,26889.69772,1484.149965,0.000411435,12563.8735,1484.150377,1484.150377,41082.29853,10270.57463,225,1125,6.92017116
226,20.55146395,1567.365998,858.7661405,5.700439105,939.6993092,864.4665796,864.4665796,3392.083351,848.0208377,226,1131,0.98097585
227,130.4263552,1353.09039,72.06381498,3345.479432,946.9541297,3417.543247,3417.543247,5848.014122,1462.003531,227,1205,0.427793718
228,6.116162778,694.9601987,565.6343477,194.7537986,555.2778038,760.3881463,760.3881463,2016.742312,504.1855779,228,552,0.663063437
229,119.219756,67.1712983,1.070262325,0.000357441,385.8095987,1.070619766,1.070619766,573.2712728,143.3178182,229,269,133.8643492
230,4.05536182,14.8185581,0.000177206,0.992206824,45.69595748,0.992384031,0.992384031,65.56226143,16.39056536,230,270,16.5163534
231,1029.01068,1816.01077,185.1246369,5114.043475,0.382660864,5299.168112,5299.168112,8144.572223,2036.143056,231,1185,0.384238245
232,12.10703357,12.9003366,1.675259245,2.90305827,6.004191354,4.578317515,4.578317515,35.58987904,8.897469759,232,279,1.943392901
233,22.51041018,81331.17695,44.75764587,1133.767987,691.7783438,1178.525633,1178.525633,83223.99134,20805.99783,233,1205,17.65425992
234,32.22632904,32.28161368,0.345609505,1040.118334,677.3995934,1040.463944,1040.463944,1782.37148,445.59287,234,97,0.428263634
235,2.256553066,60.96156893,0.013824026,1.023573771,51.6780624,1.037397797,1.037397797,115.9335822,28.98339555,235,278,27.93855514
236,77.06841129,1187.14773,4.028587976,1610.366627,18461.00846,1614.395215,1614.395215,21339.61982,5334.904955,236,1206,3.304584221
237,32.94371543,4171.527287,19.7019401,261.0553089,1696.952772,280.757249,280.757249,6182.181023,1545.545256,237,1208,5.504916654
238,59.98801611,2230.510097,725.9430644,3978.845487,17.72336186,4704.788551,4704.788551,7013.010027,1753.252507,238,1131,0.372652774
239,5.201136509,11.9352989,0.370708215,0.827601855,27.80271643,1.19831007,1.19831007,46.1374619,11.53436548,239,463,9.625526621
240,374.5371586,31649.3572,1238.003412,4806.330746,115577.271,6044.334157,6044.334157,153645.4995,38411.37487,240,120,6.354939
241,3.510591415,58.14913085,0.651809858,0.368437796,29.14181972,1.020247654,1.020247654,91.82178964,22.95544741,241,293,22.49987767
242,5.281407322,829.2479379,0.831679106,1247.743954,1897.285126,1248.575633,1248.575633,3980.390104,995.097526,242,87,0.796986182
243,4.583338729,1074.767702,176.1876255,123.6304063,489.282752,299.8180317,299.8180317,1868.451825,467.1129562,243,442,1.557988202
244,32.17298642,199.578733,0.001644397,1.001607749,443.4041877,1.003252147,1.003252147,676.1591592,169.0397898,244,454,168.4918297
245,12.44350843,328.8509294,31.47620305,1128.776599,174.6449428,1160.252802,1160.252802,1676.192182,419.0480456,245,673,0.361169605
246,12.87079075,644.4083092,1541.230498,517.6180816,353.3921816,2058.848579,2058.848579,3069.519861,767.3799653,246,1193,0.372722877
247,32.02508767,876.0203499,1654.436282,504.5513763,1351.414807,2158.987658,2158.987658,4418.447903,1104.611976,247,1199,0.511634224
248,2.237365542,43.69159238,0.700306995,0.34846839,4.097419298,1.048775385,1.048775385,51.07515261,12.76878815,248,257,12.17495027
249,43.93397671,3247.460534,0.371714098,622.8800723,7.637113841,623.2517864,623.2517864,3922.283411,980.5708527,249,1205,1.573314147
250,23.55549222,2716.288521,0.758859624,993.1091609,6281.850473,993.8680205,993.8680205,10015.56251,2503.890627,250,1186,2.519339163
251,5.219417966,3869.331458,384.7670158,11841.54684,1118.216085,12226.31386,12226.31386,17219.08082,4304.770205,251,1187,0.352090602
252,42.90197763,4.674525251,356.350122,4096.905322,4624.485616,4453.255444,4453.255444,9125.317562,2281.329391,252,1206,0.512283524
253,3.408626365,44.24078176,0.002765425,1.010059979,33.4948347,1.012825405,1.012825405,82.15706823,20.53926706,253,288,20.27917839
254,14.94419515,307.6898418,257.3138551,60.16857942,2083.686477,317.4824345,317.4824345,2723.802948,680.9507371,254,1198,2.144845393
255,4.126488602,20.67672509,0.299759619,0.975881628,9.147429171,1.275641247,1.275641247,35.22628411,8.806571028,255,278,6.90364242
256,3.804460404,62.79784726,0.437782804,0.536596418,71.98585721,0.974379222,0.974379222,139.5625441,34.89063602,256,443,35.80806654
257,27.36052031,6733.997471,64.33986137,1109.242158,874.6124665,1173.582019,1173.582019,8809.552477,2202.388119,257,93,1.876637579
258,9.764685919,350.6006628,0.674022905,969.5560413,1143.82412,970.2300642,970.2300642,2474.419533,618.6048833,258,91,0.637585771
259,0.630663509,342.6274526,44.8027829,1078.048713,292.4996404,1122.851496,1122.851496,1758.609252,439.652313,259,1205,0.391549831
260,125.301332,346.4262449,7.815986723,1119.081616,47.16445702,1126.897602,1126.897602,1645.789636,411.4474091,260,1209,0.365115169
261,49.17362991,25287.74567,8.961991479,2045.936799,854.8314422,2054.89879,2054.89879,28246.64953,7061.662383,261,89,3.436501309
262,22.25988127,649.9469515,48.87390377,85.41722552,1126.241735,134.2911293,134.2911293,1932.739697,483.1849243,262,360,3.598040518
263,48.97591599,57907.99185,12.03283695,171.6522835,5.684849973,183.6851204,183.6851204,58146.33773,14536.58443,263,125,79.13860632
264,203.7967888,81337.89693,202.5897809,369.623908,1380.205079,572.2136889,572.2136889,83494.11249,20873.52812,264,1226,36.4785543
265,20.1667759,30396.55452,1567.909516,14225.0726,751266.6419,15792.98212,15792.98212,797476.3453,199369.0863,265,153,12.62390376
266,3.568528747,16581.50746,49.20109245,1200.529726,490.6572329,1249.730818,1249.730818,18325.46404,4581.366009,266,1207,3.665882239
267,8.627996554,104.388251,0.823445155,0.24512849,147.8986836,1.068573645,1.068573645,261.9835049,65.49587622,267,1206,61.29280519
268,66.33451001,103.5724257,0.181121078,925.4698103,186.24742,925.6509314,925.6509314,1281.805287,320.4513218,268,1207,0.346190244
269,24.45301517,439.0962039,91.96880741,2277.006025,857.6656125,2368.974832,2368.974832,3690.189664,922.547416,269,851,0.389428965
270,4.743073633,489.974666,882.7617089,355.1128861,347.7265485,1237.874595,1237.874595,2080.318883,520.0797208,270,559,0.420139264
271,20.71982114,691.9528034,72.21700221,236.2848798,1531.686121,308.501882,308.501882,2552.860628,638.215157,271,362,2.068756122
272,5.167922051,2.934153884,0.959394321,1.470596829,0.521682504,2.42999115,2.42999115,11.05374959,2.763437397,272,271,1.137221177
273,5.580347123,0.000139022,1.963321157,4.053530962,3.748472104,6.016852118,6.016852118,15.34581037,3.836452592,273,448,0.637617897
274,19.01127378,39.03788117,290.1679994,369.1313104,680.3357779,659.2993098,659.2993098,1397.684243,349.4210607,274,52,0.529988513
275,29.96448873,3478.99544,1129.225272,3917.775674,1117.493422,5047.000946,5047.000946,9673.454297,2418.363574,275,1131,0.479168441
276,307.6371936,2163.157211,0.941869347,742.3995525,373.0505624,743.3414219,743.3414219,3587.186389,896.7965971,276,1186,1.206439693
277,5.429775201,2.057733463,0.191209087,0.803891595,10.79437863,0.995100683,0.995100683,19.27698798,4.819246995,277,471,4.842974262
278,63.79706057,45.45848157,7.653697562,29.14053788,473.8603963,36.79423544,36.79423544,619.9101739,154.9775435,278,1207,4.212006082
279,12.32762037,1.543446161,3.364249076,7.087097458,5.869894595,10.45134653,10.45134653,30.19230766,7.548076914,279,480,0.722210951
280,72.87792499,2903.200255,1001.008948,4334.957387,1475.004812,5335.966335,5335.966335,9787.049327,2446.762332,280,1131,0.458541561
281,177.7382939,374996.8723,3.11331896,1280.942317,861.9202899,1284.055636,1284.055636,377320.5865,94330.14662,281,96,73.46266314
282,444.1781184,136.4466948,0.145135014,1.188566522,957.0279656,1.333701536,1.333701536,1538.98648,384.7466201,282,105,288.4803007
283,5.228218591,7.195936748,0.12739669,0.843345353,16.50272006,0.970742043,0.970742043,29.89761744,7.474404361,283,273,7.699681308
284,1.973845681,1213.684504,0.836685545,891.7250767,2584.144922,892.5617622,892.5617622,4692.365034,1173.091258,284,88,1.314297014
285,7.066539694,3538.22365,65.91492175,2140.450521,303.7167716,2206.365443,2206.365443,6055.372404,1513.843101,285,1206,0.686125277
286,8.560992276,12.25602778,0.277238175,0.934818848,12.24333914,1.212057022,1.212057022,34.27241622,8.568104054,286,261,7.069060198
287,168.8571389,533.0453886,0.012992156,1.001013523,914.5749852,1.014005679,1.014005679,1617.491518,404.3728796,287,75,398.7875885
288,156.624812,315.1859195,0.250210297,1477.400808,250.5300635,1477.651019,1477.651019,2199.991814,549.9979534,288,1206,0.372210993
289,14.94687678,279.6862061,197.441605,103.6368571,1425.138186,301.0784621,301.0784621,2020.849731,505.2124328,289,1199,1.678009212
290,127.7625959,4263.194293,11.70255195,98.24037551,302.5894178,109.9429275,109.9429275,4803.489234,1200.872309,290,122,10.92268813
291,98.77737931,790.4967483,0.537462434,0.51583261,3035.383058,1.053295044,1.053295044,3925.71048,981.4276201,291,341,931.7689529
292,29.96491359,739.6678369,1.570973413,691.9667655,3904.39927,693.5377389,693.5377389,5367.56976,1341.89244,292,94,1.934851364
293,54.3478715,96.38557122,0.015071201,0.932168627,369.5392665,0.947239829,0.947239829,521.219949,130.3049873,293,107,137.5628255
294,751.5320306,504.0582839,69.32850578,72.61693428,3216.942107,141.9454401,141.9454401,4614.477862,1153.619465,294,91,8.127203416
295,148.9745914,13273.79084,0.034155793,989.3578017,11894.17499,989.3919574,989.3919574,26306.33239,6576.583097,295,106,6.647095771
296,232.1781974,50.41228952,0.9020861,0.039782436,500.9865093,0.941868535,0.941868535,784.5188647,196.1297162,296,120,208.2347045
297,13.49960146,0.352487565,0.835576539,0.002470672,19.73031739,0.838047211,0.838047211,34.42045363,8.605113406,297,239,10.26805327
298,45.94137857,474.5657725,750.9980219,350.6650238,1113.938836,1101.663046,1101.663046,2736.109033,684.0272583,298,508,0.620904242
299,7.423714778,13.82398643,0.72387264,0.295919348,90.71406556,1.019791988,1.019791988,112.9815588,28.24538969,299,399,27.69720691
300,43.56193288,1236.961353,61.68002588,2130.157566,1535.474806,2191.837592,2191.837592,5007.835684,1251.958921,300,1188,0.571191463
301,33.79942057,57024.05317,45.60562309,422.9834377,360.3609165,468.5890608,468.5890608,57886.80257,14471.70064,301,134,30.88356484
302,6.210648265,507.0533668,2592.055298,1682.129599,472.4672888,4274.184897,4274.184897,5259.916201,1314.97905,302,1193,0.307656099
303,63.91459667,201.5233529,0.525858583,0.468210243,718.0688679,0.994068826,0.994068826,984.5008862,246.1252216,303,439,247.593743
304,7.906245088,11.17771074,0.000612358,1.014083761,0.092806698,1.014696119,1.014696119,20.19145864,5.047864661,304,102,4.974755068
305,20.16099018,93920.90515,39.98060734,835.5232243,751.4342684,875.5038317,875.5038317,95568.00424,23892.00106,305,94,27.28943061
306,150.813921,3663.161303,1127.504614,63.63672446,413.6434994,1191.141338,1191.141338,5418.760062,1354.690015,306,1131,1.137304174
307,24.78287212,5056.986165,66.16182789,1228.62811,354.9371679,1294.789938,1294.789938,6731.496143,1682.874036,307,90,1.299727459
308,12.24367785,31.39965442,0.290147448,0.736131906,48.96748731,1.026279355,1.026279355,93.63709892,23.40927473,308,257,22.80984668
309,432.2711698,948.9778766,6.752773288,2609.831458,451.8843306,2616.584232,2616.584232,4449.717609,1112.429402,309,93,0.425145649
310,126.7803,14272.72029,68.15223372,745.7091017,951.8209615,813.8613354,813.8613354,16165.18288,4041.295721,310,1205,4.965582644
311,105.6501929,331944.8404,50.41028409,360.077183,313.430952,410.4874671,410.4874671,332774.409,83193.60226,311,96,202.6702614
312,62.46365761,51.82673151,3.631919582,4.182877561,404.0999785,7.814797144,7.814797144,526.2051648,131.5512912,312,467,16.83361561
313,7.595744247,1.341588946,0.988972299,0.003146078,29.15610494,0.992118377,0.992118377,39.08555651,9.771389128,313,240,9.849015354
314,17.55371683,30.507676,0.01823736,1.091304372,21.55796208,1.109541732,1.109541732,70.72889664,17.68222416,314,1215,15.93651113
315,3.834699709,90318.30094,9.643153065,156.7491896,350.6515495,166.3923427,166.3923427,90839.17953,22709.79488,315,1210,136.4834133
316,8.715846664,221.2975267,1233.096196,316.570334,1928.308539,1549.66653,1549.66653,3707.988442,926.9971105,316,1194,0.598191348
317,27.36117857,13.78185158,0.95991572,0.016300592,161.966236,0.976216311,0.976216311,204.0854825,51.02137062,317,251,52.2644111
318,6.557996963,2.270832326,0.075581621,1.066519316,25.04254623,1.142100937,1.142100937,35.01347646,8.753369115,318,100,7.664269272
319,564.6168101,7572.885589,229.7606548,5196.245657,8919.920224,5426.006311,5426.006311,22483.42893,5620.857234,319,1208,1.035910559
320,123.9770395,280.8113584,47.02924029,496.8046011,653.5009223,543.8338414,543.8338414,1602.123162,400.5307904,320,1206,0.736494789
321,69.056325,2042.418601,579.8677365,443.6920574,2310.723955,1023.559794,1023.559794,5445.758674,1361.439669,321,1200,1.330102723
322,1.213776731,2.135862163,0.644992402,0.354084179,0.422944433,0.999076581,0.999076581,4.771659908,1.192914977,322,269,1.194017556
323,42.54052795,13647.89707,1189.069389,6719.915133,534823.5349,7908.984522,7908.984522,556422.957,139105.7393,323,153,17.58831856
324,9.314790556,1.565516303,0.842477664,0.112118429,21.99824955,0.954596093,0.954596093,33.8331525,8.458288124,324,271,8.860593699
325,107.1395324,72.7342358,0.003414692,1.219640801,999.0870232,1.223055494,1.223055494,1180.183847,295.0459617,325,1207,241.236774
326,96.08119028,604.5344269,46.77492266,174.2585797,1007.7883,221.0335024,221.0335024,1929.437419,482.3593549,326,51,2.182290692
327,12.850621,52.2521158,194.2303081,72.04672066,475.3791964,266.2770287,266.2770287,806.758962,201.6897405,327,16,0.757443259
328,10.67272728,544.2911348,2685.523416,330.9010107,94.05604919,3016.424427,3016.424427,3665.444338,916.3610846,328,23,0.3037905
329,3.463587987,0.508968676,0.777810257,0.228725998,17.96186862,1.006536255,1.006536255,22.94096154,5.735240385,329,249,5.697996825
330,6.166655017,73.40262931,0.824418638,0.241745512,47.58786806,1.066164149,1.066164149,128.2233165,32.05582913,330,295,30.06650444
331,48.76947159,951.4463804,810.644925,273.5489877,993.2686563,1084.193913,1084.193913,3077.678421,769.4196052,331,554,0.709669734
332,9.70538775,43266.67561,3.084085516,1050.490914,16175.89886,1053.575,1053.575,60505.85486,15126.46372,332,94,14.35727283
333,107.8144649,13.68618817,0.463749214,1.462786156,87.90927042,1.92653537,1.92653537,211.3364588,52.83411471,333,277,27.42441978
334,28.60306716,50.70071521,0.861391216,0.311500529,225.4160958,1.172891745,1.172891745,305.89277,76.47319249,334,1211,65.2005548
335,1912.587957,2393.342997,468.2028218,11973.64832,522.3754407,12441.85114,12441.85114,17270.15754,4317.539384,335,1131,0.347017444
336,3.695498482,45.44653763,0.95453677,0.03165525,33.72390308,0.986192019,0.986192019,83.85213122,20.9630328,336,459,21.25654274
337,184.2724974,73.4347821,0.693322611,0.285438756,250.027584,0.978761367,0.978761367,508.7136249,127.1784062,337,250,129.9381141
338,3.837438653,0.17571736,1.34602205,3.289801555,0.526082487,4.635823604,4.635823604,9.175062104,2.293765526,338,253,0.494791373
339,291.1420991,233.0132612,6.306605926,2146.76642,178.6702318,2153.073026,2153.073026,2855.898618,713.9746544,339,1208,0.331607264
340,27.58375092,56.33233694,0.983857223,0.023281597,180.9284812,1.007138819,1.007138819,265.8517078,66.46292696,340,273,65.99182325
341,19.69194634,94.04384953,0.00082187,0.957990568,255.4907234,0.958812438,0.958812438,370.1853317,92.54633294,341,269,96.52183184
342,3.719317522,27.41216677,0.39178745,0.584006061,14.64843549,0.975793511,0.975793511,46.75571329,11.68892832,342,112,11.97889532
343,6.818718603,29.10807537,0.907834795,0.138184966,66.39454203,1.046019761,1.046019761,103.3673558,25.84183894,343,275,24.70492424
344,98.55185205,1022.385416,60.47408928,51.88564144,2973.270082,112.3597307,112.3597307,4206.567081,1051.64177,344,1192,9.359596748
345,5.889440597,26.00786478,0.25197451,0.688618339,22.18650504,0.940592849,0.940592849,55.02440327,13.75610082,345,94,14.624926
346,5.402904179,91.79044639,7.963361493,19.62519626,130.8840999,27.58855775,27.58855775,255.6660083,63.91650206,346,87,2.316775768
347,7.16129374,6807.652028,4.776814667,113.7657945,53.60148849,118.5426092,118.5426092,6986.95742,1746.739355,347,96,14.73511818
348,20.93351352,114.5775562,486.2934437,517.5430309,126.5452769,1003.836475,1003.836475,1265.892821,316.4732053,348,1185,0.315263704
349,3.281266356,1.813764737,0.778707746,0.208145521,9.146003886,0.986853267,0.986853267,15.22788825,3.806972061,349,266,3.857688056
350,396.9718454,8711.473874,0.284748542,629.1663281,27467.01561,629.4510767,629.4510767,37204.9124,9301.228101,350,114,14.77672919
351,40.00456457,302.2955536,37.9866725,41.9424142,214.3359836,79.9290867,79.9290867,636.5651885,159.1412971,351,247,1.991031096
352,36.26651755,55.11182609,0.808467678,0.323052303,149.8044407,1.131519981,1.131519981,242.3143043,60.57857607,352,104,53.53734542
353,24.72943918,84.05554913,0.699826021,0.315095153,132.3084702,1.014921174,1.014921174,242.1083796,60.52709491,353,249,59.63723733
354,8.745808418,144.9653121,34.91328563,2562.297916,490.6183277,2597.211202,2597.211202,3241.54065,810.3851626,354,1187,0.31202128
355,17.81467204,57.04814068,0.708000358,0.135653619,85.06360228,0.843653977,0.843653977,160.770069,40.19251725,355,247,47.64099778
356,7.979237029,20.23734376,0.985826754,0.001578961,18.73814842,0.987405715,0.987405715,47.94213492,11.98553373,356,129,12.1384083
357,8.059335494,4.387366909,0.570182971,0.42917746,27.47428162,0.99936043,0.99936043,40.92034445,10.23008611,357,433,10.23663315
358,88.29567853,865.1192052,525.6649218,1607.499718,775.8803189,2133.164639,2133.164639,3862.459842,965.6149605,358,1131,0.452667808
359,11.47575229,254.1623536,503.1746853,137.4843706,708.1059276,640.6590559,640.6590559,1614.403089,403.6007723,359,561,0.629977472
360,103.1346669,195.1203926,1.584044771,5.934391007,1485.383077,7.518435778,7.518435778,1791.156573,447.7891432,360,1208,59.55881734
361,30.77242674,298.9438261,202.9976969,83.20993543,834.6298693,286.2076324,286.2076324,1450.553754,362.6384386,361,519,1.267046709
362,13.18607918,95.48019715,0.082246166,0.861964142,228.3005162,0.944210308,0.944210308,337.9110028,84.4777507,362,1205,89.4692104
363,8.69E-05,1285.840884,4.171378558,836.0786024,2975.202922,840.2499809,840.2499809,5101.293874,1275.323469,363,116,1.517790536
364,13.22204244,7.780770062,0.646253486,0.34004076,19.12850955,0.986294246,0.986294246,41.1176163,10.27940407,364,270,10.42224885
365,66.89302346,3.266757077,0.683194812,0.251316085,66.09541366,0.934510897,0.934510897,137.1897051,34.29742627,365,113,36.70093777
366,7.276984659,1.379801239,1281.791053,44.85054347,570.6100365,1326.641596,1326.641596,1905.908419,476.4771047,366,6,0.359160384
367,146.2761318,3003.935726,1418.163601,0.737524686,434.3029912,1418.901126,1418.901126,5003.415975,1250.853994,367,928,0.881565298
368,431.2417117,91.78473528,0.655724567,0.379873005,499.5027364,1.035597572,1.035597572,1023.564781,255.8911952,368,254,247.0952058
369,236.469067,245.5561997,0.0201245,2.277029561,1631.579602,2.297154061,2.297154061,2115.902023,528.9755058,369,1207,230.2742836
370,5.344309421,64.4968202,0.52014069,0.482579454,122.8709019,1.002720144,1.002720144,193.7147517,48.42868793,370,276,48.29731228
371,21.91294907,0.126769402,1.369557363,2.407454597,0.713097874,3.77701196,3.77701196,26.52982831,6.632457077,371,263,1.756006374
372,46.45772343,1294.293659,818.6072507,276.4102401,2031.712156,1095.017491,1095.017491,4467.481029,1116.870257,372,558,1.019956545
373,2.237094688,21008.53783,10.81815404,622.6086514,645.3256537,633.4268055,633.4268055,22289.52738,5572.381845,373,1208,8.797199293
374,16.31511019,1074.77926,0.443025795,0.652937704,0.093460694,1.095963499,1.095963499,1092.283794,273.0709485,374,95,249.1606232
375,35.5704916,2.544484376,0.878150326,0.064563535,11.46365985,0.942713861,0.942713861,50.52134969,12.63033742,375,108,13.39784843
376,192.1559194,17.52208511,0.022750304,0.897323346,314.4675209,0.920073649,0.920073649,525.0655991,131.2663998,376,256,142.6694481
377,24.32642022,40.67289586,0.228891892,1.181009781,75.26271238,1.409901672,1.409901672,141.6719301,35.41798253,377,308,25.12088838
378,72.10848076,77.3952972,1406.742049,68.93569856,855.6120891,1475.677748,1475.677748,2480.793615,620.1984037,378,12,0.420280379
379,111.9514519,2269.329642,3801.623637,841.4105268,2236.643267,4643.034164,4643.034164,9260.958524,2315.239631,379,1193,0.498647985
380,7.229610416,0.721839929,0.176484473,2.360497133,110.2523595,2.536981606,2.536981606,120.7407915,30.18519787,380,1207,11.89807518
381,5.257157946,0.703658846,0.871175419,0.103049781,35.4626552,0.9742252,0.9742252,42.39769719,10.5994243,381,252,10.87985026
382,78.18385828,50.24121236,0.013690812,0.929999122,273.3435202,0.943689933,0.943689933,402.7122808,100.6780702,382,250,106.6855401
383,10.59026222,10.89273656,0.000887772,1.099711028,55.97974909,1.1005988,1.1005988,78.56334667,19.64083667,383,1204,17.84559157
384,7.059640083,8.722459582,0.04499266,0.938187242,59.35744973,0.983179902,0.983179902,76.12272929,19.03068232,384,548,19.35625646
385,192.5670869,127.3716356,0.954088975,0.027043589,487.5965247,0.981132565,0.981132565,808.5163797,202.1290949,385,275,206.0160902
386,36.03922229,2288.148036,1497.718489,339.4269275,2247.219117,1837.145416,1837.145416,6408.551792,1602.137948,386,1194,0.872080094
387,67.94827842,362.8884133,8.692387415,54.70318272,894.2745018,63.39557014,63.39557014,1388.506764,347.1266909,387,1208,5.475566987
388,30.74281166,145.6594321,0.08551745,0.869394551,292.795409,0.954912001,0.954912001,470.1525647,117.5381412,388,255,123.0879297
389,782.1031418,395.5955343,33.02596772,230.9649313,1584.811826,263.990899,263.990899,3026.501401,756.6253503,389,1208,2.866103919
390,3.632159591,16537.60708,19.75541763,553.1157545,73.5893512,572.8711722,572.8711722,17187.69976,4296.924941,390,87,7.500682788
391,15.26788615,786.1886622,0.949544674,2.44934977,249.549004,3.398894445,3.398894445,1054.404447,263.6011117,391,1207,77.55495676
392,559.4177887,10715.65064,204.9555552,1280.615413,28312.65759,1485.570968,1485.570968,41073.29699,10268.32425,392,136,6.912038851
393,111.5488044,518.5668582,0.001964481,1.007765055,1185.51699,1.009729536,1.009729536,1816.642382,454.1605954,393,305,449.7844021
394,7.901846867,10.2344106,0.012064017,1.000034652,9.115407166,1.012098669,1.012098669,28.2637633,7.065940825,394,452,6.981474277
395,10.93690356,0.050682467,0.843408738,0.146831874,18.09704289,0.990240612,0.990240612,30.07486952,7.518717381,395,145,7.592818643
396,20.99214082,27.21138902,0.847339164,0.142125303,178.6627263,0.989464467,0.989464467,227.8557206,56.96393015,396,265,57.57046566
397,25.21953656,1049.842051,6.32536097,14.01133336,72.49015781,20.33669433,20.33669433,1167.88844,291.9721099,397,458,14.35691097
398,5.060126482,38.37520924,0.761255797,0.233085982,34.6249976,0.994341779,0.994341779,79.0546751,19.76366878,398,268,19.87613233
399,21.51329201,2835.097737,110.6429042,2058.697422,6766.764021,2169.340327,2169.340327,11792.71538,2948.178844,399,87,1.3590209
400,16.30648423,0.423423039,0.132051125,0.889996956,17.24432606,1.022048081,1.022048081,34.99628141,8.749070352,400,132,8.560331472
401,190.9313346,7230.4604,432.984537,5410.791592,445634.5745,5843.776129,5843.776129,458899.7423,114724.9356,401,114,19.63198676
402,4.985105205,11.21835023,0.807754266,0.235683348,0.188763679,1.043437614,1.043437614,17.43565673,4.358914182,402,269,4.177455483
403,195.8520366,69742.04221,22.66763149,1414.903662,529.3795343,1437.571294,1437.571294,71904.84507,17976.21127,403,114,12.50457027
404,13.50086894,23.75738407,0.478300376,0.561441877,140.5399311,1.039742253,1.039742253,178.8379264,44.70948159,404,463,43.00054311
405,26.81354115,16.33137874,0.803870282,0.134001694,108.105902,0.937871976,0.937871976,152.1886938,38.04717346,405,242,40.56755552
406,8.079216864,33.32646166,0.00206116,1.714283745,84.34767751,1.716344905,1.716344905,127.4697009,31.86742524,406,1208,18.56702877
407,56.34835737,8.372152209,0.519642686,1.124873742,0.029739425,1.644516427,1.644516427,66.39476543,16.59869136,407,267,10.09335698
408,89.05220421,24000.08342,35.14354823,1243.100267,1047.256008,1278.243815,1278.243815,26414.63545,6603.658862,408,1206,5.166196609
409,16.51498935,39.96763481,0.474757827,0.41922914,133.5706756,0.893986966,0.893986966,190.9472867,47.73682168,409,112,53.39767075
410,12.94503177,461.2145851,14.16094216,23.98600553,374.6914742,38.1469477,38.1469477,886.9980388,221.7495097,410,84,5.813034151
411,3.036280131,206.5332547,3.862618173,1.876712448,363.25531,5.739330621,5.739330621,578.5641754,144.6410439,411,1206,25.20172706
412,293.0048056,24.13523509,4.875370372,8.312115323,612.902403,13.1874857,13.1874857,943.2299295,235.8074824,412,262,17.8811555
413,11.26211942,55.94109813,0.072242053,0.938037474,254.7185435,1.010279527,1.010279527,322.9320406,80.73301015,413,104,79.91155717
414,32.79515369,38.94318979,0.547822344,1.592298151,140.8359106,2.140120495,2.140120495,214.7143745,53.67859363,414,250,25.0820427
415,356.1399883,232.1879386,165.9519811,3868.17589,1237.472607,4034.127871,4034.127871,5859.928405,1464.982101,415,1191,0.363147165
416,119.9960785,357.3448243,0.794823801,6.909017474,1383.856562,7.703841275,7.703841275,1868.901306,467.2253266,416,1209,60.64835839
417,220.0704649,3079.835471,1427.116201,10.25024229,1630.015453,1437.366443,1437.366443,6367.287832,1591.821958,417,1131,1.107457298
418,70.02396731,17264.72412,45.87288093,513.7247822,804.3181502,559.5976631,559.5976631,18698.6639,4674.665974,418,1207,8.353619542
